f_acidente;d_condicaometereologica
323009;Céu Claro
323010;Céu Claro
323011;Céu Claro
323012;Nublado
323013;Céu Claro
323014;Nublado
323015;Céu Claro
323016;Sol
323017;Céu Claro
323018;Céu Claro
323019;Céu Claro
323020;Céu Claro
323021;Céu Claro
323022;Chuva
323023;Céu Claro
323024;Céu Claro
323025;Céu Claro
323027;Céu Claro
323029;Céu Claro
323030;Céu Claro
323031;Céu Claro
323032;Chuva
323033;Nublado
323034;Céu Claro
323035;Céu Claro
323036;Nublado
323037;Chuva
323038;Céu Claro
323039;Céu Claro
323040;Céu Claro
323041;Sol
323042;Céu Claro
323043;Chuva
323044;Sol
323045;Céu Claro
323046;Céu Claro
323047;Chuva
323048;Céu Claro
323049;Nublado
323050;Nublado
323051;Céu Claro
323052;Céu Claro
323053;Céu Claro
323054;Céu Claro
323055;Céu Claro
323056;Céu Claro
323057;Céu Claro
323059;Céu Claro
323060;Céu Claro
323061;Nublado
323062;Céu Claro
323063;Céu Claro
323064;Nublado
323065;Céu Claro
323066;Céu Claro
323067;Nublado
323069;Céu Claro
323070;Céu Claro
323071;Nublado
323072;Sol
323074;Nublado
323075;Céu Claro
323076;Céu Claro
323077;Céu Claro
323078;Chuva
323080;Céu Claro
323081;Céu Claro
323082;Garoa/Chuvisco
323083;Nublado
323084;Céu Claro
323085;Céu Claro
323087;Céu Claro
323088;Ignorado
323090;Nublado
323091;Sol
323092;Céu Claro
323093;Nublado
323094;Nublado
323095;Céu Claro
323097;Céu Claro
323098;Garoa/Chuvisco
323099;Céu Claro
323100;Céu Claro
323101;Céu Claro
323102;Sol
323103;Céu Claro
323104;Nublado
323105;Chuva
323106;Céu Claro
323107;Chuva
323108;Céu Claro
323109;Céu Claro
323110;Nublado
323111;Sol
323112;Nublado
323113;Céu Claro
323114;Céu Claro
323115;Céu Claro
323116;Céu Claro
323117;Céu Claro
323118;Céu Claro
323119;Nublado
323120;Céu Claro
323121;Sol
323122;Céu Claro
323123;Céu Claro
323124;Céu Claro
323125;Céu Claro
323126;Céu Claro
323127;Céu Claro
323128;Sol
323129;Céu Claro
323130;Sol
323131;Ignorado
323132;Sol
323133;Céu Claro
323134;Céu Claro
323135;Céu Claro
323136;Céu Claro
323137;Céu Claro
323138;Nublado
323139;Nublado
323140;Céu Claro
323141;Céu Claro
323142;Sol
323143;Céu Claro
323144;Nublado
323145;Céu Claro
323146;Céu Claro
323147;Chuva
323148;Céu Claro
323149;Nublado
323150;Chuva
323151;Céu Claro
323152;Céu Claro
323153;Chuva
323154;Chuva
323155;Garoa/Chuvisco
323156;Céu Claro
323157;Chuva
323158;Céu Claro
323159;Nublado
323160;Nublado
323161;Céu Claro
323162;Céu Claro
323163;Nublado
323164;Céu Claro
323165;Nublado
323166;Céu Claro
323167;Céu Claro
323168;Chuva
323169;Céu Claro
323170;Céu Claro
323171;Céu Claro
323172;Nublado
323173;Céu Claro
323174;Céu Claro
323175;Céu Claro
323176;Nublado
323177;Chuva
323178;Nublado
323179;Céu Claro
323180;Céu Claro
323181;Nublado
323182;Nublado
323183;Céu Claro
323184;Chuva
323185;Céu Claro
323186;Céu Claro
323187;Céu Claro
323188;Nublado
323189;Céu Claro
323190;Chuva
323191;Céu Claro
323192;Céu Claro
323193;Céu Claro
323194;Céu Claro
323196;Céu Claro
323197;Céu Claro
323198;Chuva
323199;Céu Claro
323200;Ignorado
323201;Céu Claro
323202;Céu Claro
323203;Céu Claro
323204;Céu Claro
323205;Céu Claro
323206;Nublado
323207;Céu Claro
323208;Chuva
323209;Céu Claro
323210;Céu Claro
323211;Chuva
323212;Chuva
323213;Céu Claro
323214;Céu Claro
323215;Chuva
323216;Nublado
323217;Nublado
323218;Céu Claro
323219;Nublado
323220;Chuva
323221;Céu Claro
323222;Ignorado
323223;Nublado
323224;Sol
323225;Céu Claro
323226;Céu Claro
323248;Nublado
323249;Céu Claro
323250;Céu Claro
323251;Céu Claro
323252;Nublado
323253;Céu Claro
323254;Céu Claro
323255;Sol
323256;Céu Claro
323257;Céu Claro
323258;Céu Claro
323259;Nublado
323260;Céu Claro
323261;Chuva
323262;Céu Claro
323263;Céu Claro
323265;Sol
323266;Céu Claro
323267;Céu Claro
323268;Nublado
323269;Céu Claro
323270;Sol
323271;Céu Claro
323272;Céu Claro
323273;Nublado
323274;Sol
323275;Nublado
323276;Céu Claro
323277;Céu Claro
323278;Sol
323279;Céu Claro
323281;Céu Claro
323282;Chuva
323283;Céu Claro
323284;Chuva
323285;Céu Claro
323286;Céu Claro
323287;Céu Claro
323288;Chuva
323289;Nublado
323290;Céu Claro
323292;Céu Claro
323293;Céu Claro
323294;Céu Claro
323295;Sol
323296;Céu Claro
323297;Nublado
323299;Sol
323301;Céu Claro
323302;Nublado
323303;Chuva
323304;Nublado
323305;Céu Claro
323306;Nublado
323307;Céu Claro
323308;Céu Claro
323309;Céu Claro
323310;Céu Claro
323311;Céu Claro
323312;Nublado
323313;Céu Claro
323315;Céu Claro
323316;Nublado
323317;Nublado
323318;Céu Claro
323319;Céu Claro
323320;Nublado
323321;Nublado
323322;Sol
323323;Céu Claro
323324;Céu Claro
323325;Chuva
323326;Céu Claro
323327;Sol
323328;Céu Claro
323329;Céu Claro
323330;Céu Claro
323331;Chuva
323332;Céu Claro
323333;Garoa/Chuvisco
323335;Céu Claro
323336;Céu Claro
323337;Céu Claro
323338;Nublado
323339;Céu Claro
323340;Céu Claro
323341;Céu Claro
323342;Céu Claro
323343;Céu Claro
323344;Nublado
323345;Céu Claro
323346;Céu Claro
323347;Nublado
323348;Céu Claro
323349;Céu Claro
323350;Céu Claro
323351;Céu Claro
323352;Garoa/Chuvisco
323353;Sol
323354;Céu Claro
323355;Nublado
323356;Céu Claro
323358;Céu Claro
323359;Nublado
323360;Chuva
323361;Céu Claro
323362;Céu Claro
323363;Céu Claro
323364;Sol
323365;Céu Claro
323366;Céu Claro
323367;Nublado
323368;Chuva
323369;Céu Claro
323371;Céu Claro
323372;Sol
323373;Céu Claro
323374;Sol
323375;Nublado
323376;Céu Claro
323377;Céu Claro
323378;Céu Claro
323379;Chuva
323380;Céu Claro
323381;Céu Claro
323382;Céu Claro
323383;Chuva
323384;Nublado
323385;Chuva
323386;Chuva
323387;Céu Claro
323388;Nublado
323389;Céu Claro
323390;Céu Claro
323391;Céu Claro
323392;Céu Claro
323393;Céu Claro
323394;Garoa/Chuvisco
323396;Céu Claro
323397;Céu Claro
323398;Ignorado
323399;Céu Claro
323400;Nublado
323401;Céu Claro
323402;Céu Claro
323403;Céu Claro
323404;Céu Claro
323405;Céu Claro
323406;Céu Claro
323409;Nublado
323411;Céu Claro
323412;Céu Claro
323413;Nublado
323414;Nublado
323415;Céu Claro
323416;Céu Claro
323417;Céu Claro
323418;Céu Claro
323419;Chuva
323420;Chuva
323421;Céu Claro
323422;Céu Claro
323423;Céu Claro
323424;Nublado
323425;Chuva
323426;Nublado
323427;Céu Claro
323428;Nublado
323429;Nublado
323430;Garoa/Chuvisco
323431;Chuva
323432;Céu Claro
323433;Céu Claro
323434;Céu Claro
323435;Céu Claro
323436;Ignorado
323437;Céu Claro
323438;Céu Claro
323439;Céu Claro
323440;Céu Claro
323441;Céu Claro
323442;Garoa/Chuvisco
323443;Céu Claro
323444;Nublado
323445;Céu Claro
323446;Céu Claro
323447;Céu Claro
323448;Céu Claro
323449;Céu Claro
323450;Céu Claro
323451;Céu Claro
323452;Sol
323453;Sol
323454;Céu Claro
323455;Céu Claro
323457;Céu Claro
323458;Sol
323459;Nublado
323460;Nublado
323461;Céu Claro
323462;Chuva
323463;Céu Claro
323464;Céu Claro
323465;Céu Claro
323467;Nublado
323469;Nublado
323471;Nublado
323472;Céu Claro
323473;Chuva
323474;Céu Claro
323475;Céu Claro
323476;Céu Claro
323477;Céu Claro
323478;Sol
323479;Céu Claro
323481;Céu Claro
323482;Chuva
323483;Céu Claro
323484;Céu Claro
323485;Céu Claro
323486;Céu Claro
323488;Sol
323489;Céu Claro
323490;Céu Claro
323491;Céu Claro
323492;Sol
323493;Céu Claro
323494;Nublado
323495;Céu Claro
323496;Céu Claro
323498;Céu Claro
323499;Céu Claro
323500;Céu Claro
323502;Céu Claro
323503;Sol
323504;Céu Claro
323505;Céu Claro
323507;Chuva
323509;Nublado
323510;Céu Claro
323511;Céu Claro
323512;Sol
323513;Nublado
323514;Garoa/Chuvisco
323515;Céu Claro
323516;Sol
323517;Chuva
323518;Céu Claro
323519;Sol
323520;Sol
323521;Sol
323522;Céu Claro
323523;Céu Claro
323524;Sol
323525;Nublado
323526;Nublado
323527;Céu Claro
323529;Chuva
323530;Céu Claro
323531;Nublado
323532;Céu Claro
323533;Céu Claro
323534;Céu Claro
323535;Chuva
323536;Céu Claro
323539;Sol
323540;Sol
323541;Céu Claro
323542;Céu Claro
323543;Chuva
323544;Céu Claro
323546;Nublado
323547;Céu Claro
323548;Céu Claro
323549;Nublado
323550;Céu Claro
323551;Céu Claro
323553;Céu Claro
323554;Chuva
323555;Chuva
323556;Céu Claro
323557;Nublado
323558;Nublado
323559;Céu Claro
323560;Céu Claro
323561;Céu Claro
323562;Céu Claro
323563;Céu Claro
323564;Céu Claro
323565;Chuva
323566;Sol
323567;Céu Claro
323570;Céu Claro
323571;Céu Claro
323572;Céu Claro
323573;Céu Claro
323574;Chuva
323575;Céu Claro
323576;Céu Claro
323579;Nublado
323580;Céu Claro
323582;Nublado
323583;Nublado
323584;Céu Claro
323585;Céu Claro
323586;Céu Claro
323587;Céu Claro
323589;Chuva
323590;Nublado
323592;Sol
323593;Céu Claro
323594;Céu Claro
323596;Sol
323597;Vento
323598;Céu Claro
323599;Nublado
323601;Céu Claro
323603;Céu Claro
323604;Céu Claro
323605;Nublado
323606;Céu Claro
323607;Céu Claro
323608;Céu Claro
323609;Céu Claro
323610;Nublado
323611;Céu Claro
323612;Céu Claro
323614;Céu Claro
323615;Céu Claro
323616;Céu Claro
323617;Céu Claro
323618;Céu Claro
323619;Nublado
323621;Céu Claro
323622;Céu Claro
323623;Nublado
323624;Céu Claro
323625;Céu Claro
323626;Céu Claro
323627;Céu Claro
323628;Sol
323629;Céu Claro
323630;Chuva
323632;Nublado
323633;Céu Claro
323634;Céu Claro
323635;Céu Claro
323636;Céu Claro
323638;Céu Claro
323639;Céu Claro
323640;Céu Claro
323641;Céu Claro
323642;Céu Claro
323643;Céu Claro
323644;Céu Claro
323645;Céu Claro
323646;Céu Claro
323647;Céu Claro
323648;Céu Claro
323649;Céu Claro
323650;Sol
323651;Céu Claro
323652;Céu Claro
323653;Nublado
323654;Céu Claro
323655;Céu Claro
323657;Céu Claro
323658;Céu Claro
323659;Nublado
323660;Céu Claro
323661;Céu Claro
323662;Sol
323663;Nublado
323664;Céu Claro
323666;Nublado
323667;Sol
323668;Céu Claro
323669;Nublado
323670;Ignorado
323671;Céu Claro
323672;Sol
323673;Chuva
323674;Céu Claro
323675;Céu Claro
323676;Chuva
323678;Céu Claro
323679;Céu Claro
323680;Céu Claro
323682;Céu Claro
323683;Céu Claro
323685;Céu Claro
323686;Céu Claro
323687;Céu Claro
323688;Sol
323689;Sol
323690;Céu Claro
323691;Céu Claro
323692;Céu Claro
323693;Chuva
323694;Sol
323695;Céu Claro
323696;Céu Claro
323697;Céu Claro
323698;Céu Claro
323699;Céu Claro
323700;Céu Claro
323701;Céu Claro
323702;Céu Claro
323703;Céu Claro
323704;Céu Claro
323705;Céu Claro
323706;Céu Claro
323707;Nublado
323708;Céu Claro
323709;Nublado
323711;Sol
323712;Chuva
323715;Céu Claro
323716;Céu Claro
323717;Garoa/Chuvisco
323718;Nublado
323719;Nublado
323720;Sol
323722;Céu Claro
323723;Céu Claro
323724;Céu Claro
323726;Céu Claro
323727;Céu Claro
323728;Céu Claro
323729;Nublado
323730;Céu Claro
323731;Chuva
323732;Céu Claro
323733;Céu Claro
323734;Céu Claro
323735;Céu Claro
323736;Céu Claro
323737;Nublado
323738;Céu Claro
323739;Céu Claro
323740;Nublado
323741;Nublado
323742;Céu Claro
323743;Céu Claro
323744;Céu Claro
323745;Céu Claro
323746;Céu Claro
323747;Chuva
323748;Garoa/Chuvisco
323750;Céu Claro
323751;Céu Claro
323752;Céu Claro
323753;Nublado
323754;Céu Claro
323755;Céu Claro
323757;Céu Claro
323758;Nublado
323759;Céu Claro
323760;Nublado
323761;Céu Claro
323762;Nublado
323764;Céu Claro
323766;Céu Claro
323767;Céu Claro
323768;Céu Claro
323769;Céu Claro
323770;Céu Claro
323771;Céu Claro
323772;Céu Claro
323773;Céu Claro
323774;Céu Claro
323775;Céu Claro
323776;Nublado
323777;Céu Claro
323778;Céu Claro
323779;Céu Claro
323780;Nublado
323781;Chuva
323782;Ignorado
323783;Nublado
323784;Céu Claro
323785;Céu Claro
323786;Céu Claro
323787;Céu Claro
323788;Céu Claro
323789;Céu Claro
323790;Céu Claro
323791;Céu Claro
323792;Céu Claro
323793;Céu Claro
323794;Nublado
323795;Nublado
323796;Céu Claro
323797;Céu Claro
323798;Céu Claro
323799;Céu Claro
323800;Céu Claro
323801;Céu Claro
323802;Nublado
323803;Nublado
323805;Céu Claro
323806;Céu Claro
323807;Céu Claro
323809;Céu Claro
323810;Céu Claro
323811;Nublado
323813;Nublado
323814;Céu Claro
323815;Céu Claro
323816;Céu Claro
323817;Chuva
323818;Céu Claro
323819;Céu Claro
323820;Céu Claro
323821;Céu Claro
323822;Céu Claro
323823;Céu Claro
323824;Ignorado
323825;Céu Claro
323826;Céu Claro
323827;Céu Claro
323828;Céu Claro
323831;Céu Claro
323832;Nublado
323833;Céu Claro
323834;Sol
323835;Céu Claro
323836;Céu Claro
323837;Céu Claro
323839;Céu Claro
323840;Céu Claro
323841;Céu Claro
323842;Sol
323843;Céu Claro
323844;Sol
323845;Céu Claro
323846;Sol
323848;Céu Claro
323849;Céu Claro
323850;Céu Claro
323851;Céu Claro
323852;Céu Claro
323853;Céu Claro
323854;Céu Claro
323855;Sol
323856;Nublado
323857;Céu Claro
323858;Céu Claro
323859;Céu Claro
323860;Céu Claro
323861;Nublado
323863;Sol
323864;Céu Claro
323865;Céu Claro
323866;Chuva
323867;Céu Claro
323868;Céu Claro
323869;Céu Claro
323870;Sol
323871;Céu Claro
323872;Sol
323873;Céu Claro
323874;Céu Claro
323875;Sol
323876;Céu Claro
323877;Céu Claro
323878;Céu Claro
323879;Céu Claro
323880;Céu Claro
323881;Céu Claro
323882;Nublado
323884;Nublado
323885;Céu Claro
323886;Céu Claro
323887;Céu Claro
323890;Céu Claro
323891;Sol
323892;Céu Claro
323894;Céu Claro
323895;Céu Claro
323896;Chuva
323897;Sol
323898;Céu Claro
323900;Céu Claro
323901;Céu Claro
323902;Céu Claro
323904;Nublado
323905;Garoa/Chuvisco
323907;Céu Claro
323908;Sol
323909;Céu Claro
323910;Céu Claro
323911;Céu Claro
323912;Nublado
323913;Céu Claro
323914;Céu Claro
323915;Céu Claro
323916;Céu Claro
323918;Céu Claro
323919;Céu Claro
323920;Nublado
323921;Nublado
323922;Nublado
323923;Céu Claro
323924;Céu Claro
323925;Céu Claro
323926;Chuva
323927;Céu Claro
323928;Nublado
323930;Céu Claro
323931;Céu Claro
323932;Nublado
323933;Céu Claro
323934;Céu Claro
323935;Céu Claro
323936;Céu Claro
323937;Céu Claro
323939;Nublado
323940;Chuva
323941;Nublado
323942;Céu Claro
323943;Céu Claro
323944;Céu Claro
323945;Céu Claro
323946;Nublado
323949;Nublado
323950;Céu Claro
323951;Sol
323952;Nublado
323954;Céu Claro
323955;Céu Claro
323956;Céu Claro
323957;Sol
323958;Céu Claro
323959;Céu Claro
323960;Garoa/Chuvisco
323961;Céu Claro
323962;Céu Claro
323963;Céu Claro
323964;Céu Claro
323965;Céu Claro
323966;Nublado
323967;Céu Claro
323968;Nublado
323969;Céu Claro
323970;Céu Claro
323971;Nublado
323972;Chuva
323973;Céu Claro
323974;Nublado
323975;Chuva
323976;Ignorado
323977;Nublado
323978;Céu Claro
323979;Nublado
323980;Céu Claro
323981;Nevoeiro/Neblina
323982;Céu Claro
323983;Céu Claro
323984;Nublado
323985;Céu Claro
323986;Céu Claro
323987;Nublado
323988;Nublado
323989;Chuva
323990;Céu Claro
323991;Céu Claro
323992;Céu Claro
323993;Céu Claro
323994;Céu Claro
323995;Céu Claro
323996;Céu Claro
323997;Chuva
323998;Chuva
323999;Céu Claro
324000;Sol
324002;Céu Claro
324003;Sol
324005;Sol
324006;Céu Claro
324009;Céu Claro
324011;Céu Claro
324012;Chuva
324013;Céu Claro
324014;Céu Claro
324015;Nublado
324016;Garoa/Chuvisco
324017;Nublado
324018;Chuva
324019;Céu Claro
324020;Nublado
324021;Nublado
324022;Céu Claro
324023;Céu Claro
324024;Nublado
324025;Céu Claro
324026;Céu Claro
324027;Sol
324028;Nublado
324029;Céu Claro
324030;Céu Claro
324032;Céu Claro
324034;Céu Claro
324035;Nublado
324037;Céu Claro
324038;Céu Claro
324039;Céu Claro
324040;Céu Claro
324041;Nublado
324042;Céu Claro
324043;Céu Claro
324044;Sol
324045;Céu Claro
324046;Céu Claro
324047;Sol
324048;Céu Claro
324049;Nublado
324050;Céu Claro
324053;Céu Claro
324055;Céu Claro
324056;Céu Claro
324057;Céu Claro
324058;Sol
324059;Nublado
324060;Nublado
324061;Céu Claro
324062;Chuva
324063;Nublado
324064;Sol
324065;Céu Claro
324066;Céu Claro
324067;Céu Claro
324068;Chuva
324070;Céu Claro
324071;Garoa/Chuvisco
324072;Chuva
324073;Nublado
324074;Sol
324075;Céu Claro
324076;Céu Claro
324077;Céu Claro
324078;Céu Claro
324079;Nublado
324080;Céu Claro
324081;Céu Claro
324082;Céu Claro
324083;Sol
324084;Nublado
324086;Chuva
324087;Nublado
324088;Céu Claro
324089;Céu Claro
324090;Sol
324091;Céu Claro
324092;Céu Claro
324093;Céu Claro
324094;Céu Claro
324095;Sol
324096;Nublado
324097;Chuva
324098;Céu Claro
324099;Sol
324101;Chuva
324102;Nublado
324103;Céu Claro
324104;Céu Claro
324105;Céu Claro
324106;Ignorado
324107;Céu Claro
324108;Nublado
324109;Nublado
324110;Nublado
324111;Céu Claro
324112;Nublado
324113;Céu Claro
324114;Céu Claro
324115;Céu Claro
324116;Chuva
324117;Chuva
324118;Nublado
324119;Céu Claro
324120;Sol
324121;Chuva
324122;Céu Claro
324123;Céu Claro
324124;Céu Claro
324125;Chuva
324127;Garoa/Chuvisco
324129;Céu Claro
324130;Céu Claro
324131;Céu Claro
324132;Chuva
324133;Céu Claro
324134;Céu Claro
324135;Céu Claro
324136;Céu Claro
324137;Nublado
324138;Céu Claro
324139;Céu Claro
324140;Sol
324141;Céu Claro
324142;Céu Claro
324143;Céu Claro
324144;Chuva
324145;Nublado
324146;Nublado
324147;Garoa/Chuvisco
324148;Céu Claro
324149;Garoa/Chuvisco
324150;Sol
324151;Nublado
324152;Céu Claro
324154;Garoa/Chuvisco
324155;Céu Claro
324156;Sol
324158;Nublado
324159;Garoa/Chuvisco
324160;Céu Claro
324161;Nublado
324162;Céu Claro
324164;Garoa/Chuvisco
324165;Céu Claro
324166;Céu Claro
324167;Céu Claro
324168;Nublado
324169;Céu Claro
324170;Céu Claro
324171;Nublado
324172;Chuva
324173;Chuva
324174;Céu Claro
324175;Céu Claro
324176;Céu Claro
324177;Céu Claro
324178;Ignorado
324179;Nublado
324180;Céu Claro
324181;Nublado
324183;Céu Claro
324184;Céu Claro
324185;Céu Claro
324186;Céu Claro
324187;Céu Claro
324188;Céu Claro
324189;Nublado
324191;Céu Claro
324192;Nublado
324193;Céu Claro
324194;Céu Claro
324195;Nublado
324196;Céu Claro
324197;Céu Claro
324198;Chuva
324199;Garoa/Chuvisco
324200;Sol
324201;Céu Claro
324202;Nublado
324203;Céu Claro
324204;Céu Claro
324205;Céu Claro
324206;Céu Claro
324207;Nublado
324208;Nublado
324209;Chuva
324210;Nublado
324211;Céu Claro
324212;Céu Claro
324213;Nublado
324214;Céu Claro
324215;Garoa/Chuvisco
324216;Céu Claro
324217;Céu Claro
324218;Céu Claro
324219;Chuva
324220;Céu Claro
324221;Céu Claro
324222;Céu Claro
324223;Céu Claro
324224;Nublado
324226;Chuva
324227;Céu Claro
324228;Céu Claro
324229;Chuva
324230;Céu Claro
324231;Chuva
324233;Céu Claro
324235;Céu Claro
324236;Nublado
324237;Céu Claro
324239;Chuva
324240;Chuva
324241;Céu Claro
324242;Céu Claro
324244;Céu Claro
324245;Chuva
324246;Nublado
324248;Nublado
324249;Nublado
324250;Chuva
324252;Nublado
324253;Nublado
324254;Céu Claro
324255;Céu Claro
324256;Céu Claro
324257;Céu Claro
324258;Céu Claro
324259;Céu Claro
324260;Ignorado
324261;Nublado
324262;Céu Claro
324263;Céu Claro
324264;Nublado
324268;Céu Claro
324269;Céu Claro
324270;Céu Claro
324271;Céu Claro
324272;Nublado
324273;Céu Claro
324274;Céu Claro
324275;Nublado
324276;Céu Claro
324277;Céu Claro
324278;Céu Claro
324280;Céu Claro
324281;Céu Claro
324282;Céu Claro
324283;Céu Claro
324285;Céu Claro
324286;Céu Claro
324287;Garoa/Chuvisco
324288;Céu Claro
324289;Ignorado
324290;Céu Claro
324291;Céu Claro
324292;Céu Claro
324293;Sol
324294;Céu Claro
324295;Sol
324296;Garoa/Chuvisco
324297;Céu Claro
324298;Sol
324301;Sol
324302;Sol
324303;Céu Claro
324305;Céu Claro
324308;Céu Claro
324309;Céu Claro
324310;Céu Claro
324311;Sol
324312;Sol
324313;Sol
324314;Céu Claro
324316;Céu Claro
324317;Céu Claro
324318;Nublado
324319;Sol
324320;Céu Claro
324321;Céu Claro
324322;Céu Claro
324324;Céu Claro
324325;Céu Claro
324326;Céu Claro
324327;Céu Claro
324328;Sol
324329;Céu Claro
324331;Nublado
324332;Céu Claro
324333;Nublado
324334;Sol
324335;Céu Claro
324336;Céu Claro
324337;Céu Claro
324338;Céu Claro
324339;Céu Claro
324340;Céu Claro
324341;Sol
324342;Nublado
324343;Céu Claro
324344;Céu Claro
324345;Nublado
324346;Céu Claro
324347;Céu Claro
324348;Sol
324349;Nublado
324350;Chuva
324351;Céu Claro
324352;Nublado
324354;Céu Claro
324355;Céu Claro
324356;Céu Claro
324357;Céu Claro
324358;Céu Claro
324359;Céu Claro
324360;Sol
324361;Céu Claro
324362;Sol
324363;Sol
324364;Céu Claro
324365;Céu Claro
324366;Sol
324367;Céu Claro
324368;Sol
324369;Céu Claro
324370;Céu Claro
324371;Garoa/Chuvisco
324372;Céu Claro
324373;Céu Claro
324374;Céu Claro
324375;Nublado
324376;Céu Claro
324377;Céu Claro
324378;Céu Claro
324379;Chuva
324380;Céu Claro
324382;Céu Claro
324383;Céu Claro
324384;Céu Claro
324385;Céu Claro
324386;Céu Claro
324387;Céu Claro
324388;Nublado
324390;Nublado
324391;Nublado
324392;Céu Claro
324393;Céu Claro
324394;Céu Claro
324395;Céu Claro
324396;Céu Claro
324397;Céu Claro
324398;Céu Claro
324399;Chuva
324400;Céu Claro
324401;Céu Claro
324403;Chuva
324404;Céu Claro
324405;Céu Claro
324406;Céu Claro
324407;Céu Claro
324408;Céu Claro
324409;Céu Claro
324410;Céu Claro
324411;Céu Claro
324412;Céu Claro
324413;Céu Claro
324415;Ignorado
324416;Céu Claro
324417;Céu Claro
324418;Céu Claro
324419;Céu Claro
324420;Garoa/Chuvisco
324421;Céu Claro
324422;Céu Claro
324423;Céu Claro
324424;Céu Claro
324425;Céu Claro
324426;Nublado
324427;Céu Claro
324428;Céu Claro
324429;Céu Claro
324430;Nublado
324431;Céu Claro
324433;Céu Claro
324434;Céu Claro
324435;Nublado
324436;Céu Claro
324437;Céu Claro
324438;Céu Claro
324439;Céu Claro
324440;Céu Claro
324441;Céu Claro
324442;Céu Claro
324443;Céu Claro
324444;Céu Claro
324445;Nublado
324446;Céu Claro
324447;Céu Claro
324448;Céu Claro
324449;Céu Claro
324451;Céu Claro
324452;Céu Claro
324453;Céu Claro
324454;Céu Claro
324456;Céu Claro
324457;Chuva
324458;Nublado
324459;Garoa/Chuvisco
324460;Chuva
324461;Céu Claro
324462;Céu Claro
324463;Céu Claro
324464;Nublado
324465;Céu Claro
324466;Nublado
324467;Nublado
324468;Céu Claro
324469;Céu Claro
324470;Céu Claro
324471;Céu Claro
324474;Céu Claro
324475;Céu Claro
324476;Nublado
324477;Céu Claro
324478;Céu Claro
324479;Céu Claro
324480;Céu Claro
324481;Nublado
324483;Céu Claro
324484;Céu Claro
324485;Céu Claro
324486;Céu Claro
324487;Nublado
324488;Nublado
324489;Chuva
324490;Céu Claro
324491;Chuva
324492;Céu Claro
324493;Céu Claro
324494;Céu Claro
324496;Nublado
324497;Chuva
324498;Céu Claro
324499;Chuva
324500;Céu Claro
324501;Ignorado
324502;Céu Claro
324503;Céu Claro
324504;Céu Claro
324505;Céu Claro
324506;Nublado
324507;Ignorado
324508;Céu Claro
324509;Céu Claro
324511;Chuva
324512;Nublado
324513;Céu Claro
324515;Nublado
324516;Céu Claro
324517;Céu Claro
324518;Nublado
324520;Nublado
324521;Céu Claro
324522;Chuva
324523;Céu Claro
324524;Nublado
324525;Céu Claro
324526;Céu Claro
324527;Chuva
324528;Céu Claro
324529;Céu Claro
324530;Céu Claro
324531;Céu Claro
324532;Céu Claro
324533;Céu Claro
324534;Chuva
324535;Chuva
324536;Céu Claro
324537;Nublado
324538;Céu Claro
324539;Céu Claro
324540;Céu Claro
324541;Nublado
324543;Céu Claro
324544;Sol
324546;Céu Claro
324547;Céu Claro
324548;Céu Claro
324550;Nublado
324551;Céu Claro
324552;Céu Claro
324553;Céu Claro
324554;Céu Claro
324556;Nublado
324557;Céu Claro
324559;Céu Claro
324560;Céu Claro
324561;Céu Claro
324562;Sol
324565;Céu Claro
324566;Céu Claro
324567;Céu Claro
324568;Sol
324569;Céu Claro
324570;Céu Claro
324571;Céu Claro
324573;Céu Claro
324574;Céu Claro
324575;Céu Claro
324576;Céu Claro
324577;Céu Claro
324578;Céu Claro
324579;Céu Claro
324580;Céu Claro
324581;Céu Claro
324582;Céu Claro
324585;Céu Claro
324586;Sol
324587;Sol
324588;Chuva
324589;Sol
324590;Céu Claro
324591;Céu Claro
324592;Sol
324593;Nevoeiro/Neblina
324594;Sol
324595;Céu Claro
324596;Céu Claro
324597;Céu Claro
324598;Chuva
324599;Céu Claro
324600;Céu Claro
324601;Céu Claro
324602;Céu Claro
324603;Nublado
324604;Céu Claro
324605;Céu Claro
324606;Céu Claro
324607;Céu Claro
324608;Céu Claro
324609;Céu Claro
324610;Nublado
324611;Céu Claro
324612;Nublado
324613;Céu Claro
324614;Céu Claro
324615;Céu Claro
324616;Céu Claro
324617;Céu Claro
324619;Sol
324620;Céu Claro
324621;Céu Claro
324622;Céu Claro
324623;Céu Claro
324624;Sol
324625;Céu Claro
324626;Céu Claro
324627;Sol
324628;Nublado
324629;Céu Claro
324630;Nublado
324631;Céu Claro
324632;Céu Claro
324633;Céu Claro
324634;Céu Claro
324635;Nublado
324636;Ignorado
324637;Chuva
324638;Chuva
324639;Céu Claro
324641;Céu Claro
324644;Sol
324646;Céu Claro
324647;Nublado
324648;Céu Claro
324649;Sol
324650;Céu Claro
324651;Céu Claro
324652;Céu Claro
324653;Nublado
324654;Céu Claro
324655;Céu Claro
324656;Sol
324657;Céu Claro
324658;Céu Claro
324659;Céu Claro
324660;Garoa/Chuvisco
324661;Céu Claro
324662;Céu Claro
324663;Céu Claro
324664;Céu Claro
324665;Nublado
324666;Céu Claro
324667;Céu Claro
324668;Céu Claro
324669;Céu Claro
324670;Chuva
324671;Céu Claro
324673;Céu Claro
324674;Nublado
324675;Céu Claro
324676;Céu Claro
324677;Nublado
324678;Nublado
324679;Céu Claro
324680;Céu Claro
324683;Céu Claro
