f_acidente;d_classificacaoacidente
295875;Com Vítimas Fatais
295876;Com Vítimas Feridas
295877;Com Vítimas Feridas
295878;Com Vítimas Feridas
295879;Com Vítimas Feridas
295881;Sem Vítimas
295882;Com Vítimas Feridas
295883;Com Vítimas Feridas
295884;Com Vítimas Fatais
295885;Sem Vítimas
295886;Sem Vítimas
295888;Sem Vítimas
295889;Com Vítimas Feridas
295890;Com Vítimas Feridas
295891;Com Vítimas Feridas
295892;Com Vítimas Feridas
295893;Com Vítimas Feridas
295894;Com Vítimas Feridas
295896;Sem Vítimas
295897;Com Vítimas Feridas
295898;Com Vítimas Fatais
295899;Com Vítimas Feridas
295900;Com Vítimas Feridas
295901;Com Vítimas Feridas
295902;Com Vítimas Feridas
295903;Com Vítimas Feridas
295904;Com Vítimas Feridas
295907;Com Vítimas Feridas
295908;Com Vítimas Feridas
295909;Com Vítimas Feridas
295910;Com Vítimas Fatais
295911;Sem Vítimas
295912;Sem Vítimas
295913;Com Vítimas Feridas
295914;Com Vítimas Feridas
295915;Com Vítimas Feridas
295916;Sem Vítimas
295917;Com Vítimas Feridas
295918;Com Vítimas Feridas
295919;Com Vítimas Feridas
295920;Sem Vítimas
295921;Com Vítimas Feridas
295922;Com Vítimas Fatais
295923;Sem Vítimas
295924;Sem Vítimas
295925;Com Vítimas Feridas
295926;Sem Vítimas
295927;Sem Vítimas
295929;Com Vítimas Feridas
295930;Com Vítimas Fatais
295933;Com Vítimas Fatais
295934;Com Vítimas Feridas
295935;Com Vítimas Feridas
295936;Com Vítimas Feridas
295937;Com Vítimas Feridas
295938;Com Vítimas Feridas
295939;Sem Vítimas
295940;Com Vítimas Feridas
295941;Com Vítimas Fatais
295942;Sem Vítimas
295943;Sem Vítimas
295944;Com Vítimas Feridas
295945;Sem Vítimas
295946;Com Vítimas Feridas
295947;Com Vítimas Fatais
295948;Com Vítimas Feridas
295949;Com Vítimas Fatais
295950;Sem Vítimas
295961;Com Vítimas Feridas
295967;Sem Vítimas
295968;Com Vítimas Feridas
295969;Com Vítimas Feridas
295971;Sem Vítimas
295972;Com Vítimas Feridas
295973;Com Vítimas Feridas
295974;Com Vítimas Feridas
295975;Com Vítimas Fatais
295976;Sem Vítimas
295977;Sem Vítimas
295978;Com Vítimas Feridas
295979;Com Vítimas Feridas
295980;Com Vítimas Feridas
295981;Com Vítimas Feridas
295982;Com Vítimas Feridas
295984;Com Vítimas Feridas
295985;Com Vítimas Feridas
295986;Com Vítimas Fatais
295987;Sem Vítimas
295988;Sem Vítimas
295989;Sem Vítimas
295990;Com Vítimas Feridas
295991;Com Vítimas Feridas
295992;Com Vítimas Feridas
295993;Com Vítimas Feridas
295994;Com Vítimas Feridas
295995;Com Vítimas Feridas
295996;Com Vítimas Feridas
295997;Sem Vítimas
295998;Sem Vítimas
295999;Com Vítimas Fatais
296000;Com Vítimas Feridas
296001;Com Vítimas Feridas
296002;Com Vítimas Feridas
296003;Com Vítimas Feridas
296004;Com Vítimas Feridas
296006;Sem Vítimas
296007;Sem Vítimas
296008;Com Vítimas Feridas
296009;Com Vítimas Feridas
296010;Com Vítimas Feridas
296011;Com Vítimas Feridas
296012;Com Vítimas Feridas
296013;Sem Vítimas
296015;Sem Vítimas
296016;Com Vítimas Feridas
296018;Com Vítimas Feridas
296019;Com Vítimas Fatais
296020;Sem Vítimas
296021;Com Vítimas Feridas
296022;Sem Vítimas
296023;Sem Vítimas
296024;Com Vítimas Feridas
296025;Com Vítimas Feridas
296026;Com Vítimas Feridas
296027;Com Vítimas Feridas
296028;Com Vítimas Feridas
296030;Com Vítimas Fatais
296031;Sem Vítimas
296032;Sem Vítimas
296033;Sem Vítimas
296035;Sem Vítimas
296036;Com Vítimas Feridas
296037;Com Vítimas Feridas
296038;Sem Vítimas
296039;Com Vítimas Feridas
296040;Sem Vítimas
296041;Com Vítimas Feridas
296042;Com Vítimas Fatais
296043;Sem Vítimas
296044;Com Vítimas Feridas
296045;Com Vítimas Feridas
296046;Com Vítimas Feridas
296048;Com Vítimas Feridas
296049;Com Vítimas Fatais
296050;Com Vítimas Fatais
296051;Com Vítimas Feridas
296052;Com Vítimas Feridas
296053;Com Vítimas Feridas
296054;Sem Vítimas
296055;Com Vítimas Feridas
296056;Sem Vítimas
296057;Com Vítimas Feridas
296058;Sem Vítimas
296059;Sem Vítimas
296060;Sem Vítimas
296061;Com Vítimas Feridas
296062;Sem Vítimas
296063;Sem Vítimas
296064;Com Vítimas Feridas
296066;Com Vítimas Feridas
296067;Sem Vítimas
296068;Com Vítimas Feridas
296070;Com Vítimas Fatais
296071;Sem Vítimas
296072;Com Vítimas Feridas
296073;Com Vítimas Feridas
296074;Com Vítimas Feridas
296075;Sem Vítimas
296076;Sem Vítimas
296077;Sem Vítimas
296078;Com Vítimas Feridas
296080;Com Vítimas Feridas
296081;Com Vítimas Feridas
296082;Com Vítimas Feridas
296083;Com Vítimas Feridas
296084;Com Vítimas Feridas
296085;Com Vítimas Feridas
296086;Com Vítimas Feridas
296087;Com Vítimas Feridas
296088;Com Vítimas Feridas
296089;Sem Vítimas
296090;Com Vítimas Feridas
296091;Com Vítimas Feridas
296092;Com Vítimas Feridas
296093;Com Vítimas Feridas
296094;Com Vítimas Feridas
296095;Com Vítimas Feridas
296096;Com Vítimas Feridas
296098;Com Vítimas Feridas
296099;Com Vítimas Feridas
296100;Com Vítimas Feridas
296101;Com Vítimas Feridas
296102;Com Vítimas Feridas
296103;Com Vítimas Feridas
296104;Com Vítimas Feridas
296105;Com Vítimas Feridas
296106;Sem Vítimas
296108;Com Vítimas Feridas
296109;Sem Vítimas
296110;Com Vítimas Feridas
296111;Com Vítimas Feridas
296112;Com Vítimas Feridas
296113;Sem Vítimas
296114;Com Vítimas Feridas
296115;Com Vítimas Feridas
296116;Com Vítimas Feridas
296117;Com Vítimas Feridas
296118;Com Vítimas Feridas
296119;Com Vítimas Feridas
296120;Com Vítimas Feridas
296121;Com Vítimas Feridas
296122;Com Vítimas Feridas
296123;Com Vítimas Feridas
296124;Com Vítimas Feridas
296125;Com Vítimas Feridas
296126;Com Vítimas Feridas
296127;Sem Vítimas
296128;Sem Vítimas
296129;Sem Vítimas
296130;Com Vítimas Feridas
296131;Com Vítimas Feridas
296132;Com Vítimas Feridas
296133;Com Vítimas Feridas
296134;Com Vítimas Feridas
296135;Com Vítimas Feridas
296136;Com Vítimas Feridas
296137;Com Vítimas Feridas
296139;Com Vítimas Feridas
296141;Com Vítimas Fatais
296144;Com Vítimas Feridas
296145;Sem Vítimas
296147;Com Vítimas Feridas
296148;Com Vítimas Feridas
296149;Com Vítimas Feridas
296150;Com Vítimas Feridas
296152;Sem Vítimas
296153;Com Vítimas Feridas
296154;Com Vítimas Feridas
296155;Com Vítimas Feridas
296156;Com Vítimas Feridas
296157;Com Vítimas Feridas
296159;Com Vítimas Feridas
296161;Sem Vítimas
296162;Com Vítimas Feridas
296163;Sem Vítimas
296164;Com Vítimas Feridas
296165;Com Vítimas Feridas
296166;Com Vítimas Feridas
296167;Com Vítimas Feridas
296168;Com Vítimas Feridas
296169;Sem Vítimas
296170;Com Vítimas Feridas
296171;Com Vítimas Feridas
296172;Com Vítimas Feridas
296173;Com Vítimas Feridas
296174;Sem Vítimas
296175;Com Vítimas Feridas
296176;Sem Vítimas
296177;Com Vítimas Feridas
296178;Sem Vítimas
296179;Com Vítimas Feridas
296180;Com Vítimas Feridas
296181;Com Vítimas Feridas
296182;Com Vítimas Feridas
296183;Com Vítimas Feridas
296185;Com Vítimas Feridas
296186;Sem Vítimas
296187;Com Vítimas Feridas
296188;Com Vítimas Feridas
296189;Com Vítimas Feridas
296190;Com Vítimas Feridas
296191;Sem Vítimas
296192;Sem Vítimas
296193;Com Vítimas Feridas
296195;Sem Vítimas
296196;Sem Vítimas
296197;Com Vítimas Feridas
296198;Com Vítimas Feridas
296199;Sem Vítimas
296200;Com Vítimas Feridas
296201;Com Vítimas Feridas
296202;Com Vítimas Feridas
296203;Sem Vítimas
296204;Com Vítimas Feridas
296205;Com Vítimas Feridas
296206;Com Vítimas Feridas
296207;Com Vítimas Feridas
296208;Com Vítimas Feridas
296209;Com Vítimas Feridas
296210;Com Vítimas Fatais
296211;Com Vítimas Feridas
296212;Com Vítimas Fatais
296214;Com Vítimas Feridas
296216;Com Vítimas Feridas
296217;Com Vítimas Feridas
296218;Com Vítimas Feridas
296219;Com Vítimas Fatais
296220;Com Vítimas Feridas
296221;Com Vítimas Feridas
296222;Com Vítimas Fatais
296223;Com Vítimas Fatais
296224;Com Vítimas Feridas
296225;Com Vítimas Feridas
296226;Com Vítimas Feridas
296227;Com Vítimas Feridas
296228;Com Vítimas Feridas
296229;Sem Vítimas
296230;Sem Vítimas
296231;Com Vítimas Feridas
296232;Com Vítimas Fatais
296233;Com Vítimas Feridas
296234;Com Vítimas Feridas
296235;Com Vítimas Feridas
296236;Com Vítimas Fatais
296237;Com Vítimas Feridas
296238;Com Vítimas Feridas
296239;Com Vítimas Feridas
296240;Sem Vítimas
296241;Com Vítimas Feridas
296242;Com Vítimas Feridas
296243;Com Vítimas Feridas
296245;Com Vítimas Feridas
296246;Com Vítimas Fatais
296247;Sem Vítimas
296248;Com Vítimas Fatais
296249;Com Vítimas Feridas
296250;Com Vítimas Feridas
296251;Sem Vítimas
296252;Com Vítimas Feridas
296253;Sem Vítimas
296254;Com Vítimas Feridas
296255;Sem Vítimas
296256;Com Vítimas Feridas
296257;Sem Vítimas
296259;Com Vítimas Feridas
296262;Com Vítimas Feridas
296263;Com Vítimas Fatais
296264;Sem Vítimas
296265;Com Vítimas Feridas
296266;Com Vítimas Feridas
296267;Com Vítimas Feridas
296268;Com Vítimas Feridas
296269;Com Vítimas Feridas
296270;Com Vítimas Feridas
296271;Com Vítimas Feridas
296272;Com Vítimas Feridas
296273;Com Vítimas Feridas
296274;Com Vítimas Fatais
296276;Sem Vítimas
296277;Com Vítimas Feridas
296278;Com Vítimas Feridas
296279;Sem Vítimas
296280;Com Vítimas Feridas
296281;Com Vítimas Feridas
296282;Sem Vítimas
296284;Com Vítimas Feridas
296285;Com Vítimas Feridas
296286;Com Vítimas Feridas
296287;Com Vítimas Feridas
296288;Com Vítimas Feridas
296289;Com Vítimas Feridas
296290;Com Vítimas Feridas
296291;Com Vítimas Feridas
296292;Sem Vítimas
296293;Com Vítimas Feridas
296294;Com Vítimas Feridas
296295;Com Vítimas Feridas
296296;Com Vítimas Feridas
296297;Com Vítimas Feridas
296298;Com Vítimas Feridas
296299;Sem Vítimas
296300;Com Vítimas Feridas
296301;Com Vítimas Fatais
296302;Sem Vítimas
296303;Com Vítimas Feridas
296304;Com Vítimas Feridas
296305;Com Vítimas Feridas
296306;Com Vítimas Feridas
296307;Sem Vítimas
296308;Com Vítimas Feridas
296309;Com Vítimas Feridas
296311;Com Vítimas Feridas
296312;Com Vítimas Feridas
296313;Com Vítimas Feridas
296314;Com Vítimas Feridas
296315;Com Vítimas Feridas
296316;Sem Vítimas
296317;Sem Vítimas
296318;Com Vítimas Feridas
296319;Com Vítimas Fatais
296320;Com Vítimas Feridas
296321;Com Vítimas Feridas
296322;Com Vítimas Feridas
296323;Com Vítimas Feridas
296325;Com Vítimas Fatais
296326;Com Vítimas Fatais
296327;Sem Vítimas
296328;Com Vítimas Feridas
296329;Sem Vítimas
296331;Com Vítimas Feridas
296332;Sem Vítimas
296333;Com Vítimas Feridas
296334;Sem Vítimas
296336;Com Vítimas Feridas
296337;Com Vítimas Feridas
296338;Com Vítimas Feridas
296339;Com Vítimas Feridas
296340;Com Vítimas Feridas
296341;Sem Vítimas
296342;Com Vítimas Feridas
296343;Com Vítimas Feridas
296344;Com Vítimas Feridas
296345;Com Vítimas Feridas
296346;Com Vítimas Feridas
296347;Sem Vítimas
296348;Com Vítimas Feridas
296349;Sem Vítimas
296350;Com Vítimas Feridas
296351;Sem Vítimas
296352;Sem Vítimas
296354;Com Vítimas Feridas
296355;Com Vítimas Feridas
296356;Com Vítimas Feridas
296357;Com Vítimas Feridas
296358;Com Vítimas Feridas
296359;Com Vítimas Fatais
296361;Com Vítimas Feridas
296362;Com Vítimas Feridas
296363;Com Vítimas Feridas
296364;Sem Vítimas
296365;Com Vítimas Feridas
296366;Com Vítimas Feridas
296367;Com Vítimas Fatais
296368;Com Vítimas Feridas
296369;Com Vítimas Fatais
296370;Com Vítimas Feridas
296372;Com Vítimas Feridas
296373;Sem Vítimas
296374;Sem Vítimas
296375;Com Vítimas Feridas
296376;Com Vítimas Fatais
296377;Sem Vítimas
296380;Sem Vítimas
296381;Com Vítimas Feridas
296382;Com Vítimas Feridas
296384;Com Vítimas Feridas
296385;Sem Vítimas
296388;Com Vítimas Feridas
296389;Com Vítimas Feridas
296390;Sem Vítimas
296391;Sem Vítimas
296392;Com Vítimas Feridas
296393;Com Vítimas Feridas
296395;Com Vítimas Fatais
296396;Sem Vítimas
296397;Sem Vítimas
296398;Com Vítimas Feridas
296399;Sem Vítimas
296401;Com Vítimas Feridas
296402;Com Vítimas Feridas
296403;Com Vítimas Feridas
296404;Sem Vítimas
296405;Com Vítimas Feridas
296407;Com Vítimas Feridas
296408;Com Vítimas Feridas
296409;Com Vítimas Feridas
296410;Sem Vítimas
296411;Com Vítimas Feridas
296412;Com Vítimas Fatais
296413;Sem Vítimas
296414;Sem Vítimas
296415;Com Vítimas Feridas
296416;Com Vítimas Feridas
296417;Com Vítimas Feridas
296418;Com Vítimas Feridas
296419;Com Vítimas Feridas
296420;Com Vítimas Feridas
296421;Com Vítimas Feridas
296422;Sem Vítimas
296423;Com Vítimas Feridas
296424;Com Vítimas Feridas
296425;Com Vítimas Fatais
296426;Com Vítimas Feridas
296427;Com Vítimas Feridas
296428;Com Vítimas Feridas
296429;Com Vítimas Fatais
296430;Com Vítimas Fatais
296431;Com Vítimas Feridas
296433;Com Vítimas Feridas
296434;Com Vítimas Fatais
296435;Com Vítimas Fatais
296436;Com Vítimas Feridas
296437;Com Vítimas Feridas
296438;Com Vítimas Feridas
296439;Com Vítimas Feridas
296440;Com Vítimas Fatais
296441;Com Vítimas Feridas
296442;Com Vítimas Feridas
296443;Com Vítimas Feridas
296444;Sem Vítimas
296445;Com Vítimas Feridas
296446;Com Vítimas Fatais
296447;Com Vítimas Feridas
296448;Com Vítimas Feridas
296449;Com Vítimas Feridas
296450;Com Vítimas Feridas
296451;Com Vítimas Feridas
296452;Com Vítimas Fatais
296453;Com Vítimas Feridas
296454;Com Vítimas Feridas
296455;Sem Vítimas
296456;Sem Vítimas
296457;Com Vítimas Feridas
296458;Com Vítimas Feridas
296459;Com Vítimas Feridas
296460;Com Vítimas Feridas
296461;Sem Vítimas
296462;Com Vítimas Fatais
296463;Sem Vítimas
296464;Com Vítimas Fatais
296465;Com Vítimas Feridas
296467;Com Vítimas Feridas
296468;Com Vítimas Feridas
296469;Com Vítimas Feridas
296470;Sem Vítimas
296471;Com Vítimas Feridas
296472;Com Vítimas Feridas
296473;Sem Vítimas
296474;Com Vítimas Feridas
296475;Com Vítimas Feridas
296476;Com Vítimas Feridas
296477;Com Vítimas Feridas
296478;Com Vítimas Feridas
296479;Com Vítimas Feridas
296480;Com Vítimas Feridas
296481;Com Vítimas Feridas
296482;Com Vítimas Fatais
296483;Sem Vítimas
296484;Sem Vítimas
296485;Com Vítimas Feridas
296486;Com Vítimas Feridas
296487;Com Vítimas Feridas
296488;Com Vítimas Feridas
296489;Com Vítimas Feridas
296490;Com Vítimas Feridas
296491;Com Vítimas Feridas
296492;Com Vítimas Feridas
296493;Com Vítimas Feridas
296495;Com Vítimas Feridas
296498;Com Vítimas Fatais
296499;Com Vítimas Feridas
296500;Com Vítimas Feridas
296501;Com Vítimas Feridas
296502;Com Vítimas Feridas
296503;Com Vítimas Feridas
296504;Com Vítimas Feridas
296505;Sem Vítimas
296506;Com Vítimas Feridas
296508;Sem Vítimas
296509;Com Vítimas Feridas
296510;Com Vítimas Feridas
296511;Com Vítimas Feridas
296512;Sem Vítimas
296513;Com Vítimas Feridas
296514;Com Vítimas Feridas
296516;Com Vítimas Feridas
296517;Com Vítimas Feridas
296518;Sem Vítimas
296519;Com Vítimas Fatais
296520;Com Vítimas Feridas
296521;Com Vítimas Feridas
296522;Sem Vítimas
296523;Com Vítimas Feridas
296524;Sem Vítimas
296525;Com Vítimas Feridas
296526;Com Vítimas Feridas
296527;Com Vítimas Feridas
296529;Com Vítimas Feridas
296530;Com Vítimas Feridas
296531;Sem Vítimas
296532;Sem Vítimas
296533;Com Vítimas Feridas
296534;Com Vítimas Fatais
296535;Com Vítimas Feridas
296536;Sem Vítimas
296537;Sem Vítimas
296538;Com Vítimas Feridas
296540;Com Vítimas Feridas
296541;Sem Vítimas
296544;Com Vítimas Fatais
296545;Com Vítimas Feridas
296547;Com Vítimas Feridas
296548;Sem Vítimas
296549;Com Vítimas Feridas
296550;Com Vítimas Feridas
296551;Sem Vítimas
296552;Com Vítimas Feridas
296553;Com Vítimas Feridas
296554;Com Vítimas Feridas
296555;Com Vítimas Feridas
296556;Com Vítimas Feridas
296557;Com Vítimas Feridas
296558;Com Vítimas Feridas
296559;Sem Vítimas
296561;Com Vítimas Feridas
296562;Com Vítimas Feridas
296563;Sem Vítimas
296564;Sem Vítimas
296565;Com Vítimas Feridas
296566;Sem Vítimas
296567;Com Vítimas Feridas
296568;Sem Vítimas
296569;Com Vítimas Feridas
296570;Com Vítimas Feridas
296571;Com Vítimas Feridas
296572;Com Vítimas Feridas
296573;Com Vítimas Feridas
296574;Com Vítimas Feridas
296575;Com Vítimas Fatais
296576;Com Vítimas Feridas
296577;Com Vítimas Feridas
296579;Com Vítimas Feridas
296580;Com Vítimas Feridas
296581;Com Vítimas Feridas
296582;Com Vítimas Fatais
296583;Com Vítimas Feridas
296584;Com Vítimas Feridas
296586;Com Vítimas Feridas
296587;Com Vítimas Feridas
296588;Com Vítimas Feridas
296589;Com Vítimas Feridas
296590;Com Vítimas Feridas
296591;Com Vítimas Feridas
296592;Com Vítimas Feridas
296593;Com Vítimas Feridas
296594;Com Vítimas Feridas
296595;Com Vítimas Fatais
296596;Com Vítimas Feridas
296597;Com Vítimas Feridas
296598;Com Vítimas Feridas
296599;Sem Vítimas
296600;Com Vítimas Feridas
296601;Com Vítimas Feridas
296602;Com Vítimas Feridas
296603;Sem Vítimas
296604;Com Vítimas Feridas
296605;Com Vítimas Feridas
296606;Com Vítimas Feridas
296607;Com Vítimas Feridas
296608;Com Vítimas Feridas
296609;Sem Vítimas
296610;Com Vítimas Feridas
296611;Com Vítimas Feridas
296612;Com Vítimas Feridas
296613;Com Vítimas Feridas
296614;Com Vítimas Feridas
296616;Com Vítimas Fatais
296617;Com Vítimas Feridas
296618;Com Vítimas Fatais
296619;Com Vítimas Feridas
296620;Com Vítimas Feridas
296621;Com Vítimas Feridas
296622;Com Vítimas Feridas
296623;Com Vítimas Feridas
296624;Com Vítimas Feridas
296625;Com Vítimas Feridas
296626;Com Vítimas Feridas
296627;Sem Vítimas
296628;Sem Vítimas
296629;Com Vítimas Feridas
296630;Com Vítimas Feridas
296631;Com Vítimas Feridas
296633;Com Vítimas Feridas
296634;Com Vítimas Fatais
296635;Com Vítimas Feridas
296637;Com Vítimas Fatais
296638;Com Vítimas Feridas
296639;Com Vítimas Fatais
296640;Com Vítimas Feridas
296641;Com Vítimas Feridas
296642;Com Vítimas Fatais
296643;Com Vítimas Feridas
296644;Com Vítimas Feridas
296645;Com Vítimas Feridas
296646;Com Vítimas Feridas
296647;Com Vítimas Feridas
296648;Com Vítimas Feridas
296649;Com Vítimas Fatais
296650;Com Vítimas Fatais
296651;Com Vítimas Feridas
296652;Com Vítimas Feridas
296653;Com Vítimas Fatais
296654;Com Vítimas Feridas
296655;Com Vítimas Fatais
296656;Com Vítimas Feridas
296657;Com Vítimas Feridas
296659;Com Vítimas Feridas
296660;Com Vítimas Feridas
296662;Com Vítimas Feridas
296663;Com Vítimas Feridas
296664;Com Vítimas Fatais
296665;Com Vítimas Feridas
296666;Com Vítimas Fatais
296667;Com Vítimas Feridas
296668;Com Vítimas Fatais
296669;Sem Vítimas
296670;Com Vítimas Feridas
296671;Com Vítimas Feridas
296672;Sem Vítimas
296673;Com Vítimas Feridas
296674;Com Vítimas Feridas
296675;Com Vítimas Fatais
296676;Com Vítimas Feridas
296677;Com Vítimas Feridas
296678;Sem Vítimas
296679;Com Vítimas Feridas
296680;Com Vítimas Feridas
296681;Com Vítimas Feridas
296682;Com Vítimas Feridas
296683;Sem Vítimas
296684;Com Vítimas Feridas
296685;Sem Vítimas
296686;Com Vítimas Feridas
296687;Com Vítimas Feridas
296688;Com Vítimas Feridas
296689;Com Vítimas Feridas
296690;Com Vítimas Fatais
296693;Sem Vítimas
296694;Com Vítimas Feridas
296695;Com Vítimas Feridas
296696;Com Vítimas Feridas
296697;Com Vítimas Feridas
296698;Sem Vítimas
296700;Com Vítimas Feridas
296701;Com Vítimas Feridas
296702;Com Vítimas Feridas
296703;Com Vítimas Feridas
296704;Com Vítimas Feridas
296705;Com Vítimas Feridas
296706;Com Vítimas Feridas
296707;Com Vítimas Feridas
296709;Com Vítimas Feridas
296710;Com Vítimas Feridas
296711;Com Vítimas Fatais
296712;Com Vítimas Feridas
296713;Com Vítimas Feridas
296714;Com Vítimas Feridas
296715;Com Vítimas Feridas
296716;Com Vítimas Feridas
296717;Sem Vítimas
296718;Com Vítimas Feridas
296719;Com Vítimas Feridas
296720;Sem Vítimas
296721;Com Vítimas Feridas
296723;Com Vítimas Feridas
296724;Sem Vítimas
296726;Com Vítimas Fatais
296727;Com Vítimas Feridas
296728;Com Vítimas Feridas
296729;Com Vítimas Feridas
296730;Com Vítimas Fatais
296731;Com Vítimas Feridas
296732;Com Vítimas Feridas
296733;Sem Vítimas
296734;Com Vítimas Feridas
296735;Com Vítimas Feridas
296736;Com Vítimas Feridas
296738;Com Vítimas Feridas
296739;Sem Vítimas
296740;Com Vítimas Feridas
296741;Com Vítimas Fatais
296742;Com Vítimas Feridas
296743;Com Vítimas Feridas
296744;Sem Vítimas
296745;Com Vítimas Feridas
296746;Sem Vítimas
296747;Com Vítimas Fatais
296748;Com Vítimas Feridas
296749;Com Vítimas Feridas
296750;Com Vítimas Feridas
296751;Com Vítimas Feridas
296753;Com Vítimas Feridas
296754;Com Vítimas Feridas
296755;Com Vítimas Fatais
296756;Com Vítimas Feridas
296757;Com Vítimas Feridas
296758;Com Vítimas Feridas
296759;Sem Vítimas
296760;Com Vítimas Feridas
296761;Com Vítimas Fatais
296762;Com Vítimas Feridas
296763;Com Vítimas Feridas
296765;Com Vítimas Fatais
296766;Com Vítimas Feridas
296767;Com Vítimas Feridas
296768;Com Vítimas Feridas
296770;Com Vítimas Feridas
296771;Com Vítimas Feridas
296772;Com Vítimas Feridas
296773;Com Vítimas Feridas
296774;Com Vítimas Feridas
296775;Com Vítimas Feridas
296776;Com Vítimas Feridas
296778;Com Vítimas Fatais
296779;Com Vítimas Feridas
296780;Com Vítimas Feridas
296781;Com Vítimas Feridas
296782;Com Vítimas Fatais
296783;Com Vítimas Feridas
296784;Sem Vítimas
296785;Com Vítimas Feridas
296786;Com Vítimas Feridas
296787;Com Vítimas Feridas
296788;Com Vítimas Feridas
296789;Com Vítimas Feridas
296790;Sem Vítimas
296791;Com Vítimas Feridas
296793;Com Vítimas Feridas
296794;Com Vítimas Feridas
296795;Com Vítimas Feridas
296797;Sem Vítimas
296798;Sem Vítimas
296799;Sem Vítimas
296801;Com Vítimas Feridas
296802;Com Vítimas Feridas
296803;Com Vítimas Feridas
296804;Com Vítimas Feridas
296806;Sem Vítimas
296807;Sem Vítimas
296808;Com Vítimas Feridas
296809;Com Vítimas Feridas
296810;Com Vítimas Feridas
296811;Sem Vítimas
296812;Com Vítimas Feridas
296813;Sem Vítimas
296814;Sem Vítimas
296815;Com Vítimas Feridas
296816;Com Vítimas Feridas
296817;Com Vítimas Feridas
296818;Com Vítimas Feridas
296819;Com Vítimas Feridas
296820;Com Vítimas Feridas
296821;Sem Vítimas
296822;Com Vítimas Feridas
296823;Com Vítimas Feridas
296824;Com Vítimas Feridas
296825;Com Vítimas Feridas
296826;Com Vítimas Feridas
296827;Com Vítimas Feridas
296828;Com Vítimas Feridas
296829;Com Vítimas Feridas
296830;Sem Vítimas
296831;Com Vítimas Feridas
296832;Com Vítimas Feridas
296834;Com Vítimas Feridas
296835;Com Vítimas Feridas
296837;Com Vítimas Feridas
296838;Com Vítimas Feridas
296839;Com Vítimas Feridas
296841;Com Vítimas Feridas
296842;Com Vítimas Feridas
296843;Com Vítimas Feridas
296844;Com Vítimas Feridas
296845;Com Vítimas Feridas
296846;Com Vítimas Feridas
296847;Com Vítimas Feridas
296848;Com Vítimas Feridas
296849;Com Vítimas Feridas
296850;Com Vítimas Feridas
296851;Sem Vítimas
296853;Com Vítimas Feridas
296854;Com Vítimas Feridas
296855;Com Vítimas Feridas
296856;Sem Vítimas
296857;Com Vítimas Feridas
296858;Sem Vítimas
296859;Com Vítimas Feridas
296860;Com Vítimas Feridas
296861;Com Vítimas Feridas
296862;Com Vítimas Feridas
296863;Com Vítimas Feridas
296864;Com Vítimas Feridas
296865;Com Vítimas Feridas
296866;Com Vítimas Feridas
296867;Com Vítimas Feridas
296868;Com Vítimas Feridas
296869;Com Vítimas Feridas
296870;Com Vítimas Feridas
296871;Sem Vítimas
296872;Com Vítimas Feridas
296873;Sem Vítimas
296874;Com Vítimas Feridas
296875;Com Vítimas Feridas
296877;Sem Vítimas
296878;Com Vítimas Feridas
296881;Com Vítimas Fatais
296882;Com Vítimas Feridas
296883;Com Vítimas Feridas
296884;Com Vítimas Feridas
296885;Com Vítimas Feridas
296886;Com Vítimas Feridas
296889;Com Vítimas Feridas
296890;Com Vítimas Feridas
296891;Sem Vítimas
296892;Sem Vítimas
296893;Sem Vítimas
296895;Com Vítimas Feridas
296896;Com Vítimas Feridas
296897;Com Vítimas Feridas
296898;Com Vítimas Feridas
296900;Com Vítimas Feridas
296901;Com Vítimas Feridas
296902;Com Vítimas Feridas
296903;Sem Vítimas
296904;Com Vítimas Feridas
296905;Com Vítimas Feridas
296906;Com Vítimas Feridas
296907;Com Vítimas Feridas
296908;Com Vítimas Feridas
296909;Com Vítimas Feridas
296910;Com Vítimas Fatais
296911;Com Vítimas Feridas
296912;Com Vítimas Feridas
296913;Com Vítimas Feridas
296916;Com Vítimas Feridas
296917;Com Vítimas Feridas
296918;Com Vítimas Feridas
296919;Com Vítimas Feridas
296920;Com Vítimas Feridas
296921;Com Vítimas Feridas
296922;Com Vítimas Feridas
296923;Com Vítimas Feridas
296924;Com Vítimas Feridas
296925;Com Vítimas Feridas
296926;Com Vítimas Feridas
296927;Com Vítimas Fatais
296929;Com Vítimas Feridas
296930;Com Vítimas Feridas
296931;Com Vítimas Feridas
296932;Com Vítimas Fatais
296933;Com Vítimas Feridas
296934;Sem Vítimas
296935;Com Vítimas Feridas
296936;Com Vítimas Feridas
296937;Com Vítimas Feridas
296938;Sem Vítimas
296939;Com Vítimas Feridas
296940;Sem Vítimas
296941;Com Vítimas Feridas
296942;Com Vítimas Feridas
296943;Sem Vítimas
296944;Com Vítimas Feridas
296945;Com Vítimas Feridas
296946;Sem Vítimas
296947;Com Vítimas Feridas
296948;Com Vítimas Feridas
296949;Sem Vítimas
296950;Sem Vítimas
296951;Com Vítimas Feridas
296952;Com Vítimas Feridas
296953;Com Vítimas Fatais
296954;Com Vítimas Feridas
296955;Sem Vítimas
296956;Com Vítimas Feridas
296957;Sem Vítimas
296958;Com Vítimas Feridas
296959;Sem Vítimas
296962;Com Vítimas Feridas
296963;Sem Vítimas
296964;Com Vítimas Feridas
296965;Com Vítimas Feridas
