f_acidente;d_dataacidente
333428;09/01/2021
333429;09/01/2021
333431;09/01/2021
333432;09/01/2021
333433;09/01/2021
333434;09/01/2021
333435;09/01/2021
333437;09/01/2021
333438;09/01/2021
333440;09/01/2021
333442;09/01/2021
333443;09/01/2021
333444;09/01/2021
333446;09/01/2021
333447;09/01/2021
333448;09/01/2021
333450;10/01/2021
333451;09/01/2021
333452;09/01/2021
333453;09/01/2021
333454;09/01/2021
333455;09/01/2021
333456;09/01/2021
333457;09/01/2021
333458;10/01/2021
333459;09/01/2021
333460;09/01/2021
333461;10/01/2021
333462;10/01/2021
333463;10/01/2021
333464;10/01/2021
333465;10/01/2021
333467;10/01/2021
333469;10/01/2021
333470;10/01/2021
333471;09/01/2021
333472;10/01/2021
333473;10/01/2021
333474;09/01/2021
333475;10/01/2021
333476;10/01/2021
333477;10/01/2021
333478;10/01/2021
333479;10/01/2021
333480;10/01/2021
333481;10/01/2021
333483;10/01/2021
333484;10/01/2021
333486;10/01/2021
333487;10/01/2021
333488;10/01/2021
333489;10/01/2021
333490;09/01/2021
333491;10/01/2021
333492;10/01/2021
333493;10/01/2021
333494;10/01/2021
333495;10/01/2021
333496;10/01/2021
333497;10/01/2021
333498;09/01/2021
333499;10/01/2021
333501;10/01/2021
333502;10/01/2021
333503;10/01/2021
333505;10/01/2021
333506;10/01/2021
333507;10/01/2021
333508;10/01/2021
333509;10/01/2021
333510;10/01/2021
333511;10/01/2021
333512;06/01/2021
333513;10/01/2021
333514;10/01/2021
333515;10/01/2021
333516;10/01/2021
333517;10/01/2021
333518;09/01/2021
333520;10/01/2021
333521;10/01/2021
333522;10/01/2021
333523;10/01/2021
333524;10/01/2021
333525;10/01/2021
333526;10/01/2021
333527;10/01/2021
333528;10/01/2021
333529;10/01/2021
333530;10/01/2021
333531;10/01/2021
333532;10/01/2021
333533;10/01/2021
333534;10/01/2021
333535;10/01/2021
333536;10/01/2021
333537;10/01/2021
333538;10/01/2021
333539;10/01/2021
333540;10/01/2021
333541;10/01/2021
333542;10/01/2021
333543;10/01/2021
333544;10/01/2021
333545;10/01/2021
333546;10/01/2021
333547;10/01/2021
333548;10/01/2021
333550;10/01/2021
333551;10/01/2021
333552;10/01/2021
333553;10/01/2021
333555;10/01/2021
333556;10/01/2021
333557;10/01/2021
333558;10/01/2021
333559;10/01/2021
333560;10/01/2021
333561;10/01/2021
333562;10/01/2021
333565;10/01/2021
333566;10/01/2021
333569;10/01/2021
333572;10/01/2021
333573;10/01/2021
333574;10/01/2021
333575;10/01/2021
333576;10/01/2021
333577;10/01/2021
333578;10/01/2021
333579;10/01/2021
333580;10/01/2021
333581;10/01/2021
333582;10/01/2021
333583;10/01/2021
333584;10/01/2021
333585;10/01/2021
333586;10/01/2021
333587;09/01/2021
333588;10/01/2021
333589;10/01/2021
333590;10/01/2021
333591;10/01/2021
333592;10/01/2021
333593;10/01/2021
333594;10/01/2021
333595;10/01/2021
333596;10/01/2021
333597;10/01/2021
333598;10/01/2021
333599;10/01/2021
333602;10/01/2021
333603;10/01/2021
333604;10/01/2021
333605;10/01/2021
333606;10/01/2021
333607;10/01/2021
333608;10/01/2021
333609;10/01/2021
333611;10/01/2021
333612;10/01/2021
333613;10/01/2021
333614;10/01/2021
333615;10/01/2021
333616;10/01/2021
333617;10/01/2021
333618;10/01/2021
333619;10/01/2021
333620;10/01/2021
333621;10/01/2021
333622;10/01/2021
333623;10/01/2021
333624;04/01/2021
333625;10/01/2021
333626;10/01/2021
333627;10/01/2021
333628;10/01/2021
333629;10/01/2021
333630;10/01/2021
333632;10/01/2021
333633;10/01/2021
333634;10/01/2021
333635;10/01/2021
333636;10/01/2021
333637;10/01/2021
333638;10/01/2021
333639;10/01/2021
333640;10/01/2021
333641;10/01/2021
333642;10/01/2021
333643;10/01/2021
333644;10/01/2021
333645;10/01/2021
333646;10/01/2021
333647;10/01/2021
333649;10/01/2021
333650;10/01/2021
333651;10/01/2021
333652;10/01/2021
333653;10/01/2021
333654;10/01/2021
333655;10/01/2021
333656;10/01/2021
333657;10/01/2021
333658;10/01/2021
333659;10/01/2021
333661;10/01/2021
333662;10/01/2021
333663;10/01/2021
333664;10/01/2021
333665;10/01/2021
333666;10/01/2021
333667;10/01/2021
333668;10/01/2021
333670;10/01/2021
333671;10/01/2021
333672;10/01/2021
333673;10/01/2021
333674;10/01/2021
333675;10/01/2021
333676;10/01/2021
333677;10/01/2021
333678;10/01/2021
333679;10/01/2021
333680;10/01/2021
333681;10/01/2021
333682;10/01/2021
333683;10/01/2021
333685;10/01/2021
333686;10/01/2021
333687;10/01/2021
333689;10/01/2021
333690;10/01/2021
333691;10/01/2021
333692;10/01/2021
333693;10/01/2021
333694;10/01/2021
333695;10/01/2021
333696;10/01/2021
333698;10/01/2021
333699;10/01/2021
333700;10/01/2021
333701;10/01/2021
333702;11/01/2021
333703;11/01/2021
333704;11/01/2021
333705;11/01/2021
333706;11/01/2021
333707;11/01/2021
333708;11/01/2021
333709;10/01/2021
333710;11/01/2021
333711;11/01/2021
333712;11/01/2021
333713;11/01/2021
333714;10/01/2021
333715;11/01/2021
333716;10/01/2021
333717;11/01/2021
333718;10/01/2021
333719;11/01/2021
333720;11/01/2021
333721;11/01/2021
333722;11/01/2021
333723;11/01/2021
333724;10/01/2021
333725;11/01/2021
333726;10/01/2021
333727;11/01/2021
333729;10/01/2021
333732;11/01/2021
333733;11/01/2021
333734;11/01/2021
333735;11/01/2021
333736;11/01/2021
333738;11/01/2021
333739;11/01/2021
333740;11/01/2021
333742;11/01/2021
333743;11/01/2021
333744;11/01/2021
333746;11/01/2021
333747;11/01/2021
333748;11/01/2021
333749;11/01/2021
333750;09/01/2021
333751;11/01/2021
333753;11/01/2021
333754;11/01/2021
333755;11/01/2021
333756;11/01/2021
333757;11/01/2021
333760;11/01/2021
333761;11/01/2021
333762;11/01/2021
333764;11/01/2021
333765;11/01/2021
333766;11/01/2021
333767;11/01/2021
333770;11/01/2021
333771;11/01/2021
333772;11/01/2021
333773;11/01/2021
333774;11/01/2021
333775;11/01/2021
333776;11/01/2021
333777;11/01/2021
333778;11/01/2021
333779;11/01/2021
333781;11/01/2021
333783;11/01/2021
333784;11/01/2021
333785;11/01/2021
333786;11/01/2021
333788;11/01/2021
333789;11/01/2021
333790;11/01/2021
333793;11/01/2021
333795;11/01/2021
333797;11/01/2021
333798;11/01/2021
333799;11/01/2021
333802;11/01/2021
333803;11/01/2021
333804;11/01/2021
333805;11/01/2021
333806;11/01/2021
333808;11/01/2021
333809;11/01/2021
333810;11/01/2021
333811;11/01/2021
333812;11/01/2021
333814;11/01/2021
333816;11/01/2021
333818;11/01/2021
333819;09/01/2021
333820;11/01/2021
333822;11/01/2021
333823;11/01/2021
333825;11/01/2021
333826;11/01/2021
333827;11/01/2021
333828;11/01/2021
333829;11/01/2021
333830;11/01/2021
333831;11/01/2021
333832;10/01/2021
333833;11/01/2021
333834;11/01/2021
333835;10/01/2021
333836;11/01/2021
333837;11/01/2021
333838;11/01/2021
333841;11/01/2021
333842;11/01/2021
333844;11/01/2021
333845;11/01/2021
333846;11/01/2021
333847;11/01/2021
333850;11/01/2021
333852;11/01/2021
333853;11/01/2021
333854;11/01/2021
333855;11/01/2021
333857;11/01/2021
333858;11/01/2021
333859;11/01/2021
333861;11/01/2021
333863;11/01/2021
333865;11/01/2021
333866;11/01/2021
333867;11/01/2021
333869;11/01/2021
333870;11/01/2021
333871;11/01/2021
333872;11/01/2021
333873;11/01/2021
333874;11/01/2021
333875;11/01/2021
333876;11/01/2021
333878;11/01/2021
333879;11/01/2021
333881;11/01/2021
333883;11/01/2021
333884;11/01/2021
333885;11/01/2021
333886;11/01/2021
333887;11/01/2021
333888;11/01/2021
333889;11/01/2021
333890;11/01/2021
333891;11/01/2021
333893;11/01/2021
333895;11/01/2021
333896;11/01/2021
333897;11/01/2021
333898;11/01/2021
333900;11/01/2021
333901;11/01/2021
333902;11/01/2021
333903;11/01/2021
333904;11/01/2021
333905;11/01/2021
333906;11/01/2021
333907;11/01/2021
333908;11/01/2021
333910;11/01/2021
333911;11/01/2021
333912;11/01/2021
333913;11/01/2021
333914;11/01/2021
333915;11/01/2021
333916;11/01/2021
333917;11/01/2021
333918;11/01/2021
333919;11/01/2021
333921;11/01/2021
333922;12/01/2021
333923;11/01/2021
333924;11/01/2021
333925;11/01/2021
333927;10/01/2021
333928;12/01/2021
333929;12/01/2021
333930;11/01/2021
333932;12/01/2021
333933;11/01/2021
333934;12/01/2021
333935;11/01/2021
333936;11/01/2021
333937;12/01/2021
333938;12/01/2021
333939;12/01/2021
333940;12/01/2021
333941;12/01/2021
333942;12/01/2021
333943;12/01/2021
333944;12/01/2021
333945;12/01/2021
333946;12/01/2021
333947;12/01/2021
333948;12/01/2021
333949;12/01/2021
333950;12/01/2021
333951;12/01/2021
333952;12/01/2021
333953;12/01/2021
333955;12/01/2021
333956;12/01/2021
333958;03/01/2021
333959;12/01/2021
333961;12/01/2021
333962;12/01/2021
333964;12/01/2021
333965;12/01/2021
333966;12/01/2021
333969;12/01/2021
333970;12/01/2021
333971;12/01/2021
333972;12/01/2021
333973;12/01/2021
333974;12/01/2021
333975;12/01/2021
333976;12/01/2021
333977;12/01/2021
333978;12/01/2021
333980;12/01/2021
333982;12/01/2021
333983;12/01/2021
333984;12/01/2021
333985;12/01/2021
333986;12/01/2021
333987;12/01/2021
333988;12/01/2021
333990;03/01/2021
333991;12/01/2021
333992;12/01/2021
333993;12/01/2021
333994;12/01/2021
333995;12/01/2021
333997;12/01/2021
333998;12/01/2021
333999;12/01/2021
334000;12/01/2021
334001;12/01/2021
334002;12/01/2021
334003;12/01/2021
334005;12/01/2021
334006;12/01/2021
334007;12/01/2021
334008;12/01/2021
334009;12/01/2021
334010;12/01/2021
334011;12/01/2021
334012;12/01/2021
334014;12/01/2021
334015;12/01/2021
334016;12/01/2021
334019;12/01/2021
334020;02/01/2021
334021;12/01/2021
334022;12/01/2021
334023;12/01/2021
334025;12/01/2021
334026;12/01/2021
334027;12/01/2021
334028;12/01/2021
334031;12/01/2021
334032;12/01/2021
334034;12/01/2021
334035;12/01/2021
334037;12/01/2021
334038;12/01/2021
334039;12/01/2021
334040;12/01/2021
334041;12/01/2021
334042;12/01/2021
334043;12/01/2021
334044;12/01/2021
334045;12/01/2021
334046;12/01/2021
334047;12/01/2021
334048;12/01/2021
334050;12/01/2021
334051;12/01/2021
334053;12/01/2021
334054;12/01/2021
334055;12/01/2021
334056;12/01/2021
334057;12/01/2021
334059;12/01/2021
334062;12/01/2021
334063;12/01/2021
334065;12/01/2021
334066;12/01/2021
334068;12/01/2021
334069;12/01/2021
334070;12/01/2021
334071;12/01/2021
334072;12/01/2021
334073;12/01/2021
334074;12/01/2021
334075;12/01/2021
334076;12/01/2021
334077;12/01/2021
334078;12/01/2021
334079;12/01/2021
334080;12/01/2021
334082;12/01/2021
334084;12/01/2021
334085;12/01/2021
334086;12/01/2021
334087;12/01/2021
334089;12/01/2021
334090;12/01/2021
334091;12/01/2021
334092;12/01/2021
334093;12/01/2021
334094;12/01/2021
334095;12/01/2021
334096;12/01/2021
334097;12/01/2021
334098;12/01/2021
334099;12/01/2021
334100;12/01/2021
334101;12/01/2021
334102;12/01/2021
334103;12/01/2021
334105;12/01/2021
334106;12/01/2021
334108;12/01/2021
334109;12/01/2021
334111;12/01/2021
334112;12/01/2021
334113;13/01/2021
334114;13/01/2021
334115;10/01/2021
334116;12/01/2021
334117;13/01/2021
334118;13/01/2021
334119;13/01/2021
334120;13/01/2021
334121;13/01/2021
334123;13/01/2021
334125;13/01/2021
334126;13/01/2021
334127;13/01/2021
334128;13/01/2021
334129;13/01/2021
334130;13/01/2021
334131;12/01/2021
334132;13/01/2021
334133;13/01/2021
334134;13/01/2021
334135;13/01/2021
334136;13/01/2021
334137;13/01/2021
334138;13/01/2021
334139;13/01/2021
334140;13/01/2021
334141;13/01/2021
334142;13/01/2021
334144;13/01/2021
334145;13/01/2021
334147;13/01/2021
334148;13/01/2021
334149;13/01/2021
334150;13/01/2021
334151;13/01/2021
334152;13/01/2021
334153;13/01/2021
334154;13/01/2021
334155;13/01/2021
334156;13/01/2021
334157;13/01/2021
334160;13/01/2021
334162;13/01/2021
334163;13/01/2021
334164;13/01/2021
334165;13/01/2021
334166;13/01/2021
334167;13/01/2021
334168;11/01/2021
334169;13/01/2021
334170;13/01/2021
334171;01/01/2021
334172;13/01/2021
334173;13/01/2021
334174;13/01/2021
334175;13/01/2021
334177;11/01/2021
334180;13/01/2021
334181;13/01/2021
334182;13/01/2021
334184;13/01/2021
334185;13/01/2021
334188;13/01/2021
334190;13/01/2021
334191;13/01/2021
334192;13/01/2021
334193;13/01/2021
334194;13/01/2021
334195;13/01/2021
334196;13/01/2021
334198;13/01/2021
334199;13/01/2021
334202;13/01/2021
334203;13/01/2021
334204;13/01/2021
334205;13/01/2021
334207;13/01/2021
334209;13/01/2021
334210;13/01/2021
334211;13/01/2021
334212;13/01/2021
334213;13/01/2021
334214;13/01/2021
334215;08/01/2021
334217;13/01/2021
334218;13/01/2021
334219;13/01/2021
334220;13/01/2021
334221;13/01/2021
334222;13/01/2021
334223;13/01/2021
334224;13/01/2021
334225;13/01/2021
334226;02/01/2021
334227;13/01/2021
334228;13/01/2021
334229;13/01/2021
334230;13/01/2021
334231;13/01/2021
334232;13/01/2021
334234;13/01/2021
334236;13/01/2021
334237;13/01/2021
334238;13/01/2021
334240;13/01/2021
334242;13/01/2021
334243;13/01/2021
334245;13/01/2021
334246;13/01/2021
334247;13/01/2021
334248;13/01/2021
334249;13/01/2021
334251;13/01/2021
334252;13/01/2021
334253;13/01/2021
334254;13/01/2021
334255;13/01/2021
334256;13/01/2021
334257;13/01/2021
334258;13/01/2021
334259;13/01/2021
334260;13/01/2021
334261;13/01/2021
334263;13/01/2021
334264;13/01/2021
334265;13/01/2021
334266;13/01/2021
334268;13/01/2021
334270;13/01/2021
334271;13/01/2021
334273;13/01/2021
334274;13/01/2021
334275;13/01/2021
334276;13/01/2021
334277;13/01/2021
334278;14/01/2021
334279;13/01/2021
334280;13/01/2021
334281;13/01/2021
334282;13/01/2021
334283;14/01/2021
334284;14/01/2021
334285;13/01/2021
334286;13/01/2021
334288;14/01/2021
334289;14/01/2021
334290;14/01/2021
334291;14/01/2021
334292;14/01/2021
334294;14/01/2021
334295;14/01/2021
334296;14/01/2021
334297;14/01/2021
334298;14/01/2021
334299;14/01/2021
334300;04/01/2021
334301;14/01/2021
334302;14/01/2021
334303;13/01/2021
334305;14/01/2021
334306;14/01/2021
334307;01/01/2021
334308;04/01/2021
334309;14/01/2021
334310;14/01/2021
334311;14/01/2021
334312;14/01/2021
334313;14/01/2021
334314;14/01/2021
334315;14/01/2021
334316;14/01/2021
334317;14/01/2021
334318;14/01/2021
334319;14/01/2021
334320;14/01/2021
334321;14/01/2021
334322;14/01/2021
334326;14/01/2021
334329;14/01/2021
334330;14/01/2021
334331;14/01/2021
334332;14/01/2021
334333;14/01/2021
334334;14/01/2021
334336;14/01/2021
334337;14/01/2021
334341;14/01/2021
334342;03/01/2021
334343;10/01/2021
334344;14/01/2021
334346;14/01/2021
334348;14/01/2021
334350;14/01/2021
334351;14/01/2021
334352;14/01/2021
334353;14/01/2021
334354;12/01/2021
334355;14/01/2021
334356;14/01/2021
334357;14/01/2021
334358;14/01/2021
334359;14/01/2021
334360;10/01/2021
334364;14/01/2021
334365;14/01/2021
334367;14/01/2021
334368;14/01/2021
334370;14/01/2021
334371;14/01/2021
334372;14/01/2021
334374;14/01/2021
334375;14/01/2021
334376;14/01/2021
334378;14/01/2021
334381;14/01/2021
334382;14/01/2021
334383;14/01/2021
334384;14/01/2021
334385;14/01/2021
334386;14/01/2021
334388;14/01/2021
334389;08/01/2021
334392;14/01/2021
334394;14/01/2021
334395;14/01/2021
334396;14/01/2021
334400;14/01/2021
334402;14/01/2021
334403;14/01/2021
334405;14/01/2021
334407;14/01/2021
334408;14/01/2021
334409;14/01/2021
334410;14/01/2021
334411;14/01/2021
334413;14/01/2021
334414;14/01/2021
334416;14/01/2021
334417;14/01/2021
334418;14/01/2021
334419;14/01/2021
334420;14/01/2021
334421;14/01/2021
334422;14/01/2021
334423;14/01/2021
334424;14/01/2021
334425;14/01/2021
334426;14/01/2021
334427;14/01/2021
334429;14/01/2021
334430;14/01/2021
334431;14/01/2021
334432;14/01/2021
334433;14/01/2021
334434;14/01/2021
334435;14/01/2021
334436;14/01/2021
334437;14/01/2021
334439;14/01/2021
334441;14/01/2021
334442;14/01/2021
334443;14/01/2021
334444;15/01/2021
334446;15/01/2021
334447;15/01/2021
334448;14/01/2021
334449;14/01/2021
334450;14/01/2021
334452;15/01/2021
334453;15/01/2021
334454;14/01/2021
334455;15/01/2021
334456;14/01/2021
334457;14/01/2021
334458;15/01/2021
334460;15/01/2021
334461;14/01/2021
334462;15/01/2021
334463;14/01/2021
334465;15/01/2021
334466;14/01/2021
334467;15/01/2021
334468;15/01/2021
334469;15/01/2021
334470;15/01/2021
334471;15/01/2021
334472;14/01/2021
334474;15/01/2021
334475;14/01/2021
334476;14/01/2021
334477;15/01/2021
334478;15/01/2021
334479;03/01/2021
334480;15/01/2021
334481;14/01/2021
334482;14/01/2021
334483;14/01/2021
334484;15/01/2021
334486;15/01/2021
334487;15/01/2021
334488;15/01/2021
334489;15/01/2021
334490;15/01/2021
334491;15/01/2021
334492;15/01/2021
334493;15/01/2021
334494;15/01/2021
334495;15/01/2021
334498;15/01/2021
334499;03/01/2021
334500;14/01/2021
334502;15/01/2021
334505;15/01/2021
334506;15/01/2021
334507;15/01/2021
334508;15/01/2021
334510;15/01/2021
334511;15/01/2021
334512;15/01/2021
334513;15/01/2021
334514;15/01/2021
334515;15/01/2021
334516;15/01/2021
334517;15/01/2021
334521;02/01/2021
334522;15/01/2021
334524;15/01/2021
334525;15/01/2021
334526;15/01/2021
334527;14/01/2021
334528;15/01/2021
334530;15/01/2021
334531;15/01/2021
334533;15/01/2021
334534;15/01/2021
334535;15/01/2021
334536;15/01/2021
334539;15/01/2021
334540;15/01/2021
334541;15/01/2021
334542;15/01/2021
334543;15/01/2021
334544;15/01/2021
334545;15/01/2021
334546;15/01/2021
334547;15/01/2021
334549;15/01/2021
334550;15/01/2021
334554;15/01/2021
334556;14/01/2021
334557;15/01/2021
334558;15/01/2021
334559;15/01/2021
334560;15/01/2021
334561;15/01/2021
334562;15/01/2021
334563;15/01/2021
334564;15/01/2021
334567;15/01/2021
334568;15/01/2021
334569;15/01/2021
334570;15/01/2021
334571;15/01/2021
334572;15/01/2021
334573;15/01/2021
334574;15/01/2021
334575;15/01/2021
334576;15/01/2021
334577;15/01/2021
334578;15/01/2021
334579;15/01/2021
334583;15/01/2021
334584;07/01/2021
334585;15/01/2021
334586;15/01/2021
334587;15/01/2021
334588;15/01/2021
334589;15/01/2021
334591;15/01/2021
334592;15/01/2021
334593;15/01/2021
334594;15/01/2021
334595;15/01/2021
334597;15/01/2021
334598;15/01/2021
334599;15/01/2021
334600;15/01/2021
334601;15/01/2021
334603;15/01/2021
334604;15/01/2021
334606;15/01/2021
334607;15/01/2021
334608;15/01/2021
334609;15/01/2021
334610;15/01/2021
334611;15/01/2021
334612;15/01/2021
334613;15/01/2021
334614;15/01/2021
334615;12/01/2021
334616;15/01/2021
334617;15/01/2021
334618;15/01/2021
334619;10/01/2021
334620;15/01/2021
334621;15/01/2021
334622;15/01/2021
334623;15/01/2021
334624;15/01/2021
334625;15/01/2021
334627;15/01/2021
334628;15/01/2021
334629;15/01/2021
334630;15/01/2021
334631;15/01/2021
334632;15/01/2021
334633;15/01/2021
334635;15/01/2021
334636;15/01/2021
334637;15/01/2021
334638;15/01/2021
334639;15/01/2021
334640;15/01/2021
334641;15/01/2021
334642;15/01/2021
334643;15/01/2021
334645;15/01/2021
334646;15/01/2021
334647;15/01/2021
334648;15/01/2021
334649;15/01/2021
334650;15/01/2021
334651;15/01/2021
334652;15/01/2021
334654;15/01/2021
334655;15/01/2021
334656;15/01/2021
334657;15/01/2021
334659;15/01/2021
334660;15/01/2021
334661;15/01/2021
334663;15/01/2021
334664;15/01/2021
334665;15/01/2021
334667;15/01/2021
334669;15/01/2021
334670;15/01/2021
334671;15/01/2021
334672;15/01/2021
334673;15/01/2021
334674;15/01/2021
334675;15/01/2021
334676;15/01/2021
334677;15/01/2021
334678;15/01/2021
334679;15/01/2021
334680;15/01/2021
334682;15/01/2021
334683;15/01/2021
334684;15/01/2021
334685;15/01/2021
334686;15/01/2021
334687;15/01/2021
334689;15/01/2021
334690;15/01/2021
334692;15/01/2021
334693;15/01/2021
334694;15/01/2021
334695;15/01/2021
334696;15/01/2021
334697;15/01/2021
334698;15/01/2021
334699;15/01/2021
334700;15/01/2021
334702;15/01/2021
334705;15/01/2021
334707;15/01/2021
334708;16/01/2021
334709;15/01/2021
334710;16/01/2021
334711;16/01/2021
334712;15/01/2021
334714;15/01/2021
334715;16/01/2021
334716;16/01/2021
334717;16/01/2021
334718;16/01/2021
334719;16/01/2021
334720;16/01/2021
334721;16/01/2021
334723;16/01/2021
334724;16/01/2021
334725;16/01/2021
334726;15/01/2021
334727;16/01/2021
334728;16/01/2021
334729;16/01/2021
334730;16/01/2021
334731;16/01/2021
334732;16/01/2021
334733;16/01/2021
334734;16/01/2021
334735;16/01/2021
334736;16/01/2021
334737;16/01/2021
334738;16/01/2021
334739;15/01/2021
334741;16/01/2021
334742;16/01/2021
334743;16/01/2021
334745;15/01/2021
334746;16/01/2021
334747;16/01/2021
334748;16/01/2021
334749;16/01/2021
334750;16/01/2021
334751;16/01/2021
334752;16/01/2021
334753;16/01/2021
334754;16/01/2021
334756;16/01/2021
334757;15/01/2021
334758;16/01/2021
334759;15/01/2021
334761;16/01/2021
334762;16/01/2021
334764;16/01/2021
334766;16/01/2021
334767;16/01/2021
334768;16/01/2021
334769;16/01/2021
