f_acidente;d_tipopista
314416;Simples
314417;Simples
314419;Dupla
314420;Simples
314421;Simples
314422;Simples
314423;Dupla
314425;Simples
314426;Simples
314427;Dupla
314428;Dupla
314429;Dupla
314430;Múltipla
314431;Simples
314432;Simples
314433;Dupla
314434;Dupla
314435;Simples
314436;Simples
314437;Simples
314438;Simples
314439;Simples
314440;Dupla
314441;Simples
314442;Simples
314443;Simples
314444;Dupla
314445;Simples
314446;Dupla
314447;Simples
314448;Dupla
314449;Dupla
314451;Simples
314452;Dupla
314453;Múltipla
314454;Simples
314455;Dupla
314457;Simples
314458;Simples
314459;Dupla
314460;Dupla
314462;Simples
314463;Dupla
314464;Simples
314465;Simples
314466;Dupla
314467;Dupla
314468;Simples
314469;Simples
314470;Dupla
314471;Dupla
314474;Dupla
314475;Dupla
314476;Múltipla
314477;Dupla
314479;Simples
314480;Dupla
314481;Dupla
314482;Simples
314483;Dupla
314484;Dupla
314485;Simples
314486;Simples
314487;Múltipla
314488;Dupla
314489;Múltipla
314490;Dupla
314491;Simples
314492;Dupla
314493;Simples
314494;Simples
314495;Dupla
314496;Simples
314497;Múltipla
314498;Simples
314500;Dupla
314501;Dupla
314502;Dupla
314503;Dupla
314505;Dupla
314506;Simples
314507;Múltipla
314508;Simples
314510;Múltipla
314511;Simples
314512;Dupla
314513;Simples
314515;Dupla
314516;Dupla
314517;Dupla
314518;Dupla
314519;Simples
314520;Dupla
314521;Simples
314522;Simples
314523;Dupla
314524;Dupla
314525;Múltipla
314527;Dupla
314528;Simples
314529;Dupla
314530;Dupla
314531;Dupla
314532;Múltipla
314533;Simples
314534;Simples
314535;Dupla
314536;Múltipla
314537;Dupla
314538;Múltipla
314539;Dupla
314540;Dupla
314541;Simples
314542;Dupla
314543;Simples
314544;Simples
314545;Simples
314547;Simples
314548;Dupla
314549;Simples
314550;Simples
314551;Dupla
314552;Simples
314553;Simples
314554;Múltipla
314555;Simples
314556;Dupla
314557;Simples
314558;Simples
314559;Dupla
314560;Simples
314561;Múltipla
314562;Simples
314563;Dupla
314564;Simples
314565;Simples
314567;Múltipla
314568;Simples
314569;Dupla
314570;Dupla
314572;Dupla
314573;Simples
314574;Simples
314575;Múltipla
314576;Dupla
314577;Dupla
314578;Múltipla
314579;Simples
314580;Simples
314581;Simples
314582;Múltipla
314585;Dupla
314586;Dupla
314587;Simples
314588;Dupla
314589;Dupla
314590;Simples
314592;Simples
314593;Simples
314594;Simples
314595;Dupla
314596;Dupla
314597;Dupla
314598;Simples
314599;Dupla
314601;Simples
314602;Simples
314603;Dupla
314604;Múltipla
314605;Dupla
314606;Simples
314607;Simples
314608;Simples
314610;Simples
314611;Simples
314612;Simples
314613;Simples
314614;Dupla
314615;Dupla
314616;Dupla
314617;Simples
314618;Simples
314620;Dupla
314621;Simples
314622;Dupla
314623;Simples
314624;Dupla
314625;Dupla
314626;Dupla
314627;Simples
314629;Simples
314630;Dupla
314631;Dupla
314632;Dupla
314633;Dupla
314634;Simples
314635;Simples
314636;Dupla
314637;Dupla
314638;Dupla
314639;Simples
314640;Simples
314641;Simples
314642;Simples
314643;Dupla
314644;Simples
314645;Simples
314646;Múltipla
314649;Dupla
314650;Simples
314651;Simples
314652;Simples
314653;Dupla
314655;Simples
314656;Dupla
314657;Dupla
314658;Simples
314659;Dupla
314660;Dupla
314661;Dupla
314663;Dupla
314664;Dupla
314665;Simples
314666;Simples
314667;Simples
314668;Simples
314669;Simples
314670;Dupla
314671;Múltipla
314672;Simples
314676;Dupla
314677;Simples
314678;Dupla
314679;Múltipla
314680;Múltipla
314681;Simples
314682;Dupla
314683;Dupla
314684;Dupla
314685;Simples
314686;Dupla
314687;Dupla
314689;Simples
314690;Simples
314691;Dupla
314692;Dupla
314693;Simples
314695;Dupla
314696;Dupla
314698;Simples
314699;Simples
314700;Simples
314701;Dupla
314702;Simples
314703;Simples
314704;Dupla
314705;Múltipla
314707;Simples
314708;Simples
314709;Dupla
314710;Simples
314711;Dupla
314712;Simples
314713;Múltipla
314714;Dupla
314715;Simples
314716;Simples
314717;Simples
314718;Simples
314719;Dupla
314720;Múltipla
314721;Dupla
314722;Dupla
314723;Simples
314724;Dupla
314725;Simples
314726;Simples
314727;Simples
314728;Múltipla
314729;Simples
314730;Simples
314732;Simples
314733;Simples
314735;Simples
314737;Simples
314738;Simples
314739;Múltipla
314740;Múltipla
314741;Múltipla
314743;Dupla
314745;Simples
314746;Dupla
314747;Dupla
314748;Simples
314749;Dupla
314750;Dupla
314751;Dupla
314752;Simples
314753;Simples
314754;Dupla
314755;Simples
314756;Dupla
314757;Simples
314758;Simples
314759;Dupla
314760;Simples
314761;Dupla
314762;Simples
314763;Simples
314764;Simples
314765;Simples
314766;Simples
314767;Dupla
314768;Dupla
314769;Simples
314770;Simples
314773;Dupla
314774;Dupla
314775;Dupla
314776;Dupla
314777;Simples
314778;Simples
314779;Simples
314780;Dupla
314781;Simples
314782;Dupla
314784;Dupla
314785;Simples
314786;Dupla
314787;Simples
314788;Simples
314789;Dupla
314790;Múltipla
314791;Dupla
314792;Simples
314793;Simples
314795;Múltipla
314796;Simples
314797;Simples
314799;Simples
314800;Simples
314801;Simples
314803;Simples
314806;Simples
314807;Simples
314808;Simples
314809;Múltipla
314810;Dupla
314811;Simples
314813;Dupla
314814;Simples
314815;Simples
314816;Dupla
314817;Simples
314818;Simples
314819;Simples
314820;Dupla
314821;Dupla
314822;Simples
314823;Simples
314824;Dupla
314825;Simples
314826;Simples
314828;Simples
314829;Simples
314830;Dupla
314831;Simples
314832;Simples
314833;Simples
314834;Dupla
314835;Dupla
314836;Dupla
314837;Simples
314838;Simples
314839;Dupla
314841;Simples
314842;Dupla
314843;Simples
314844;Dupla
314845;Dupla
314846;Simples
314847;Dupla
314848;Dupla
314849;Simples
314850;Múltipla
314851;Simples
314852;Dupla
314853;Dupla
314854;Simples
314855;Dupla
314856;Dupla
314857;Simples
314858;Dupla
314859;Simples
314860;Simples
314861;Simples
314863;Dupla
314864;Dupla
314865;Simples
314866;Múltipla
314868;Dupla
314869;Dupla
314870;Simples
314871;Simples
314872;Simples
314873;Dupla
314874;Dupla
314875;Dupla
314876;Dupla
314877;Simples
314878;Dupla
314879;Dupla
314880;Dupla
314882;Dupla
314883;Simples
314885;Simples
314886;Simples
314887;Múltipla
314888;Dupla
314889;Simples
314890;Dupla
314891;Simples
314892;Simples
314893;Simples
314894;Dupla
314895;Dupla
314896;Simples
314897;Dupla
314898;Simples
314899;Simples
314900;Simples
314901;Simples
314902;Simples
314903;Simples
314904;Dupla
314905;Simples
314906;Dupla
314907;Simples
314908;Simples
314909;Simples
314910;Dupla
314912;Dupla
314913;Simples
314914;Dupla
314915;Simples
314916;Dupla
314917;Simples
314918;Simples
314919;Dupla
314920;Dupla
314921;Múltipla
314922;Dupla
314923;Simples
314924;Simples
314925;Dupla
314926;Simples
314927;Simples
314928;Dupla
314929;Simples
314930;Simples
314931;Dupla
314932;Dupla
314933;Simples
314934;Dupla
314935;Dupla
314936;Dupla
314937;Dupla
314938;Dupla
314939;Dupla
314940;Simples
314941;Simples
314942;Simples
314944;Dupla
314947;Dupla
314948;Dupla
314949;Dupla
314950;Múltipla
314951;Simples
314952;Simples
314953;Dupla
314954;Simples
314955;Simples
314956;Dupla
314957;Dupla
314958;Simples
314959;Simples
314960;Dupla
314961;Simples
314964;Simples
314965;Simples
314966;Simples
314967;Múltipla
314969;Simples
314970;Dupla
314971;Simples
314972;Dupla
314973;Dupla
314974;Simples
314975;Dupla
314976;Dupla
314977;Simples
314978;Dupla
314979;Simples
314980;Simples
314981;Dupla
314982;Simples
314984;Simples
314985;Simples
314986;Dupla
314987;Dupla
314988;Dupla
314989;Dupla
314991;Dupla
314992;Múltipla
314993;Dupla
314994;Simples
314995;Simples
314996;Simples
314997;Múltipla
314998;Dupla
314999;Simples
315000;Simples
315001;Simples
315002;Dupla
315003;Simples
315004;Simples
315005;Dupla
315006;Dupla
315007;Dupla
315008;Simples
315009;Simples
315010;Simples
315011;Simples
315013;Simples
315014;Simples
315015;Dupla
315016;Múltipla
315017;Simples
315018;Múltipla
315019;Simples
315020;Dupla
315021;Simples
315022;Simples
315023;Simples
315024;Dupla
315025;Simples
315026;Simples
315027;Dupla
315028;Simples
315029;Dupla
315030;Dupla
315031;Múltipla
315032;Simples
315033;Simples
315034;Dupla
315035;Dupla
315036;Simples
315038;Simples
315039;Simples
315040;Simples
315041;Múltipla
315042;Simples
315043;Simples
315044;Simples
315045;Simples
315046;Simples
315047;Simples
315048;Dupla
315049;Múltipla
315050;Simples
315051;Simples
315052;Dupla
315053;Múltipla
315054;Dupla
315055;Simples
315057;Simples
315058;Simples
315059;Dupla
315060;Simples
315061;Dupla
315062;Dupla
315063;Múltipla
315064;Simples
315066;Dupla
315067;Dupla
315068;Simples
315069;Simples
315070;Múltipla
315071;Simples
315073;Dupla
315074;Simples
315076;Simples
315077;Dupla
315078;Dupla
315079;Dupla
315080;Simples
315081;Simples
315082;Simples
315083;Simples
315084;Dupla
315085;Simples
315086;Simples
315087;Dupla
315088;Dupla
315089;Simples
315090;Dupla
315091;Simples
315093;Dupla
315094;Dupla
315095;Dupla
315096;Simples
315097;Dupla
315098;Simples
315099;Simples
315100;Dupla
315101;Simples
315102;Múltipla
315105;Dupla
315106;Dupla
315107;Simples
315108;Dupla
315109;Dupla
315110;Simples
315111;Simples
315113;Múltipla
315114;Simples
315115;Simples
315117;Dupla
315118;Simples
315119;Simples
315120;Simples
315121;Simples
315122;Simples
315123;Simples
315124;Simples
315125;Dupla
315126;Simples
315127;Dupla
315128;Dupla
315129;Simples
315130;Simples
315131;Simples
315132;Dupla
315134;Múltipla
315135;Dupla
315136;Simples
315137;Dupla
315138;Simples
315140;Simples
315141;Simples
315142;Múltipla
315143;Simples
315144;Dupla
315145;Simples
315146;Dupla
315147;Dupla
315148;Simples
315149;Dupla
315150;Dupla
315151;Dupla
315152;Simples
315153;Simples
315154;Dupla
315155;Dupla
315156;Simples
315158;Simples
315159;Simples
315160;Dupla
315161;Dupla
315162;Simples
315164;Simples
315165;Múltipla
315167;Dupla
315169;Dupla
315170;Simples
315171;Simples
315172;Dupla
315174;Simples
315176;Simples
315178;Simples
315179;Simples
315180;Dupla
315181;Múltipla
315182;Dupla
315183;Dupla
315184;Simples
315185;Simples
315186;Simples
315187;Dupla
315188;Dupla
315189;Dupla
315190;Múltipla
315191;Múltipla
315192;Simples
315193;Simples
315194;Dupla
315195;Simples
315196;Simples
315197;Simples
315198;Simples
315199;Simples
315200;Dupla
315201;Simples
315202;Simples
315203;Simples
315204;Simples
315205;Simples
315206;Simples
315207;Dupla
315208;Simples
315209;Simples
315210;Simples
315211;Simples
315212;Dupla
315213;Simples
315214;Simples
315215;Simples
315216;Simples
315217;Simples
315218;Simples
315219;Simples
315220;Dupla
315221;Simples
315222;Simples
315223;Simples
315224;Dupla
315225;Dupla
315226;Dupla
315227;Simples
315228;Dupla
315229;Simples
315230;Simples
315231;Simples
315232;Simples
315233;Dupla
315234;Dupla
315235;Simples
315236;Simples
315237;Simples
315238;Dupla
315239;Simples
315240;Dupla
315241;Dupla
315242;Dupla
315243;Dupla
315245;Simples
315246;Dupla
315247;Dupla
315248;Simples
315250;Simples
315251;Dupla
315252;Simples
315253;Simples
315254;Dupla
315255;Simples
315256;Simples
315257;Dupla
315258;Simples
315259;Simples
315260;Simples
315261;Simples
315262;Dupla
315263;Dupla
315264;Simples
315266;Múltipla
315267;Dupla
315268;Simples
315269;Dupla
315270;Dupla
315271;Dupla
315272;Simples
315273;Simples
315274;Simples
315275;Simples
315276;Simples
315277;Simples
315278;Dupla
315279;Simples
315280;Simples
315281;Dupla
315283;Simples
315284;Dupla
315285;Múltipla
315286;Simples
315287;Simples
315288;Dupla
315289;Dupla
315290;Dupla
315292;Dupla
315293;Simples
315294;Dupla
315295;Simples
315296;Simples
315297;Simples
315298;Simples
315299;Simples
315300;Dupla
315301;Simples
315302;Dupla
315303;Simples
315304;Simples
315305;Dupla
315306;Dupla
315307;Múltipla
315308;Simples
315309;Simples
315310;Múltipla
315311;Simples
315313;Múltipla
315314;Simples
315315;Dupla
315316;Dupla
315317;Dupla
315318;Simples
315319;Dupla
315320;Dupla
315321;Dupla
315322;Dupla
315324;Simples
315325;Simples
315326;Dupla
315327;Simples
315328;Simples
315329;Dupla
315330;Simples
315331;Simples
315332;Dupla
315333;Simples
315334;Dupla
315335;Múltipla
315336;Dupla
315337;Simples
315338;Simples
315339;Dupla
315340;Múltipla
315341;Simples
315342;Simples
315343;Simples
315344;Dupla
315345;Simples
315346;Simples
315347;Dupla
315348;Dupla
315349;Simples
315350;Simples
315351;Dupla
315352;Simples
315353;Dupla
315355;Dupla
315356;Simples
315357;Simples
315359;Dupla
315360;Simples
315361;Dupla
315362;Simples
315363;Simples
315364;Dupla
315366;Dupla
315367;Simples
315368;Dupla
315369;Dupla
315371;Dupla
315372;Dupla
315373;Dupla
315374;Múltipla
315375;Dupla
315376;Simples
315377;Simples
315378;Dupla
315379;Simples
315380;Múltipla
315381;Dupla
315382;Simples
315383;Múltipla
315384;Dupla
315385;Simples
315386;Simples
315387;Simples
315388;Simples
315389;Simples
315390;Simples
315393;Simples
315394;Dupla
315395;Simples
315396;Dupla
315398;Simples
315399;Dupla
315400;Dupla
315401;Simples
315402;Múltipla
315403;Simples
315404;Simples
315406;Simples
315407;Simples
315408;Dupla
315409;Simples
315410;Simples
315411;Dupla
315412;Dupla
315413;Simples
315414;Múltipla
315415;Dupla
315417;Dupla
315419;Dupla
315420;Simples
315421;Simples
315422;Simples
315423;Múltipla
315424;Simples
315425;Dupla
315426;Simples
315427;Simples
315428;Simples
315430;Simples
315431;Dupla
315432;Dupla
315433;Dupla
315434;Simples
315435;Múltipla
315437;Simples
315438;Dupla
315439;Dupla
315440;Simples
315441;Simples
315442;Simples
315443;Dupla
315444;Simples
315445;Simples
315446;Simples
315447;Simples
315448;Dupla
315449;Dupla
315451;Simples
315452;Simples
315453;Múltipla
315454;Dupla
315455;Simples
315456;Múltipla
315457;Simples
315458;Dupla
315460;Dupla
315461;Dupla
315462;Dupla
315463;Simples
315464;Dupla
315465;Múltipla
315466;Dupla
315468;Simples
315469;Dupla
315470;Simples
315471;Dupla
315472;Simples
315473;Simples
315475;Simples
315477;Simples
315478;Simples
315479;Múltipla
315480;Múltipla
315481;Dupla
315482;Múltipla
315483;Simples
315484;Múltipla
315485;Simples
315486;Simples
315487;Dupla
315488;Simples
315489;Simples
315490;Simples
315491;Dupla
315492;Simples
315493;Dupla
315494;Simples
315495;Simples
315496;Simples
315497;Simples
315498;Simples
315499;Dupla
315500;Simples
315501;Simples
315502;Dupla
315503;Dupla
315504;Simples
315505;Simples
315506;Dupla
315507;Simples
315508;Simples
315509;Dupla
315510;Dupla
315511;Simples
315512;Múltipla
315513;Dupla
315514;Dupla
315515;Múltipla
315516;Dupla
315517;Dupla
315518;Dupla
315519;Simples
315520;Simples
315521;Dupla
315522;Simples
315523;Simples
315525;Dupla
315526;Dupla
315527;Simples
315528;Simples
315529;Simples
315530;Simples
315531;Simples
315532;Dupla
315533;Dupla
315534;Simples
315535;Dupla
315536;Simples
315537;Dupla
315538;Simples
315539;Múltipla
315540;Simples
315541;Simples
315542;Dupla
315543;Simples
315544;Dupla
315545;Dupla
315546;Simples
315547;Dupla
315548;Simples
315549;Simples
315550;Dupla
315551;Simples
315552;Múltipla
315553;Dupla
315554;Simples
315557;Dupla
315560;Dupla
315561;Simples
315562;Múltipla
315564;Dupla
315565;Simples
315566;Dupla
315567;Simples
315568;Dupla
315569;Simples
315570;Simples
315571;Simples
315572;Dupla
315573;Simples
315574;Simples
315575;Dupla
315576;Dupla
315577;Dupla
315578;Múltipla
315579;Dupla
315580;Simples
315581;Dupla
315582;Simples
315583;Dupla
315584;Dupla
315585;Simples
315588;Dupla
315589;Simples
315590;Dupla
315591;Dupla
315592;Simples
315593;Dupla
315594;Dupla
315595;Dupla
315596;Simples
315597;Simples
315598;Dupla
315599;Simples
315600;Dupla
315601;Simples
315602;Simples
315603;Simples
315604;Simples
315605;Simples
315606;Simples
315607;Dupla
315608;Simples
315609;Simples
315610;Simples
315611;Simples
315612;Simples
315613;Dupla
315614;Dupla
315615;Simples
315616;Simples
315617;Simples
315618;Dupla
315619;Simples
315620;Dupla
315621;Simples
315622;Dupla
315624;Dupla
315625;Dupla
315627;Simples
315628;Simples
315629;Dupla
315630;Simples
315631;Simples
315632;Simples
315633;Simples
315634;Simples
315635;Dupla
315636;Simples
315637;Dupla
315638;Simples
315639;Simples
315640;Múltipla
315641;Simples
315642;Dupla
315644;Dupla
315645;Simples
315646;Dupla
315647;Dupla
315648;Múltipla
315649;Dupla
315650;Dupla
315651;Dupla
315652;Simples
315653;Dupla
315654;Simples
315655;Dupla
315656;Simples
315657;Simples
315658;Múltipla
315659;Dupla
315660;Múltipla
315661;Dupla
315662;Dupla
315663;Simples
315664;Dupla
315666;Dupla
315667;Dupla
315668;Simples
315669;Simples
315670;Dupla
315671;Dupla
315672;Dupla
315674;Simples
315675;Simples
315676;Simples
315677;Simples
315678;Dupla
315679;Simples
315680;Simples
315681;Dupla
315682;Simples
315683;Dupla
315684;Dupla
315685;Dupla
315686;Dupla
315687;Múltipla
315688;Dupla
315689;Simples
315690;Dupla
315691;Simples
315692;Dupla
315693;Dupla
315694;Simples
315695;Dupla
315696;Dupla
315697;Dupla
315698;Dupla
315699;Dupla
315700;Simples
315701;Múltipla
315702;Simples
315703;Múltipla
315705;Simples
315706;Dupla
315707;Dupla
315708;Simples
315710;Dupla
315711;Dupla
315712;Simples
315713;Simples
315714;Simples
315715;Simples
315716;Dupla
315717;Simples
315718;Múltipla
315719;Simples
315722;Simples
315723;Múltipla
315724;Simples
315725;Dupla
315726;Múltipla
315727;Simples
315728;Dupla
315729;Simples
315730;Simples
315731;Simples
315732;Simples
315733;Dupla
315734;Simples
315735;Dupla
315736;Dupla
315737;Simples
315738;Dupla
315739;Dupla
315740;Simples
315741;Simples
315742;Dupla
315743;Simples
315744;Simples
315745;Dupla
315746;Simples
315747;Simples
315748;Simples
315749;Simples
315750;Simples
315752;Dupla
315753;Simples
315754;Dupla
315756;Simples
315757;Dupla
315758;Dupla
315759;Dupla
315760;Simples
315761;Simples
315762;Simples
315763;Simples
315764;Múltipla
315765;Dupla
315766;Simples
315767;Simples
315768;Dupla
315769;Dupla
315771;Simples
315773;Dupla
315774;Dupla
315775;Dupla
315776;Dupla
315778;Múltipla
315779;Simples
315780;Simples
315781;Dupla
315782;Simples
315783;Dupla
315786;Dupla
315787;Dupla
315788;Simples
315789;Dupla
315790;Simples
315791;Simples
315792;Simples
315793;Simples
315794;Dupla
315795;Dupla
315796;Dupla
315797;Simples
315798;Dupla
315799;Simples
315800;Dupla
315802;Simples
315803;Dupla
315804;Múltipla
315805;Simples
315806;Dupla
315807;Simples
315808;Simples
315809;Simples
315810;Dupla
315811;Simples
315812;Múltipla
315813;Dupla
315814;Dupla
315815;Simples
315816;Dupla
315817;Múltipla
315818;Simples
315819;Simples
315821;Dupla
315822;Simples
315823;Dupla
315824;Simples
315825;Dupla
315827;Múltipla
315828;Simples
315829;Dupla
315830;Dupla
315831;Simples
315832;Simples
315833;Dupla
315834;Simples
315835;Simples
315836;Simples
315837;Simples
315838;Dupla
315839;Simples
315840;Dupla
315841;Simples
315842;Simples
315843;Simples
315844;Múltipla
315845;Múltipla
315846;Simples
315847;Dupla
315848;Simples
315849;Simples
315850;Dupla
315851;Simples
315852;Simples
315853;Dupla
315854;Simples
315855;Simples
315856;Dupla
315857;Múltipla
315858;Múltipla
315859;Simples
315860;Simples
315861;Simples
315863;Simples
315866;Dupla
315867;Simples
315868;Múltipla
315869;Múltipla
315870;Dupla
315871;Dupla
315872;Múltipla
315873;Dupla
315874;Simples
315875;Dupla
315876;Simples
315877;Dupla
315878;Simples
315879;Simples
315880;Simples
315881;Dupla
315882;Simples
315883;Dupla
315884;Simples
315885;Dupla
315888;Simples
315889;Dupla
315890;Múltipla
315891;Dupla
315893;Múltipla
315894;Múltipla
315895;Dupla
315897;Simples
315898;Simples
315899;Dupla
315900;Simples
315902;Simples
315903;Simples
315904;Simples
315905;Múltipla
315906;Simples
315907;Dupla
315909;Dupla
315910;Simples
315912;Dupla
315913;Simples
315914;Simples
315915;Simples
315916;Dupla
315917;Simples
315919;Dupla
315920;Simples
315921;Múltipla
315922;Dupla
315923;Dupla
315925;Dupla
315927;Simples
315929;Dupla
315930;Simples
315931;Dupla
315932;Simples
315933;Dupla
315934;Dupla
315935;Dupla
315936;Simples
315938;Múltipla
315939;Dupla
315940;Simples
315941;Dupla
315942;Simples
315943;Dupla
315944;Dupla
315946;Dupla
315947;Simples
315948;Simples
315949;Simples
315951;Dupla
315954;Dupla
315955;Múltipla
315956;Simples
315957;Dupla
315958;Simples
315959;Múltipla
315960;Dupla
315961;Dupla
315962;Dupla
315963;Simples
315964;Dupla
315965;Dupla
315966;Múltipla
315967;Simples
315969;Dupla
315970;Simples
315971;Dupla
315973;Simples
315974;Dupla
315975;Dupla
315976;Dupla
315977;Simples
315978;Simples
315979;Dupla
315980;Simples
315981;Simples
315982;Simples
315983;Dupla
315984;Simples
315985;Dupla
315986;Múltipla
315987;Dupla
315988;Simples
315989;Simples
315991;Dupla
315992;Dupla
315993;Dupla
315994;Simples
315995;Dupla
315996;Simples
315997;Simples
315998;Simples
315999;Dupla
316000;Dupla
316001;Dupla
316002;Dupla
316003;Simples
316004;Dupla
316005;Dupla
316007;Dupla
316008;Dupla
316009;Dupla
316010;Simples
316011;Simples
316012;Dupla
316014;Dupla
316015;Simples
316016;Simples
316017;Dupla
316018;Simples
316020;Dupla
316021;Dupla
316022;Simples
316023;Simples
316024;Simples
316025;Dupla
316027;Simples
316028;Múltipla
316029;Simples
316030;Simples
316031;Simples
316032;Dupla
316033;Simples
316034;Dupla
316035;Simples
316036;Dupla
316037;Dupla
316038;Dupla
316039;Simples
316040;Dupla
316041;Simples
316042;Simples
316043;Simples
316044;Simples
316045;Dupla
316046;Simples
316047;Múltipla
316048;Dupla
316049;Dupla
316050;Simples
316051;Dupla
316052;Simples
316053;Dupla
316054;Simples
316055;Simples
316056;Simples
316057;Dupla
316058;Dupla
316059;Simples
316060;Simples
316061;Dupla
316062;Dupla
316063;Simples
316064;Dupla
316066;Simples
316067;Simples
316069;Múltipla
316070;Dupla
316071;Dupla
316073;Simples
316074;Simples
316075;Simples
316076;Simples
316077;Dupla
316078;Múltipla
316079;Simples
316080;Múltipla
316081;Dupla
316083;Dupla
316084;Dupla
316085;Dupla
316086;Dupla
316087;Simples
316088;Dupla
316089;Múltipla
316090;Múltipla
316091;Simples
316092;Dupla
316093;Dupla
316094;Simples
316095;Múltipla
316096;Dupla
316097;Múltipla
316098;Múltipla
316099;Simples
316100;Simples
316101;Simples
316102;Dupla
316103;Múltipla
316104;Simples
316105;Dupla
316106;Dupla
316107;Simples
316109;Simples
316110;Dupla
316111;Múltipla
316112;Dupla
316113;Dupla
316114;Simples
316116;Dupla
316117;Simples
316118;Simples
316119;Simples
316121;Dupla
316122;Simples
316123;Simples
316124;Simples
316125;Simples
316126;Dupla
316127;Simples
316129;Simples
316130;Simples
316131;Simples
316132;Dupla
316133;Simples
316134;Dupla
316135;Dupla
316136;Simples
316137;Simples
316139;Dupla
316140;Simples
316141;Dupla
316142;Dupla
316143;Simples
316146;Simples
316147;Dupla
316148;Simples
316149;Dupla
316150;Simples
316151;Dupla
316153;Dupla
316154;Simples
316155;Simples
316156;Múltipla
316157;Múltipla
316158;Simples
316159;Dupla
316160;Simples
316161;Dupla
316162;Simples
316163;Simples
316164;Simples
316165;Dupla
316167;Simples
316168;Simples
316169;Simples
316170;Dupla
316171;Dupla
316172;Múltipla
316173;Múltipla
316174;Dupla
316175;Múltipla
316176;Múltipla
316177;Dupla
316178;Simples
316179;Simples
316180;Dupla
316181;Dupla
316182;Simples
316183;Dupla
316184;Dupla
316186;Simples
316188;Dupla
316189;Múltipla
316190;Simples
316191;Dupla
316192;Dupla
316193;Simples
316194;Simples
316195;Múltipla
316196;Simples
316197;Simples
316198;Simples
316199;Simples
316200;Simples
316201;Simples
316202;Simples
316203;Simples
316204;Simples
316205;Dupla
316207;Dupla
316208;Simples
316209;Dupla
316210;Simples
316211;Dupla
316212;Simples
316213;Dupla
316214;Simples
316215;Múltipla
316216;Múltipla
316217;Simples
316218;Simples
316219;Simples
316220;Simples
316221;Múltipla
316222;Simples
316223;Dupla
316224;Múltipla
316225;Simples
316226;Múltipla
316227;Dupla
316228;Simples
316229;Múltipla
316230;Dupla
316231;Simples
316232;Dupla
316233;Dupla
316234;Simples
316236;Simples
316237;Múltipla
316238;Simples
316239;Simples
316240;Simples
316241;Dupla
316242;Dupla
316243;Dupla
316244;Dupla
316245;Simples
316247;Simples
316248;Simples
316249;Dupla
316250;Simples
316251;Múltipla
316252;Dupla
316253;Dupla
316254;Dupla
316255;Simples
316256;Dupla
316258;Simples
316259;Simples
316260;Simples
316261;Simples
316262;Múltipla
316263;Dupla
316264;Dupla
316265;Simples
316266;Dupla
316267;Simples
316268;Simples
316269;Simples
316270;Dupla
316271;Simples
316273;Múltipla
316274;Simples
316275;Simples
316276;Dupla
316278;Dupla
316279;Simples
316280;Múltipla
316281;Simples
316282;Simples
316283;Múltipla
316284;Dupla
316286;Simples
316288;Simples
316289;Simples
316290;Simples
316291;Simples
316292;Simples
316294;Dupla
316295;Simples
316296;Simples
316297;Dupla
316298;Múltipla
316299;Dupla
316300;Simples
316301;Dupla
316302;Simples
316303;Simples
316304;Dupla
316305;Simples
316306;Dupla
316307;Dupla
316308;Dupla
316310;Dupla
316311;Simples
316312;Dupla
316313;Simples
316314;Dupla
316315;Dupla
316316;Simples
316317;Dupla
316318;Dupla
316319;Dupla
316320;Simples
316321;Dupla
316322;Dupla
316323;Simples
316324;Múltipla
316325;Simples
316326;Dupla
316327;Simples
316328;Simples
316330;Simples
316331;Dupla
316332;Múltipla
316333;Dupla
316334;Dupla
316335;Simples
316336;Simples
316337;Dupla
316338;Simples
316339;Dupla
316340;Simples
316342;Simples
316343;Simples
316344;Simples
316345;Dupla
316346;Simples
316347;Simples
316348;Simples
316349;Simples
316351;Simples
316352;Simples
316353;Dupla
316354;Simples
316355;Múltipla
316356;Dupla
316357;Simples
316358;Múltipla
316359;Dupla
316360;Simples
316361;Simples
316362;Dupla
316363;Dupla
316364;Múltipla
316365;Simples
316366;Dupla
316367;Múltipla
316368;Simples
316369;Simples
316370;Simples
316371;Dupla
316372;Simples
316373;Múltipla
316374;Múltipla
316375;Dupla
316377;Simples
316378;Simples
316379;Simples
316380;Simples
316381;Simples
316382;Simples
316383;Dupla
316384;Dupla
316385;Dupla
316386;Simples
316387;Simples
316388;Dupla
316390;Dupla
316391;Dupla
316392;Simples
316393;Simples
316394;Simples
316395;Dupla
316396;Múltipla
316397;Simples
316398;Dupla
316399;Dupla
316400;Dupla
316401;Dupla
316402;Simples
316403;Simples
316404;Simples
316405;Múltipla
316406;Simples
316407;Simples
316408;Simples
316409;Simples
316410;Dupla
316411;Simples
316413;Simples
316414;Dupla
316415;Dupla
316416;Dupla
316417;Simples
316418;Dupla
316419;Dupla
316420;Dupla
316421;Simples
316422;Dupla
316423;Dupla
316424;Simples
316425;Simples
316426;Dupla
316428;Dupla
316429;Dupla
316430;Dupla
316431;Múltipla
316432;Simples
316434;Dupla
316435;Simples
316436;Simples
316437;Dupla
316438;Múltipla
316439;Dupla
316440;Simples
316441;Dupla
316442;Dupla
316443;Simples
316444;Simples
316445;Dupla
316446;Simples
316447;Dupla
316448;Dupla
316449;Simples
316450;Simples
316451;Múltipla
316454;Simples
