f_acidente;d_diasemana
333704;segunda-feira
333705;segunda-feira
333706;segunda-feira
333707;segunda-feira
333708;segunda-feira
333709;domingo
333710;segunda-feira
333711;segunda-feira
333712;segunda-feira
333713;segunda-feira
333714;domingo
333715;segunda-feira
333716;domingo
333717;segunda-feira
333718;domingo
333719;segunda-feira
333720;segunda-feira
333721;segunda-feira
333722;segunda-feira
333723;segunda-feira
333724;domingo
333725;segunda-feira
333726;domingo
333727;segunda-feira
333729;domingo
333732;segunda-feira
333733;segunda-feira
333734;segunda-feira
333735;segunda-feira
333736;segunda-feira
333738;segunda-feira
333739;segunda-feira
333740;segunda-feira
333742;segunda-feira
333743;segunda-feira
333744;segunda-feira
333746;segunda-feira
333747;segunda-feira
333748;segunda-feira
333749;segunda-feira
333750;sábado
333751;segunda-feira
333753;segunda-feira
333754;segunda-feira
333755;segunda-feira
333756;segunda-feira
333757;segunda-feira
333760;segunda-feira
333761;segunda-feira
333762;segunda-feira
333764;segunda-feira
333765;segunda-feira
333766;segunda-feira
333767;segunda-feira
333770;segunda-feira
333771;segunda-feira
333772;segunda-feira
333773;segunda-feira
333774;segunda-feira
333775;segunda-feira
333776;segunda-feira
333777;segunda-feira
333778;segunda-feira
333779;segunda-feira
333781;segunda-feira
333783;segunda-feira
333784;segunda-feira
333785;segunda-feira
333786;segunda-feira
333788;segunda-feira
333789;segunda-feira
333790;segunda-feira
333793;segunda-feira
333795;segunda-feira
333797;segunda-feira
333798;segunda-feira
333799;segunda-feira
333802;segunda-feira
333803;segunda-feira
333804;segunda-feira
333805;segunda-feira
333806;segunda-feira
333808;segunda-feira
333809;segunda-feira
333810;segunda-feira
333811;segunda-feira
333812;segunda-feira
333814;segunda-feira
333816;segunda-feira
333818;segunda-feira
333819;sábado
333820;segunda-feira
333822;segunda-feira
333823;segunda-feira
333825;segunda-feira
333826;segunda-feira
333827;segunda-feira
333828;segunda-feira
333829;segunda-feira
333830;segunda-feira
333831;segunda-feira
333832;domingo
333833;segunda-feira
333834;segunda-feira
333835;domingo
333836;segunda-feira
333837;segunda-feira
333838;segunda-feira
333841;segunda-feira
333842;segunda-feira
333844;segunda-feira
333845;segunda-feira
333846;segunda-feira
333847;segunda-feira
333850;segunda-feira
333852;segunda-feira
333853;segunda-feira
333854;segunda-feira
333855;segunda-feira
333857;segunda-feira
333858;segunda-feira
333859;segunda-feira
333861;segunda-feira
333863;segunda-feira
333865;segunda-feira
333866;segunda-feira
333867;segunda-feira
333869;segunda-feira
333870;segunda-feira
333871;segunda-feira
333872;segunda-feira
333873;segunda-feira
333874;segunda-feira
333875;segunda-feira
333876;segunda-feira
333878;segunda-feira
333879;segunda-feira
333881;segunda-feira
333883;segunda-feira
333884;segunda-feira
333885;segunda-feira
333886;segunda-feira
333887;segunda-feira
333888;segunda-feira
333889;segunda-feira
333890;segunda-feira
333891;segunda-feira
333893;segunda-feira
333895;segunda-feira
333896;segunda-feira
333897;segunda-feira
333898;segunda-feira
333900;segunda-feira
333901;segunda-feira
333902;segunda-feira
333903;segunda-feira
333904;segunda-feira
333905;segunda-feira
333906;segunda-feira
333907;segunda-feira
333908;segunda-feira
333910;segunda-feira
333911;segunda-feira
333912;segunda-feira
333913;segunda-feira
333914;segunda-feira
333915;segunda-feira
333916;segunda-feira
333917;segunda-feira
333918;segunda-feira
333919;segunda-feira
333921;segunda-feira
333922;terça-feira
333923;segunda-feira
333924;segunda-feira
333925;segunda-feira
333927;domingo
333928;terça-feira
333929;terça-feira
333930;segunda-feira
333932;terça-feira
333933;segunda-feira
333934;terça-feira
333935;segunda-feira
333936;segunda-feira
333937;terça-feira
333938;terça-feira
333939;terça-feira
333940;terça-feira
333941;terça-feira
333942;terça-feira
333943;terça-feira
333944;terça-feira
333945;terça-feira
333946;terça-feira
333947;terça-feira
333948;terça-feira
333949;terça-feira
333950;terça-feira
333951;terça-feira
333952;terça-feira
333953;terça-feira
333955;terça-feira
333956;terça-feira
333958;domingo
333959;terça-feira
333961;terça-feira
333962;terça-feira
333964;terça-feira
333965;terça-feira
333966;terça-feira
333969;terça-feira
333970;terça-feira
333971;terça-feira
333972;terça-feira
333973;terça-feira
333974;terça-feira
333975;terça-feira
333976;terça-feira
333977;terça-feira
333978;terça-feira
333980;terça-feira
333982;terça-feira
333983;terça-feira
333984;terça-feira
333985;terça-feira
333986;terça-feira
333987;terça-feira
333988;terça-feira
333990;domingo
333991;terça-feira
333992;terça-feira
333993;terça-feira
333994;terça-feira
333995;terça-feira
333997;terça-feira
333998;terça-feira
333999;terça-feira
334000;terça-feira
334001;terça-feira
334002;terça-feira
334003;terça-feira
334005;terça-feira
334006;terça-feira
334007;terça-feira
334008;terça-feira
334009;terça-feira
334010;terça-feira
334011;terça-feira
334012;terça-feira
334014;terça-feira
334015;terça-feira
334016;terça-feira
334019;terça-feira
334020;sábado
334021;terça-feira
334022;terça-feira
334023;terça-feira
334025;terça-feira
334026;terça-feira
334027;terça-feira
334028;terça-feira
334031;terça-feira
334032;terça-feira
334034;terça-feira
334035;terça-feira
334037;terça-feira
334038;terça-feira
334039;terça-feira
334040;terça-feira
334041;terça-feira
334042;terça-feira
334043;terça-feira
334044;terça-feira
334045;terça-feira
334046;terça-feira
334047;terça-feira
334048;terça-feira
334050;terça-feira
334051;terça-feira
334053;terça-feira
334054;terça-feira
334055;terça-feira
334056;terça-feira
334057;terça-feira
334059;terça-feira
334062;terça-feira
334063;terça-feira
334065;terça-feira
334066;terça-feira
334068;terça-feira
334069;terça-feira
334070;terça-feira
334071;terça-feira
334072;terça-feira
334073;terça-feira
334074;terça-feira
334075;terça-feira
334076;terça-feira
334077;terça-feira
334078;terça-feira
334079;terça-feira
334080;terça-feira
334082;terça-feira
334084;terça-feira
334085;terça-feira
334086;terça-feira
334087;terça-feira
334089;terça-feira
334090;terça-feira
334091;terça-feira
334092;terça-feira
334093;terça-feira
334094;terça-feira
334095;terça-feira
334096;terça-feira
334097;terça-feira
334098;terça-feira
334099;terça-feira
334100;terça-feira
334101;terça-feira
334102;terça-feira
334103;terça-feira
334105;terça-feira
334106;terça-feira
334108;terça-feira
334109;terça-feira
334111;terça-feira
334112;terça-feira
334113;quarta-feira
334114;quarta-feira
334115;domingo
334116;terça-feira
334117;quarta-feira
334118;quarta-feira
334119;quarta-feira
334120;quarta-feira
334121;quarta-feira
334123;quarta-feira
334125;quarta-feira
334126;quarta-feira
334127;quarta-feira
334128;quarta-feira
334129;quarta-feira
334130;quarta-feira
334131;terça-feira
334132;quarta-feira
334133;quarta-feira
334134;quarta-feira
334135;quarta-feira
334136;quarta-feira
334137;quarta-feira
334138;quarta-feira
334139;quarta-feira
334140;quarta-feira
334141;quarta-feira
334142;quarta-feira
334144;quarta-feira
334145;quarta-feira
334147;quarta-feira
334148;quarta-feira
334149;quarta-feira
334150;quarta-feira
334151;quarta-feira
334152;quarta-feira
334153;quarta-feira
334154;quarta-feira
334155;quarta-feira
334156;quarta-feira
334157;quarta-feira
334160;quarta-feira
334162;quarta-feira
334163;quarta-feira
334164;quarta-feira
334165;quarta-feira
334166;quarta-feira
334167;quarta-feira
334168;segunda-feira
334169;quarta-feira
334170;quarta-feira
334171;sexta-feira
334172;quarta-feira
334173;quarta-feira
334174;quarta-feira
334175;quarta-feira
334177;segunda-feira
334180;quarta-feira
334181;quarta-feira
334182;quarta-feira
334184;quarta-feira
334185;quarta-feira
334188;quarta-feira
334190;quarta-feira
334191;quarta-feira
334192;quarta-feira
334193;quarta-feira
334194;quarta-feira
334195;quarta-feira
334196;quarta-feira
334198;quarta-feira
334199;quarta-feira
334202;quarta-feira
334203;quarta-feira
334204;quarta-feira
334205;quarta-feira
334207;quarta-feira
334209;quarta-feira
334210;quarta-feira
334211;quarta-feira
334212;quarta-feira
334213;quarta-feira
334214;quarta-feira
334215;sexta-feira
334217;quarta-feira
334218;quarta-feira
334219;quarta-feira
334220;quarta-feira
334221;quarta-feira
334222;quarta-feira
334223;quarta-feira
334224;quarta-feira
334225;quarta-feira
334226;sábado
334227;quarta-feira
334228;quarta-feira
334229;quarta-feira
334230;quarta-feira
334231;quarta-feira
334232;quarta-feira
334234;quarta-feira
334236;quarta-feira
334237;quarta-feira
334238;quarta-feira
334240;quarta-feira
334242;quarta-feira
334243;quarta-feira
334245;quarta-feira
334246;quarta-feira
334247;quarta-feira
334248;quarta-feira
334249;quarta-feira
334251;quarta-feira
334252;quarta-feira
334253;quarta-feira
334254;quarta-feira
334255;quarta-feira
334256;quarta-feira
334257;quarta-feira
334258;quarta-feira
334259;quarta-feira
334260;quarta-feira
334261;quarta-feira
334263;quarta-feira
334264;quarta-feira
334265;quarta-feira
334266;quarta-feira
334268;quarta-feira
334270;quarta-feira
334271;quarta-feira
334273;quarta-feira
334274;quarta-feira
334275;quarta-feira
334276;quarta-feira
334277;quarta-feira
334278;quinta-feira
334279;quarta-feira
334280;quarta-feira
334281;quarta-feira
334282;quarta-feira
334283;quinta-feira
334284;quinta-feira
334285;quarta-feira
334286;quarta-feira
334288;quinta-feira
334289;quinta-feira
334290;quinta-feira
334291;quinta-feira
334292;quinta-feira
334294;quinta-feira
334295;quinta-feira
334296;quinta-feira
334297;quinta-feira
334298;quinta-feira
334299;quinta-feira
334300;segunda-feira
334301;quinta-feira
334302;quinta-feira
334303;quarta-feira
334305;quinta-feira
334306;quinta-feira
334307;sexta-feira
334308;segunda-feira
334309;quinta-feira
334310;quinta-feira
334311;quinta-feira
334312;quinta-feira
334313;quinta-feira
334314;quinta-feira
334315;quinta-feira
334316;quinta-feira
334317;quinta-feira
334318;quinta-feira
334319;quinta-feira
334320;quinta-feira
334321;quinta-feira
334322;quinta-feira
334326;quinta-feira
334329;quinta-feira
334330;quinta-feira
334331;quinta-feira
334332;quinta-feira
334333;quinta-feira
334334;quinta-feira
334336;quinta-feira
334337;quinta-feira
334341;quinta-feira
334342;domingo
334343;domingo
334344;quinta-feira
334346;quinta-feira
334348;quinta-feira
334350;quinta-feira
334351;quinta-feira
334352;quinta-feira
334353;quinta-feira
334354;terça-feira
334355;quinta-feira
334356;quinta-feira
334357;quinta-feira
334358;quinta-feira
334359;quinta-feira
334360;domingo
334364;quinta-feira
334365;quinta-feira
334367;quinta-feira
334368;quinta-feira
334370;quinta-feira
334371;quinta-feira
334372;quinta-feira
334374;quinta-feira
334375;quinta-feira
334376;quinta-feira
334378;quinta-feira
334381;quinta-feira
334382;quinta-feira
334383;quinta-feira
334384;quinta-feira
334385;quinta-feira
334386;quinta-feira
334388;quinta-feira
334389;sexta-feira
334392;quinta-feira
334394;quinta-feira
334395;quinta-feira
334396;quinta-feira
334400;quinta-feira
334402;quinta-feira
334403;quinta-feira
334405;quinta-feira
334407;quinta-feira
334408;quinta-feira
334409;quinta-feira
334410;quinta-feira
334411;quinta-feira
334413;quinta-feira
334414;quinta-feira
334416;quinta-feira
334417;quinta-feira
334418;quinta-feira
334419;quinta-feira
334420;quinta-feira
334421;quinta-feira
334422;quinta-feira
334423;quinta-feira
334424;quinta-feira
334425;quinta-feira
334426;quinta-feira
334427;quinta-feira
334429;quinta-feira
334430;quinta-feira
334431;quinta-feira
334432;quinta-feira
334433;quinta-feira
334434;quinta-feira
334435;quinta-feira
334436;quinta-feira
334437;quinta-feira
334439;quinta-feira
334441;quinta-feira
334442;quinta-feira
334443;quinta-feira
334444;sexta-feira
334446;sexta-feira
334447;sexta-feira
334448;quinta-feira
334449;quinta-feira
334450;quinta-feira
334452;sexta-feira
334453;sexta-feira
334454;quinta-feira
334455;sexta-feira
334456;quinta-feira
334457;quinta-feira
334458;sexta-feira
334460;sexta-feira
334461;quinta-feira
334462;sexta-feira
334463;quinta-feira
334465;sexta-feira
334466;quinta-feira
334467;sexta-feira
334468;sexta-feira
334469;sexta-feira
334470;sexta-feira
334471;sexta-feira
334472;quinta-feira
334474;sexta-feira
334475;quinta-feira
334476;quinta-feira
334477;sexta-feira
334478;sexta-feira
334479;domingo
334480;sexta-feira
334481;quinta-feira
334482;quinta-feira
334483;quinta-feira
334484;sexta-feira
334486;sexta-feira
334487;sexta-feira
334488;sexta-feira
334489;sexta-feira
334490;sexta-feira
334491;sexta-feira
334492;sexta-feira
334493;sexta-feira
334494;sexta-feira
334495;sexta-feira
334498;sexta-feira
334499;domingo
334500;quinta-feira
334502;sexta-feira
334505;sexta-feira
334506;sexta-feira
334507;sexta-feira
334508;sexta-feira
334510;sexta-feira
334511;sexta-feira
334512;sexta-feira
334513;sexta-feira
334514;sexta-feira
334515;sexta-feira
334516;sexta-feira
334517;sexta-feira
334521;sábado
334522;sexta-feira
334524;sexta-feira
334525;sexta-feira
334526;sexta-feira
334527;quinta-feira
334528;sexta-feira
334530;sexta-feira
334531;sexta-feira
334533;sexta-feira
334534;sexta-feira
334535;sexta-feira
334536;sexta-feira
334539;sexta-feira
334540;sexta-feira
334541;sexta-feira
334542;sexta-feira
334543;sexta-feira
334544;sexta-feira
334545;sexta-feira
334546;sexta-feira
334547;sexta-feira
334549;sexta-feira
334550;sexta-feira
334554;sexta-feira
334556;quinta-feira
334557;sexta-feira
334558;sexta-feira
334559;sexta-feira
334560;sexta-feira
334561;sexta-feira
334562;sexta-feira
334563;sexta-feira
334564;sexta-feira
334567;sexta-feira
334568;sexta-feira
334569;sexta-feira
334570;sexta-feira
334571;sexta-feira
334572;sexta-feira
334573;sexta-feira
334574;sexta-feira
334575;sexta-feira
334576;sexta-feira
334577;sexta-feira
334578;sexta-feira
334579;sexta-feira
334583;sexta-feira
334584;quinta-feira
334585;sexta-feira
334586;sexta-feira
334587;sexta-feira
334588;sexta-feira
334589;sexta-feira
334591;sexta-feira
334592;sexta-feira
334593;sexta-feira
334594;sexta-feira
334595;sexta-feira
334597;sexta-feira
334598;sexta-feira
334599;sexta-feira
334600;sexta-feira
334601;sexta-feira
334603;sexta-feira
334604;sexta-feira
334606;sexta-feira
334607;sexta-feira
334608;sexta-feira
334609;sexta-feira
334610;sexta-feira
334611;sexta-feira
334612;sexta-feira
334613;sexta-feira
334614;sexta-feira
334615;terça-feira
334616;sexta-feira
334617;sexta-feira
334618;sexta-feira
334619;domingo
334620;sexta-feira
334621;sexta-feira
334622;sexta-feira
334623;sexta-feira
334624;sexta-feira
334625;sexta-feira
334627;sexta-feira
334628;sexta-feira
334629;sexta-feira
334630;sexta-feira
334631;sexta-feira
334632;sexta-feira
334633;sexta-feira
334635;sexta-feira
334636;sexta-feira
334637;sexta-feira
334638;sexta-feira
334639;sexta-feira
334640;sexta-feira
334641;sexta-feira
334642;sexta-feira
334643;sexta-feira
334645;sexta-feira
334646;sexta-feira
334647;sexta-feira
334648;sexta-feira
334649;sexta-feira
334650;sexta-feira
334651;sexta-feira
334652;sexta-feira
334654;sexta-feira
334655;sexta-feira
334656;sexta-feira
334657;sexta-feira
334659;sexta-feira
334660;sexta-feira
334661;sexta-feira
334663;sexta-feira
334664;sexta-feira
334665;sexta-feira
334667;sexta-feira
334669;sexta-feira
334670;sexta-feira
334671;sexta-feira
334672;sexta-feira
334673;sexta-feira
334674;sexta-feira
334675;sexta-feira
334676;sexta-feira
334677;sexta-feira
334678;sexta-feira
334679;sexta-feira
334680;sexta-feira
334682;sexta-feira
334683;sexta-feira
334684;sexta-feira
334685;sexta-feira
334686;sexta-feira
334687;sexta-feira
334689;sexta-feira
334690;sexta-feira
334692;sexta-feira
334693;sexta-feira
334694;sexta-feira
334695;sexta-feira
334696;sexta-feira
334697;sexta-feira
334698;sexta-feira
334699;sexta-feira
334700;sexta-feira
334702;sexta-feira
334705;sexta-feira
334707;sexta-feira
334708;sábado
334709;sexta-feira
334710;sábado
334711;sábado
334712;sexta-feira
334714;sexta-feira
334715;sábado
334716;sábado
334717;sábado
334718;sábado
334719;sábado
334720;sábado
334721;sábado
334723;sábado
334724;sábado
334725;sábado
334726;sexta-feira
334727;sábado
334728;sábado
