f_acidente;d_horario
333607;17:05:00
333608;16:40:00
333609;18:30:00
333611;17:30:00
333612;18:15:00
333613;17:45:00
333614;17:30:00
333615;17:00:00
333616;12:45:00
333617;18:31:00
333618;18:10:00
333619;16:40:00
333620;18:40:00
333621;18:30:00
333622;17:30:00
333623;14:30:00
333624;23:40:00
333625;19:10:00
333626;18:55:00
333627;18:20:00
333628;19:00:00
333629;16:40:00
333630;18:50:00
333632;19:00:00
333633;17:30:00
333634;13:00:00
333635;17:30:00
333636;17:45:00
333637;19:00:00
333638;19:00:00
333639;18:20:00
333640;19:27:00
333641;18:40:00
333642;18:00:00
333643;20:20:00
333644;19:50:00
333645;18:20:00
333646;18:15:00
333647;19:40:00
333649;20:30:00
333650;19:50:00
333651;20:00:00
333652;19:30:00
333653;20:00:00
333654;20:40:00
333655;21:00:00
333656;18:10:00
333657;20:30:00
333658;20:40:00
333659;20:48:00
333661;18:00:00
333662;21:00:00
333663;20:40:00
333664;19:20:00
333665;20:40:00
333666;16:15:00
333667;19:10:00
333668;20:15:00
333670;21:30:00
333671;21:20:00
333672;18:15:00
333673;21:20:00
333674;20:54:00
333675;21:00:00
333676;21:12:00
333677;21:10:00
333678;21:35:00
333679;22:20:00
333680;22:25:00
333681;19:10:00
333682;22:15:00
333683;21:35:00
333685;21:37:00
333686;23:00:00
333687;22:30:00
333689;17:15:00
333690;05:00:00
333691;23:30:00
333692;22:00:00
333693;18:20:00
333694;22:15:00
333695;21:50:00
333696;21:30:00
333698;23:40:00
333699;23:00:00
333700;19:45:00
333701;23:10:00
333702;00:15:00
333703;00:40:00
333704;00:40:00
333705;00:30:00
333706;00:01:00
333707;00:50:00
333708;01:00:00
333709;23:15:00
333710;02:40:00
333711;03:40:00
333712;02:30:00
333713;03:20:00
333714;20:30:00
333715;04:15:00
333716;19:40:00
333717;02:30:00
333718;19:15:00
333719;04:30:00
333720;05:45:00
333721;04:00:00
333722;04:20:00
333723;06:30:00
333724;19:42:00
333725;04:40:00
333726;12:10:00
333727;06:40:00
333729;20:15:00
333732;06:00:00
333733;06:50:00
333734;06:30:00
333735;06:40:00
333736;04:30:00
333738;06:45:00
333739;05:55:00
333740;07:20:00
333742;07:00:00
333743;07:40:00
333744;07:30:00
333746;07:55:00
333747;07:50:00
333748;05:50:00
333749;06:40:00
333750;21:30:00
333751;06:50:00
333753;07:00:00
333754;07:30:00
333755;07:50:00
333756;07:50:00
333757;08:12:00
333760;07:50:00
333761;08:10:00
333762;08:00:00
333764;07:45:00
333765;08:10:00
333766;07:40:00
333767;08:35:00
333770;07:50:00
333771;07:50:00
333772;07:21:00
333773;08:20:00
333774;09:30:00
333775;08:20:00
333776;08:50:00
333777;09:50:00
333778;08:00:00
333779;07:00:00
333781;09:30:00
333783;10:00:00
333784;09:40:00
333785;10:10:00
333786;10:45:00
333788;08:00:00
333789;10:20:00
333790;07:15:00
333793;10:40:00
333795;11:10:00
333797;08:15:00
333798;11:30:00
333799;11:25:00
333802;09:50:00
333803;10:20:00
333804;08:50:00
333805;12:00:00
333806;10:45:00
333808;11:00:00
333809;10:05:00
333810;10:05:00
333811;12:20:00
333812;10:00:00
333814;08:00:00
333816;13:00:00
333818;12:00:00
333819;19:30:00
333820;12:00:00
333822;08:20:00
333823;03:45:00
333825;11:15:00
333826;13:30:00
333827;13:10:00
333828;13:50:00
333829;13:40:00
333830;14:30:00
333831;14:20:00
333832;20:00:00
333833;11:20:00
333834;13:15:00
333835;17:50:00
333836;13:40:00
333837;14:25:00
333838;14:50:00
333841;13:00:00
333842;14:25:00
333844;15:30:00
333845;15:47:00
333846;15:00:00
333847;16:00:00
333850;16:20:00
333852;11:40:00
333853;14:50:00
333854;16:20:00
333855;15:40:00
333857;15:00:00
333858;16:33:00
333859;15:40:00
333861;15:20:00
333863;17:15:00
333865;17:50:00
333866;17:00:00
333867;16:25:00
333869;18:00:00
333870;06:40:00
333871;18:30:00
333872;16:30:00
333873;18:00:00
333874;18:40:00
333875;18:50:00
333876;18:30:00
333878;16:51:00
333879;19:10:00
333881;19:00:00
333883;18:30:00
333884;13:15:00
333885;17:00:00
333886;18:00:00
333887;19:00:00
333888;19:50:00
333889;13:30:00
333890;19:00:00
333891;17:30:00
333893;20:55:00
333895;20:50:00
333896;20:00:00
333897;17:55:00
333898;16:30:00
333900;21:00:00
333901;19:10:00
333902;11:56:00
333903;11:00:00
333904;21:20:00
333905;16:00:00
333906;20:00:00
333907;20:00:00
333908;18:30:00
333910;21:50:00
333911;21:00:00
333912;22:40:00
333913;22:20:00
333914;22:50:00
333915;22:14:00
333916;21:40:00
333917;05:25:00
333918;22:45:00
333919;23:20:00
333921;23:40:00
333922;00:50:00
333923;22:30:00
333924;22:15:00
333925;22:30:00
333927;09:40:00
333928;00:55:00
333929;00:50:00
333930;23:50:00
333932;02:45:00
333933;22:00:00
333934;03:15:00
333935;22:30:00
333936;21:30:00
333937;04:30:00
333938;04:10:00
333939;03:15:00
333940;03:30:00
333941;03:50:00
333942;04:30:00
333943;04:50:00
333944;05:45:00
333945;05:00:00
333946;05:45:00
333947;06:25:00
333948;05:50:00
333949;06:00:00
333950;06:40:00
333951;06:30:00
333952;06:20:00
333953;04:05:00
333955;07:00:00
333956;07:30:00
333958;15:30:00
333959;07:20:00
333961;07:02:00
333962;07:50:00
333964;07:50:00
333965;08:24:00
333966;08:04:00
333969;06:50:00
333970;09:00:00
333971;09:10:00
333972;08:08:00
333973;08:25:00
333974;07:00:00
333975;08:56:00
333976;09:55:00
333977;10:15:00
333978;07:15:00
333980;09:00:00
333982;10:15:00
333983;10:30:00
333984;07:30:00
333985;10:40:00
333986;10:30:00
333987;10:55:00
333988;06:35:00
333990;11:15:00
333991;11:15:00
333992;11:40:00
333993;11:20:00
333994;11:50:00
333995;11:00:00
333997;12:10:00
333998;12:00:00
333999;11:00:00
334000;08:25:00
334001;12:40:00
334002;11:40:00
334003;13:00:00
334005;12:30:00
334006;13:10:00
334007;13:15:00
334008;12:00:00
334009;13:30:00
334010;13:20:00
334011;12:15:00
334012;13:00:00
334014;11:00:00
334015;07:00:00
334016;12:50:00
334019;13:55:00
334020;20:30:00
334021;11:20:00
334022;13:40:00
334023;14:00:00
334025;14:00:00
334026;14:40:00
334027;14:30:00
334028;14:58:00
334031;15:05:00
334032;14:25:00
334034;13:20:00
334035;15:45:00
334037;14:30:00
334038;12:30:00
334039;15:10:00
334040;15:30:00
334041;16:10:00
334042;15:12:00
334043;11:00:00
334044;15:45:00
334045;14:00:00
334046;08:10:00
334047;16:00:00
334048;16:10:00
334050;15:30:00
334051;11:30:00
334053;17:00:00
334054;17:00:00
334055;16:20:00
334056;17:00:00
334057;17:40:00
334059;14:30:00
334062;18:00:00
334063;17:00:00
334065;17:50:00
334066;18:15:00
334068;17:20:00
334069;16:25:00
334070;14:30:00
334071;17:10:00
334072;18:55:00
334073;19:00:00
334074;08:20:00
334075;16:00:00
334076;18:00:00
334077;19:00:00
334078;19:15:00
334079;19:30:00
334080;18:30:00
334082;15:01:00
334084;17:10:00
334085;19:55:00
334086;19:10:00
334087;20:00:00
334089;19:06:00
334090;20:00:00
334091;20:30:00
334092;20:48:00
334093;18:45:00
334094;21:10:00
334095;16:45:00
334096;19:00:00
334097;19:30:00
334098;21:10:00
334099;21:18:00
334100;21:40:00
334101;22:00:00
334102;19:40:00
334103;23:00:00
334105;23:40:00
334106;17:45:00
334108;17:20:00
334109;22:50:00
334111;18:45:00
334112;19:10:00
334113;00:40:00
334114;01:20:00
334115;04:15:00
334116;18:00:00
334117;01:00:00
334118;03:25:00
334119;03:30:00
334120;04:40:00
334121;04:00:00
334123;05:10:00
334125;06:30:00
334126;06:40:00
334127;06:25:00
334128;06:45:00
334129;07:25:00
334130;07:25:00
334131;15:30:00
334132;06:50:00
334133;07:00:00
334134;07:35:00
334135;06:50:00
334136;07:45:00
334137;06:40:00
334138;07:50:00
334139;07:45:00
334140;07:45:00
334141;07:50:00
334142;06:50:00
334144;08:00:00
334145;08:05:00
334147;08:20:00
334148;08:30:00
334149;07:20:00
334150;08:15:00
334151;09:00:00
334152;08:50:00
334153;09:10:00
334154;09:40:00
334155;09:20:00
334156;10:05:00
334157;09:50:00
334160;11:00:00
334162;10:10:00
334163;10:20:00
334164;08:55:00
334165;08:20:00
334166;07:00:00
334167;12:20:00
334168;09:35:00
334169;12:18:00
334170;10:30:00
334171;17:45:00
334172;11:30:00
334173;12:15:00
334174;07:40:00
334175;13:15:00
334177;22:30:00
334180;10:50:00
334181;13:30:00
334182;13:50:00
334184;13:05:00
334185;13:30:00
334188;10:00:00
334190;14:50:00
334191;13:10:00
334192;14:45:00
334193;15:15:00
334194;09:43:00
334195;15:00:00
334196;13:15:00
334198;12:15:00
334199;10:15:00
334202;13:40:00
334203;14:20:00
334204;15:30:00
334205;15:10:00
334207;15:10:00
334209;16:10:00
334210;16:30:00
334211;15:00:00
334212;16:25:00
334213;16:15:00
334214;11:00:00
334215;17:40:00
334217;17:00:00
334218;17:00:00
334219;11:40:00
334220;16:32:00
334221;17:15:00
334222;17:20:00
334223;17:30:00
334224;16:25:00
334225;17:10:00
334226;17:30:00
334227;17:40:00
334228;16:00:00
334229;17:00:00
334230;17:25:00
334231;13:30:00
334232;18:05:00
334234;15:20:00
334236;16:40:00
334237;18:45:00
334238;18:15:00
334240;18:40:00
334242;18:30:00
334243;18:30:00
334245;19:05:00
334246;18:50:00
334247;13:20:00
334248;18:30:00
334249;14:30:00
334251;18:00:00
334252;18:20:00
334253;20:00:00
334254;20:00:00
334255;20:45:00
334256;17:40:00
334257;19:30:00
334258;20:10:00
334259;20:10:00
334260;19:30:00
334261;21:00:00
334263;20:30:00
334264;15:30:00
334265;21:15:00
334266;21:30:00
334268;17:05:00
334270;12:00:00
334271;20:00:00
334273;13:07:00
334274;11:30:00
334275;21:56:00
334276;14:40:00
334277;23:40:00
334278;00:00:00
334279;23:30:00
334280;21:40:00
334281;23:30:00
334282;16:30:00
334283;00:10:00
334284;00:30:00
334285;18:40:00
334286;20:00:00
334288;01:42:00
334289;01:30:00
334290;01:00:00
334291;04:30:00
334292;04:20:00
334294;03:30:00
334295;05:40:00
334296;06:15:00
334297;02:40:00
334298;06:00:00
334299;06:40:00
334300;18:40:00
334301;06:55:00
334302;07:15:00
334303;21:00:00
334305;06:50:00
334306;07:25:00
334307;17:33:00
334308;15:30:00
334309;06:30:00
334310;06:35:00
334311;07:50:00
334312;08:10:00
334313;07:30:00
334314;06:45:00
334315;07:10:00
334316;08:10:00
334317;08:20:00
334318;08:20:00
334319;08:30:00
334320;08:05:00
334321;07:15:00
334322;08:35:00
334326;09:00:00
334329;09:50:00
334330;09:00:00
334331;06:00:00
334332;08:40:00
334333;08:25:00
334334;10:00:00
334336;10:00:00
334337;08:40:00
334341;09:25:00
334342;08:40:00
334343;19:30:00
334344;08:30:00
334346;11:00:00
334348;05:30:00
334350;11:55:00
334351;11:50:00
334352;09:40:00
334353;12:42:00
334354;08:00:00
334355;12:30:00
334356;11:35:00
334357;08:00:00
334358;10:10:00
334359;12:20:00
334360;09:20:00
334364;13:20:00
334365;14:00:00
334367;13:10:00
334368;12:05:00
334370;13:40:00
334371;12:20:00
334372;13:20:00
334374;14:20:00
334375;10:20:00
334376;11:35:00
334378;15:27:00
334381;14:50:00
334382;15:00:00
334383;14:40:00
334384;16:03:00
334385;15:30:00
334386;15:40:00
334388;16:00:00
334389;19:30:00
334392;15:20:00
334394;16:30:00
334395;14:20:00
334396;16:20:00
334400;17:15:00
334402;14:45:00
334403;17:45:00
334405;17:00:00
334407;17:49:00
334408;17:45:00
334409;17:43:00
334410;18:10:00
334411;16:20:00
334413;17:15:00
334414;15:30:00
334416;18:35:00
334417;20:10:00
334418;21:30:00
334419;18:20:00
334420;21:45:00
334421;22:20:00
334422;20:00:00
334423;18:00:00
334424;18:00:00
334425;20:05:00
334426;17:15:00
334427;17:30:00
334429;18:40:00
334430;21:15:00
334431;17:00:00
334432;22:50:00
334433;23:23:00
334434;09:30:00
334435;21:00:00
334436;19:50:00
334437;19:10:00
334439;23:30:00
334441;19:10:00
334442;20:45:00
334443;19:19:00
334444;00:45:00
334446;01:30:00
334447;01:46:00
334448;22:40:00
334449;19:40:00
334450;18:20:00
334452;04:10:00
334453;03:30:00
334454;19:30:00
334455;04:45:00
334456;19:20:00
334457;18:30:00
334458;05:00:00
334460;02:50:00
334461;23:30:00
334462;03:06:00
334463;18:10:00
334465;03:55:00
334466;13:20:00
334467;05:00:00
334468;05:40:00
334469;05:57:00
334470;06:15:00
334471;01:30:00
334472;18:20:00
334474;05:55:00
334475;19:30:00
334476;18:30:00
334477;06:15:00
334478;07:00:00
334479;19:40:00
334480;06:30:00
334481;22:00:00
334482;17:05:00
334483;19:00:00
334484;07:00:00
334486;06:30:00
334487;06:30:00
334488;07:30:00
334489;07:45:00
334490;08:15:00
334491;08:15:00
334492;07:30:00
334493;07:30:00
334494;07:20:00
334495;07:38:00
334498;08:00:00
334499;13:15:00
334500;07:30:00
334502;02:30:00
334505;08:20:00
334506;07:14:00
334507;08:53:00
334508;08:20:00
334510;08:10:00
334511;07:45:00
334512;06:30:00
334513;09:10:00
334514;08:15:00
334515;07:14:00
334516;09:00:00
334517;09:15:00
334521;20:00:00
334522;09:35:00
334524;04:30:00
334525;08:15:00
334526;07:55:00
334527;18:20:00
334528;09:40:00
334530;08:30:00
334531;09:43:00
334533;09:15:00
334534;10:50:00
334535;09:30:00
334536;10:50:00
334539;11:45:00
334540;10:00:00
334541;11:30:00
334542;06:05:00
334543;11:50:00
334544;12:15:00
334545;12:10:00
334546;12:00:00
334547;07:05:00
334549;10:10:00
334550;09:50:00
334554;12:45:00
334556;14:00:00
334557;12:45:00
334558;13:15:00
334559;08:20:00
334560;12:19:00
334561;12:15:00
334562;13:00:00
334563;11:15:00
334564;10:00:00
334567;07:05:00
334568;13:40:00
334569;12:35:00
334570;13:20:00
334571;13:40:00
334572;13:45:00
334573;14:00:00
334574;13:30:00
334575;14:45:00
334576;14:50:00
334577;11:55:00
334578;14:35:00
334579;13:05:00
334583;08:00:00
334584;10:41:00
334585;11:20:00
334586;14:00:00
334587;14:02:00
334588;10:50:00
334589;14:00:00
334591;14:50:00
334592;11:00:00
334593;15:30:00
334594;15:30:00
334595;15:40:00
334597;15:40:00
334598;15:30:00
334599;16:20:00
334600;16:25:00
334601;16:35:00
334603;15:40:00
334604;16:50:00
334606;17:00:00
334607;17:05:00
334608;16:45:00
334609;15:45:00
334610;17:25:00
334611;17:00:00
334612;13:10:00
334613;16:40:00
334614;17:00:00
334615;01:50:00
334616;17:10:00
334617;17:34:00
334618;12:30:00
334619;02:05:00
334620;17:30:00
334621;16:40:00
334622;17:20:00
334623;16:15:00
334624;17:35:00
334625;18:05:00
334627;15:50:00
334628;16:00:00
334629;17:45:00
334630;14:55:00
334631;18:25:00
334632;15:00:00
334633;15:30:00
334635;17:40:00
334636;16:30:00
334637;17:30:00
334638;18:25:00
334639;18:40:00
334640;18:50:00
334641;18:40:00
334642;18:25:00
334643;19:20:00
334645;18:30:00
334646;19:15:00
334647;19:40:00
334648;17:10:00
334649;19:30:00
334650;18:50:00
334651;18:40:00
334652;18:30:00
334654;19:00:00
334655;17:40:00
334656;19:50:00
334657;19:50:00
334659;19:30:00
334660;18:15:00
334661;20:10:00
334663;18:10:00
334664;20:20:00
334665;19:30:00
334667;20:40:00
334669;19:55:00
334670;20:20:00
334671;21:00:00
334672;21:30:00
334673;21:15:00
334674;21:15:00
334675;20:30:00
334676;20:20:00
334677;21:30:00
334678;20:15:00
334679;20:55:00
334680;18:38:00
334682;17:50:00
334683;15:30:00
334684;22:44:00
334685;22:50:00
334686;20:45:00
334687;22:20:00
334689;18:20:00
334690;21:45:00
334692;23:10:00
334693;20:30:00
334694;22:35:00
334695;23:30:00
334696;23:25:00
334697;22:05:00
334698;19:30:00
334699;23:29:00
334700;20:05:00
334702;19:00:00
334705;22:10:00
334707;23:30:00
334708;01:15:00
334709;16:30:00
334710;00:10:00
334711;02:00:00
334712;22:15:00
334714;23:20:00
334715;01:40:00
334716;01:50:00
334717;02:00:00
334718;01:00:00
334719;02:41:00
334720;02:50:00
334721;01:30:00
334723;02:00:00
334724;03:25:00
334725;03:20:00
334726;18:00:00
334727;04:00:00
334728;04:00:00
334729;04:50:00
334730;04:40:00
334731;04:25:00
334732;04:40:00
334733;04:50:00
334734;03:10:00
334735;03:50:00
334736;05:15:00
334737;04:00:00
334738;05:30:00
334739;20:20:00
334741;04:00:00
334742;06:15:00
334743;05:50:00
334745;16:00:00
334746;05:20:00
334747;03:00:00
334748;06:10:00
334749;06:00:00
334750;05:55:00
334751;06:05:00
334752;06:00:00
334753;05:10:00
334754;04:30:00
334756;07:10:00
334757;23:30:00
334758;06:10:00
334759;13:00:00
334761;05:10:00
334762;03:00:00
334764;07:50:00
334766;07:20:00
334767;07:20:00
334768;06:45:00
334769;08:05:00
334770;11:20:00
334772;08:00:00
334774;15:10:00
334778;06:30:00
334779;07:35:00
334781;08:20:00
334782;03:50:00
334783;10:00:00
334784;08:10:00
334785;07:20:00
334786;10:30:00
334789;10:20:00
334790;07:30:00
334791;06:30:00
334792;04:35:00
334793;08:30:00
334794;11:30:00
334795;11:15:00
334797;11:20:00
334798;11:00:00
334799;12:00:00
334801;11:20:00
334802;10:00:00
334803;12:15:00
334804;12:15:00
334805;13:20:00
334806;11:10:00
334807;13:15:00
334808;13:10:00
334809;13:20:00
334811;12:25:00
334812;12:20:00
334813;10:07:00
334814;08:40:00
334815;12:00:00
334816;13:55:00
334817;14:05:00
334818;14:00:00
334819;13:30:00
334820;11:55:00
334821;13:30:00
334822;13:15:00
334823;10:45:00
334824;12:50:00
334825;15:00:00
334826;14:45:00
334827;14:40:00
334828;11:40:00
334829;14:20:00
334830;15:00:00
334831;15:10:00
334832;14:55:00
334833;08:20:00
334835;16:00:00
334836;08:00:00
334838;15:20:00
334839;14:35:00
334840;16:13:00
334841;14:00:00
334842;15:45:00
334843;16:30:00
334844;16:30:00
334847;17:40:00
334849;13:30:00
334850;17:10:00
334852;18:10:00
334853;17:30:00
334854;18:10:00
334855;18:10:00
334856;17:00:00
334857;18:16:00
334858;18:20:00
334859;17:10:00
334860;17:50:00
334861;18:55:00
334862;19:00:00
334863;14:00:00
334864;18:00:00
334865;19:00:00
334866;19:00:00
334867;18:35:00
334868;12:20:00
334869;19:30:00
334870;18:15:00
334871;12:20:00
334873;14:30:00
334874;19:40:00
334875;17:50:00
334877;17:45:00
334879;19:55:00
334880;17:15:00
334881;18:30:00
334882;19:15:00
334883;17:30:00
334884;20:30:00
334885;20:10:00
334886;17:00:00
334888;19:00:00
334889;20:40:00
334890;11:20:00
334891;21:10:00
334892;21:10:00
334893;21:00:00
334894;20:50:00
334895;20:00:00
334897;18:40:00
334898;19:30:00
334899;19:40:00
334900;17:40:00
334902;20:50:00
334903;21:35:00
334904;22:00:00
334905;20:38:00
334906;21:50:00
334907;20:44:00
334908;23:00:00
334909;21:15:00
334910;20:32:00
334911;22:50:00
334912;23:00:00
334913;19:45:00
334914;23:55:00
334915;22:15:00
334916;00:10:00
334917;00:05:00
334918;00:04:00
334919;01:00:00
334920;00:46:00
334921;00:01:00
334922;00:40:00
334924;00:20:00
334925;23:20:00
334926;00:05:00
334927;01:30:00
334928;01:25:00
334929;02:15:00
334930;01:31:00
334931;01:45:00
334932;17:15:00
334934;02:00:00
334935;03:30:00
334936;03:00:00
334937;03:50:00
334938;04:15:00
334939;04:30:00
334941;05:00:00
334942;05:50:00
334943;05:00:00
334945;04:10:00
334946;05:50:00
334947;05:40:00
334948;04:45:00
334949;05:50:00
334950;06:15:00
334951;04:30:00
334952;02:05:00
334953;06:35:00
334954;05:40:00
334955;06:40:00
334956;07:10:00
334957;07:50:00
334958;07:40:00
334962;07:00:00
334964;07:00:00
334965;09:20:00
334966;09:30:00
334967;09:30:00
334971;09:50:00
334972;09:40:00
334973;10:00:00
334975;19:00:00
334976;09:00:00
334978;10:10:00
334979;11:30:00
334980;12:00:00
334982;11:30:00
334983;11:00:00
334984;12:00:00
334985;12:45:00
334986;12:00:00
334987;12:30:00
334989;12:36:00
334990;12:40:00
334991;13:10:00
334992;04:00:00
334993;13:15:00
334994;12:15:00
334995;09:01:00
334998;13:23:00
334999;13:50:00
335000;13:26:00
335001;13:30:00
335002;14:45:00
335003;15:00:00
335005;14:20:00
335006;12:35:00
335007;13:45:00
335008;14:05:00
335009;12:40:00
335010;15:00:00
335011;15:25:00
335012;14:45:00
335013;11:00:00
335014;15:40:00
335015;17:30:00
335016;15:00:00
335017;15:20:00
335018;15:45:00
335020;15:50:00
335021;15:40:00
335023;15:30:00
335025;16:20:00
335026;15:30:00
335027;15:30:00
335028;16:35:00
335029;16:46:00
335030;16:45:00
335033;16:20:00
335034;16:40:00
335035;16:45:00
335036;16:15:00
335037;16:25:00
335039;16:20:00
335040;17:30:00
335041;16:50:00
335042;17:45:00
335043;18:20:00
335044;17:10:00
335045;14:57:00
335046;18:20:00
335047;18:15:00
335048;16:40:00
335049;18:00:00
335050;17:00:00
335051;17:20:00
335052;17:25:00
335053;14:00:00
335054;19:00:00
335056;15:40:00
335057;19:15:00
335059;18:00:00
335060;16:20:00
335061;18:00:00
335062;17:30:00
335063;17:00:00
335064;19:00:00
335065;10:00:00
335066;19:25:00
335067;19:15:00
335068;20:00:00
335069;16:40:00
335070;18:45:00
335071;20:00:00
335072;17:00:00
335073;19:00:00
335074;19:34:00
335075;10:45:00
335076;19:50:00
335077;19:05:00
335078;21:00:00
335079;20:20:00
335080;21:10:00
335081;20:25:00
335082;21:45:00
335083;21:10:00
335084;17:15:00
335086;19:11:00
335087;21:00:00
335089;20:25:00
335090;17:45:00
335091;22:00:00
335093;22:15:00
335094;22:45:00
335095;23:30:00
335096;23:50:00
335098;23:30:00
335100;21:50:00
335101;18:45:00
335102;23:45:00
335104;21:30:00
335105;22:40:00
335106;23:00:00
335107;00:40:00
335108;00:20:00
335109;20:15:00
335110;22:00:00
335113;01:00:00
335115;01:55:00
335116;02:05:00
335117;02:00:00
335118;23:30:00
335119;01:10:00
335120;01:50:00
335121;00:20:00
335122;02:45:00
335124;03:45:00
335125;04:00:00
335127;03:20:00
335128;03:40:00
335129;02:30:00
335131;05:00:00
335132;03:50:00
335133;05:40:00
335136;05:00:00
335138;06:20:00
335139;06:15:00
335140;21:30:00
335142;06:35:00
335143;06:40:00
335144;05:45:00
335145;06:40:00
335148;18:22:00
335149;06:45:00
