f_acidente;d_fasedia
300360;Plena Noite
300361;Amanhecer
300362;Plena Noite
300363;Amanhecer
300364;Pleno dia
300365;Pleno dia
300366;Pleno dia
300367;Pleno dia
300370;Pleno dia
300371;Pleno dia
300372;Plena Noite
300373;Pleno dia
300374;Pleno dia
300375;Pleno dia
300376;Pleno dia
300377;Pleno dia
300378;Pleno dia
300379;Pleno dia
300380;Amanhecer
300381;Plena Noite
300383;Pleno dia
300384;Pleno dia
300385;Pleno dia
300386;Pleno dia
300387;Plena Noite
300388;Pleno dia
300389;Pleno dia
300390;Pleno dia
300391;Pleno dia
300392;Plena Noite
300393;Pleno dia
300394;Pleno dia
300395;Amanhecer
300396;Pleno dia
300397;Pleno dia
300398;Pleno dia
300399;Amanhecer
300400;Pleno dia
300401;Pleno dia
300402;Amanhecer
300403;Pleno dia
300404;Pleno dia
300405;Pleno dia
300406;Pleno dia
300408;Pleno dia
300409;Pleno dia
300410;Pleno dia
300411;Pleno dia
300412;Pleno dia
300413;Pleno dia
300414;Pleno dia
300415;Pleno dia
300416;Pleno dia
300417;Pleno dia
300419;Pleno dia
300420;Pleno dia
300421;Plena Noite
300422;Pleno dia
300423;Pleno dia
300424;Pleno dia
300425;Pleno dia
300426;Pleno dia
300427;Pleno dia
300428;Pleno dia
300429;Pleno dia
300430;Pleno dia
300431;Pleno dia
300432;Pleno dia
300433;Pleno dia
300434;Pleno dia
300435;Pleno dia
300436;Pleno dia
300437;Pleno dia
300438;Pleno dia
300440;Pleno dia
300441;Pleno dia
300442;Pleno dia
300443;Plena Noite
300444;Pleno dia
300445;Anoitecer
300446;Anoitecer
300448;Pleno dia
300449;Pleno dia
300450;Pleno dia
300451;Pleno dia
300452;Pleno dia
300454;Pleno dia
300455;Pleno dia
300456;Pleno dia
300457;Pleno dia
300458;Pleno dia
300459;Pleno dia
300460;Plena Noite
300461;Plena Noite
300462;Anoitecer
300463;Anoitecer
300464;Plena Noite
300465;Plena Noite
300466;Plena Noite
300467;Anoitecer
300468;Pleno dia
300469;Plena Noite
300470;Pleno dia
300471;Pleno dia
300472;Plena Noite
300473;Plena Noite
300474;Plena Noite
300475;Plena Noite
300476;Plena Noite
300478;Plena Noite
300479;Plena Noite
300480;Anoitecer
300481;Plena Noite
300482;Pleno dia
300483;Pleno dia
300484;Plena Noite
300485;Plena Noite
300486;Anoitecer
300487;Pleno dia
300488;Plena Noite
300489;Anoitecer
300490;Plena Noite
300491;Plena Noite
300492;Anoitecer
300493;Plena Noite
300494;Plena Noite
300495;Plena Noite
300496;Plena Noite
300498;Plena Noite
300499;Plena Noite
300500;Plena Noite
300501;Plena Noite
300502;Plena Noite
300503;Plena Noite
300504;Plena Noite
300505;Plena Noite
300506;Plena Noite
300507;Plena Noite
300509;Plena Noite
300510;Plena Noite
300511;Plena Noite
300512;Plena Noite
300513;Plena Noite
300514;Amanhecer
300515;Plena Noite
300516;Plena Noite
300517;Plena Noite
300518;Pleno dia
300519;Pleno dia
300520;Plena Noite
300521;Plena Noite
300522;Plena Noite
300523;Plena Noite
300524;Pleno dia
300525;Plena Noite
300526;Plena Noite
300528;Plena Noite
300529;Pleno dia
300530;Plena Noite
300531;Pleno dia
300532;Plena Noite
300533;Plena Noite
300534;Plena Noite
300535;Plena Noite
300536;Pleno dia
300537;Plena Noite
300539;Pleno dia
300540;Plena Noite
300541;Plena Noite
300542;Plena Noite
300543;Anoitecer
300544;Plena Noite
300545;Plena Noite
300546;Anoitecer
300547;Plena Noite
300548;Plena Noite
300549;Plena Noite
300550;Plena Noite
300551;Plena Noite
300552;Plena Noite
300553;Plena Noite
300554;Plena Noite
300555;Pleno dia
300556;Plena Noite
300557;Plena Noite
300558;Plena Noite
300559;Plena Noite
300560;Plena Noite
300561;Plena Noite
300562;Plena Noite
300563;Plena Noite
300564;Plena Noite
300565;Plena Noite
300566;Plena Noite
300567;Plena Noite
300568;Plena Noite
300569;Plena Noite
300570;Plena Noite
300571;Plena Noite
300572;Plena Noite
300573;Plena Noite
300574;Plena Noite
300575;Plena Noite
300576;Plena Noite
300577;Plena Noite
300578;Plena Noite
300579;Plena Noite
300580;Plena Noite
300582;Plena Noite
300583;Plena Noite
300584;Plena Noite
300585;Plena Noite
300586;Plena Noite
300587;Plena Noite
300588;Plena Noite
300589;Plena Noite
300591;Plena Noite
300592;Plena Noite
300593;Plena Noite
300594;Plena Noite
300595;Amanhecer
300596;Amanhecer
300597;Amanhecer
300598;Pleno dia
300599;Pleno dia
300600;Pleno dia
300601;Pleno dia
300603;Plena Noite
300604;Pleno dia
300605;Amanhecer
300607;Pleno dia
300608;Anoitecer
300609;Amanhecer
300610;Pleno dia
300611;Amanhecer
300612;Pleno dia
300613;Pleno dia
300614;Pleno dia
300615;Plena Noite
300617;Pleno dia
300618;Pleno dia
300619;Pleno dia
300620;Pleno dia
300621;Pleno dia
300622;Pleno dia
300623;Pleno dia
300624;Plena Noite
300625;Pleno dia
300626;Pleno dia
300627;Pleno dia
300628;Pleno dia
300629;Pleno dia
300630;Plena Noite
300631;Pleno dia
300632;Pleno dia
300633;Pleno dia
300634;Pleno dia
300635;Pleno dia
300637;Pleno dia
300638;Anoitecer
300639;Pleno dia
300640;Pleno dia
300641;Pleno dia
300642;Plena Noite
300643;Pleno dia
300644;Pleno dia
300645;Pleno dia
300646;Pleno dia
300647;Pleno dia
300648;Pleno dia
300649;Pleno dia
300650;Pleno dia
300651;Pleno dia
300653;Pleno dia
300654;Pleno dia
300655;Pleno dia
300656;Pleno dia
300657;Pleno dia
300658;Pleno dia
300659;Pleno dia
300660;Pleno dia
300661;Pleno dia
300662;Plena Noite
300663;Pleno dia
300664;Pleno dia
300665;Pleno dia
300666;Pleno dia
300667;Pleno dia
300668;Pleno dia
300669;Amanhecer
300670;Pleno dia
300671;Pleno dia
300672;Amanhecer
300673;Pleno dia
300674;Pleno dia
300675;Pleno dia
300676;Pleno dia
300677;Pleno dia
300678;Pleno dia
300679;Pleno dia
300680;Plena Noite
300681;Plena Noite
300682;Pleno dia
300683;Pleno dia
300684;Pleno dia
300685;Pleno dia
300686;Pleno dia
300687;Pleno dia
300688;Pleno dia
300689;Pleno dia
300691;Pleno dia
300692;Pleno dia
300693;Anoitecer
300694;Anoitecer
300695;Anoitecer
300696;Pleno dia
300697;Pleno dia
300698;Plena Noite
300699;Plena Noite
300700;Pleno dia
300702;Anoitecer
300703;Plena Noite
300704;Anoitecer
300705;Anoitecer
300706;Plena Noite
300708;Pleno dia
300709;Pleno dia
300710;Plena Noite
300711;Plena Noite
300712;Anoitecer
300713;Anoitecer
300714;Plena Noite
300715;Plena Noite
300716;Pleno dia
300717;Anoitecer
300718;Anoitecer
300719;Pleno dia
300720;Plena Noite
300721;Plena Noite
300723;Plena Noite
300724;Anoitecer
300725;Plena Noite
300726;Pleno dia
300727;Plena Noite
300728;Plena Noite
300729;Plena Noite
300730;Plena Noite
300731;Pleno dia
300732;Plena Noite
300733;Pleno dia
300734;Plena Noite
300735;Plena Noite
300736;Plena Noite
300737;Pleno dia
300738;Plena Noite
300739;Plena Noite
300740;Plena Noite
300742;Plena Noite
300743;Plena Noite
300744;Plena Noite
300746;Plena Noite
300747;Plena Noite
300748;Plena Noite
300749;Plena Noite
300750;Plena Noite
300751;Plena Noite
300753;Plena Noite
300754;Anoitecer
300756;Pleno dia
300757;Plena Noite
300758;Plena Noite
300759;Plena Noite
300760;Plena Noite
300761;Plena Noite
300762;Plena Noite
300764;Plena Noite
300765;Plena Noite
300766;Plena Noite
300767;Plena Noite
300768;Plena Noite
300769;Pleno dia
300770;Plena Noite
300771;Plena Noite
300772;Amanhecer
300774;Pleno dia
300775;Pleno dia
300776;Pleno dia
300777;Pleno dia
300778;Pleno dia
300779;Pleno dia
300780;Pleno dia
300781;Plena Noite
300782;Pleno dia
300783;Pleno dia
300784;Pleno dia
300786;Pleno dia
300787;Pleno dia
300788;Pleno dia
300790;Pleno dia
300791;Anoitecer
300792;Pleno dia
300793;Pleno dia
300794;Pleno dia
300795;Pleno dia
300796;Pleno dia
300797;Anoitecer
300798;Pleno dia
300799;Plena Noite
300801;Pleno dia
300802;Pleno dia
300803;Pleno dia
300804;Pleno dia
300806;Pleno dia
300807;Pleno dia
300808;Pleno dia
300809;Pleno dia
300810;Pleno dia
300811;Pleno dia
300812;Pleno dia
300813;Pleno dia
300816;Pleno dia
300817;Plena Noite
300819;Pleno dia
300821;Pleno dia
300822;Pleno dia
300824;Pleno dia
300825;Pleno dia
300827;Pleno dia
300828;Pleno dia
300829;Pleno dia
300830;Pleno dia
300831;Pleno dia
300832;Pleno dia
300833;Pleno dia
300834;Plena Noite
300835;Pleno dia
300836;Pleno dia
300837;Pleno dia
300838;Pleno dia
300839;Pleno dia
300840;Pleno dia
300841;Pleno dia
300843;Pleno dia
300844;Pleno dia
300845;Pleno dia
300846;Pleno dia
300848;Anoitecer
300849;Pleno dia
300850;Pleno dia
300851;Pleno dia
300853;Anoitecer
300854;Pleno dia
300855;Pleno dia
300856;Pleno dia
300857;Pleno dia
300858;Pleno dia
300859;Pleno dia
300860;Pleno dia
300861;Anoitecer
300862;Plena Noite
300863;Pleno dia
300864;Plena Noite
300865;Plena Noite
300866;Plena Noite
300867;Pleno dia
300868;Pleno dia
300869;Plena Noite
300870;Plena Noite
300872;Anoitecer
300873;Plena Noite
300874;Anoitecer
300875;Plena Noite
300876;Plena Noite
300877;Anoitecer
300878;Anoitecer
300879;Plena Noite
300880;Plena Noite
300881;Pleno dia
300882;Plena Noite
300883;Pleno dia
300884;Plena Noite
300885;Plena Noite
300886;Anoitecer
300887;Pleno dia
300888;Plena Noite
300889;Plena Noite
300890;Plena Noite
300891;Anoitecer
300892;Plena Noite
300893;Plena Noite
300895;Plena Noite
300896;Plena Noite
300897;Pleno dia
300898;Plena Noite
300899;Plena Noite
300900;Plena Noite
300901;Plena Noite
300903;Plena Noite
300904;Anoitecer
300905;Plena Noite
300906;Plena Noite
300907;Plena Noite
300908;Pleno dia
300909;Plena Noite
300910;Pleno dia
300911;Plena Noite
300912;Plena Noite
300913;Plena Noite
300914;Plena Noite
300915;Plena Noite
300917;Plena Noite
300918;Plena Noite
300920;Plena Noite
300921;Plena Noite
300922;Pleno dia
300923;Plena Noite
300924;Plena Noite
300925;Plena Noite
300926;Plena Noite
300927;Plena Noite
300928;Plena Noite
300929;Plena Noite
300930;Pleno dia
300931;Plena Noite
300933;Plena Noite
300934;Pleno dia
300936;Plena Noite
300938;Pleno dia
300939;Amanhecer
300941;Plena Noite
300942;Plena Noite
300943;Plena Noite
300944;Plena Noite
300946;Pleno dia
300947;Pleno dia
300948;Amanhecer
300949;Pleno dia
300950;Pleno dia
300951;Pleno dia
300953;Amanhecer
300954;Pleno dia
300955;Plena Noite
300956;Plena Noite
300957;Plena Noite
300959;Pleno dia
300960;Pleno dia
300962;Pleno dia
300964;Plena Noite
300966;Pleno dia
300967;Pleno dia
300968;Pleno dia
300970;Amanhecer
300971;Pleno dia
300972;Pleno dia
300973;Pleno dia
300974;Pleno dia
300975;Pleno dia
300976;Amanhecer
300977;Pleno dia
300978;Pleno dia
300979;Pleno dia
300980;Amanhecer
300981;Pleno dia
300982;Amanhecer
300983;Pleno dia
300984;Pleno dia
300985;Pleno dia
300986;Pleno dia
300987;Pleno dia
300988;Pleno dia
300989;Pleno dia
300990;Pleno dia
300991;Amanhecer
300992;Plena Noite
300993;Pleno dia
300994;Plena Noite
300995;Pleno dia
300996;Pleno dia
300997;Pleno dia
300998;Pleno dia
300999;Pleno dia
301001;Pleno dia
301003;Pleno dia
301004;Pleno dia
301005;Plena Noite
301006;Pleno dia
301007;Pleno dia
301008;Pleno dia
301010;Pleno dia
301012;Pleno dia
301013;Pleno dia
301014;Pleno dia
301015;Pleno dia
301016;Pleno dia
301017;Pleno dia
301018;Pleno dia
301019;Pleno dia
301020;Pleno dia
301021;Amanhecer
301022;Plena Noite
301023;Pleno dia
301024;Pleno dia
301025;Pleno dia
301026;Pleno dia
301027;Pleno dia
301028;Pleno dia
301029;Pleno dia
301030;Pleno dia
301033;Pleno dia
301034;Pleno dia
301035;Pleno dia
301036;Pleno dia
301037;Pleno dia
301038;Pleno dia
301039;Pleno dia
301040;Plena Noite
301041;Pleno dia
301042;Plena Noite
301043;Pleno dia
301045;Pleno dia
301046;Pleno dia
301047;Pleno dia
301048;Pleno dia
301049;Anoitecer
301050;Pleno dia
301051;Pleno dia
301052;Pleno dia
301053;Pleno dia
301054;Pleno dia
301056;Anoitecer
301057;Anoitecer
301058;Plena Noite
301059;Pleno dia
301060;Anoitecer
301061;Pleno dia
301062;Pleno dia
301063;Plena Noite
301064;Pleno dia
301065;Anoitecer
301066;Pleno dia
301067;Pleno dia
301069;Pleno dia
301070;Pleno dia
301071;Anoitecer
301072;Anoitecer
301073;Anoitecer
301074;Pleno dia
301075;Pleno dia
301077;Anoitecer
301078;Pleno dia
301079;Pleno dia
301080;Pleno dia
301081;Anoitecer
301082;Plena Noite
301083;Plena Noite
301084;Plena Noite
301085;Pleno dia
301086;Plena Noite
301087;Anoitecer
301089;Pleno dia
301090;Pleno dia
301091;Pleno dia
301092;Plena Noite
301093;Plena Noite
301094;Anoitecer
301095;Anoitecer
301097;Anoitecer
301098;Plena Noite
301100;Pleno dia
301101;Plena Noite
301102;Plena Noite
301104;Plena Noite
301105;Plena Noite
301106;Plena Noite
301108;Plena Noite
301109;Plena Noite
301110;Plena Noite
301111;Plena Noite
301112;Plena Noite
301113;Pleno dia
301114;Plena Noite
301115;Plena Noite
301116;Plena Noite
301117;Anoitecer
301118;Plena Noite
301119;Plena Noite
301121;Plena Noite
301123;Plena Noite
301124;Plena Noite
301126;Plena Noite
301128;Anoitecer
301129;Plena Noite
301130;Plena Noite
301131;Plena Noite
301132;Plena Noite
301133;Plena Noite
301134;Plena Noite
301135;Plena Noite
301136;Plena Noite
301137;Plena Noite
301138;Plena Noite
301139;Plena Noite
301140;Plena Noite
301142;Plena Noite
301143;Plena Noite
301144;Plena Noite
301145;Plena Noite
301146;Plena Noite
301148;Amanhecer
301149;Anoitecer
301151;Amanhecer
301153;Pleno dia
301154;Pleno dia
301155;Pleno dia
301156;Pleno dia
301157;Pleno dia
301158;Pleno dia
301159;Amanhecer
301160;Plena Noite
301161;Pleno dia
301162;Amanhecer
301163;Pleno dia
301164;Plena Noite
301166;Pleno dia
301167;Pleno dia
301168;Pleno dia
301169;Pleno dia
301170;Pleno dia
301172;Pleno dia
301173;Pleno dia
301174;Pleno dia
301175;Pleno dia
301177;Plena Noite
301178;Pleno dia
301179;Pleno dia
301180;Pleno dia
301181;Pleno dia
301182;Pleno dia
301183;Pleno dia
301184;Pleno dia
301185;Pleno dia
301186;Pleno dia
301187;Pleno dia
301188;Pleno dia
301189;Pleno dia
301190;Pleno dia
301191;Pleno dia
301192;Pleno dia
301193;Pleno dia
301194;Pleno dia
301195;Plena Noite
301196;Amanhecer
301197;Pleno dia
301198;Pleno dia
301199;Pleno dia
301200;Pleno dia
301201;Pleno dia
301202;Pleno dia
301203;Pleno dia
301204;Pleno dia
301205;Pleno dia
301206;Plena Noite
301207;Pleno dia
301208;Pleno dia
301209;Pleno dia
301210;Pleno dia
301211;Plena Noite
301212;Pleno dia
301213;Pleno dia
301214;Plena Noite
301215;Pleno dia
301216;Pleno dia
301217;Amanhecer
301218;Pleno dia
301219;Pleno dia
301220;Pleno dia
301221;Pleno dia
301222;Pleno dia
301223;Pleno dia
301224;Pleno dia
301225;Pleno dia
301226;Pleno dia
301227;Pleno dia
301228;Pleno dia
301229;Amanhecer
301231;Pleno dia
301232;Pleno dia
301233;Pleno dia
301235;Pleno dia
301236;Pleno dia
301238;Pleno dia
301239;Plena Noite
301240;Pleno dia
301241;Pleno dia
301242;Plena Noite
301243;Anoitecer
301244;Plena Noite
301245;Anoitecer
301246;Anoitecer
301247;Pleno dia
301248;Anoitecer
301249;Pleno dia
301251;Pleno dia
301252;Pleno dia
301253;Plena Noite
301254;Plena Noite
301255;Amanhecer
301256;Anoitecer
301258;Anoitecer
301259;Plena Noite
301260;Plena Noite
301261;Pleno dia
301262;Anoitecer
301263;Anoitecer
301264;Plena Noite
301265;Plena Noite
301266;Anoitecer
301267;Plena Noite
301268;Plena Noite
301269;Plena Noite
301270;Plena Noite
301272;Plena Noite
301273;Anoitecer
301274;Plena Noite
301275;Plena Noite
301276;Plena Noite
301277;Pleno dia
301278;Pleno dia
301279;Plena Noite
301280;Plena Noite
301281;Plena Noite
301282;Plena Noite
301284;Pleno dia
301285;Plena Noite
301286;Anoitecer
301287;Pleno dia
301288;Plena Noite
301289;Plena Noite
301290;Pleno dia
301291;Plena Noite
301292;Plena Noite
301293;Pleno dia
301294;Plena Noite
301295;Plena Noite
301296;Pleno dia
301297;Plena Noite
301298;Plena Noite
301299;Plena Noite
301300;Plena Noite
301301;Plena Noite
301302;Pleno dia
301303;Plena Noite
301304;Plena Noite
301305;Plena Noite
301306;Plena Noite
301307;Plena Noite
301308;Plena Noite
301309;Plena Noite
301310;Plena Noite
301311;Plena Noite
301312;Plena Noite
301313;Plena Noite
301314;Plena Noite
301315;Plena Noite
301316;Plena Noite
301317;Plena Noite
301318;Plena Noite
301319;Plena Noite
301320;Plena Noite
301321;Plena Noite
301323;Plena Noite
301324;Plena Noite
301325;Plena Noite
301326;Plena Noite
301327;Plena Noite
301328;Plena Noite
301329;Amanhecer
301330;Pleno dia
301331;Amanhecer
301332;Plena Noite
301333;Plena Noite
301334;Pleno dia
301336;Pleno dia
301337;Amanhecer
301339;Plena Noite
301340;Plena Noite
301341;Plena Noite
301342;Pleno dia
301343;Amanhecer
301344;Pleno dia
301345;Pleno dia
301346;Plena Noite
301347;Amanhecer
301349;Pleno dia
301350;Pleno dia
301351;Plena Noite
301352;Amanhecer
301353;Pleno dia
301355;Pleno dia
301356;Pleno dia
301357;Pleno dia
301358;Pleno dia
301359;Anoitecer
301362;Plena Noite
301363;Pleno dia
301364;Pleno dia
301365;Pleno dia
301367;Plena Noite
301368;Pleno dia
301369;Pleno dia
301370;Amanhecer
301372;Pleno dia
301373;Pleno dia
301374;Pleno dia
301375;Pleno dia
301376;Pleno dia
301377;Pleno dia
301378;Pleno dia
301380;Pleno dia
301381;Pleno dia
301383;Pleno dia
301385;Pleno dia
301386;Pleno dia
301387;Plena Noite
301389;Pleno dia
301390;Pleno dia
301391;Pleno dia
301392;Pleno dia
301393;Pleno dia
301394;Amanhecer
301395;Pleno dia
301397;Pleno dia
301398;Pleno dia
301399;Pleno dia
301400;Pleno dia
301401;Pleno dia
301403;Pleno dia
301404;Pleno dia
301405;Amanhecer
301407;Pleno dia
301408;Pleno dia
301409;Pleno dia
301410;Amanhecer
301411;Pleno dia
301412;Pleno dia
301413;Amanhecer
301414;Pleno dia
301415;Pleno dia
301416;Pleno dia
301417;Pleno dia
301418;Pleno dia
301419;Pleno dia
301421;Pleno dia
301422;Pleno dia
301423;Pleno dia
301424;Pleno dia
301425;Pleno dia
301426;Pleno dia
301427;Pleno dia
301428;Pleno dia
301429;Pleno dia
301430;Plena Noite
301431;Pleno dia
301432;Pleno dia
301433;Pleno dia
301434;Pleno dia
301435;Pleno dia
301436;Pleno dia
301437;Pleno dia
301438;Pleno dia
301439;Pleno dia
301440;Anoitecer
301441;Pleno dia
301442;Pleno dia
301443;Pleno dia
301444;Pleno dia
301445;Anoitecer
301446;Anoitecer
301448;Pleno dia
301450;Anoitecer
301452;Pleno dia
301453;Anoitecer
301454;Plena Noite
301455;Pleno dia
301457;Plena Noite
301458;Pleno dia
301459;Plena Noite
301460;Pleno dia
301461;Plena Noite
301462;Pleno dia
301463;Plena Noite
301464;Pleno dia
301465;Plena Noite
301466;Anoitecer
301467;Pleno dia
301468;Plena Noite
301472;Anoitecer
301473;Anoitecer
301475;Pleno dia
301476;Pleno dia
301477;Plena Noite
301478;Plena Noite
301479;Plena Noite
301480;Plena Noite
301481;Plena Noite
301482;Pleno dia
301483;Plena Noite
301484;Plena Noite
301485;Plena Noite
301486;Pleno dia
301487;Plena Noite
301488;Plena Noite
301489;Plena Noite
301490;Plena Noite
301491;Plena Noite
301492;Plena Noite
301493;Plena Noite
301495;Plena Noite
301496;Plena Noite
301497;Plena Noite
301498;Pleno dia
301499;Plena Noite
301500;Plena Noite
301501;Pleno dia
301502;Plena Noite
301503;Plena Noite
301504;Plena Noite
301505;Plena Noite
301506;Plena Noite
301507;Plena Noite
301508;Pleno dia
301510;Anoitecer
301511;Plena Noite
301512;Plena Noite
301515;Plena Noite
301516;Plena Noite
301517;Plena Noite
301518;Plena Noite
301519;Pleno dia
301520;Plena Noite
301521;Plena Noite
301523;Plena Noite
301525;Plena Noite
301526;Plena Noite
301527;Plena Noite
301528;Plena Noite
301529;Plena Noite
301530;Plena Noite
301531;Plena Noite
301532;Plena Noite
301533;Plena Noite
301535;Plena Noite
301536;Plena Noite
301537;Plena Noite
301538;Pleno dia
301539;Plena Noite
301540;Plena Noite
301541;Plena Noite
301542;Plena Noite
301544;Plena Noite
301545;Plena Noite
301546;Plena Noite
301547;Plena Noite
301548;Plena Noite
301549;Amanhecer
301550;Plena Noite
301551;Plena Noite
301552;Plena Noite
301553;Amanhecer
301554;Pleno dia
301555;Plena Noite
301556;Amanhecer
301557;Amanhecer
301558;Plena Noite
301559;Plena Noite
301560;Amanhecer
301561;Amanhecer
301562;Amanhecer
301563;Plena Noite
301564;Plena Noite
301565;Plena Noite
301566;Pleno dia
301567;Pleno dia
301568;Plena Noite
301569;Pleno dia
301570;Plena Noite
301571;Pleno dia
301572;Pleno dia
301573;Pleno dia
301574;Amanhecer
301575;Pleno dia
301576;Pleno dia
301577;Pleno dia
301578;Plena Noite
301579;Pleno dia
301580;Pleno dia
301581;Pleno dia
301582;Pleno dia
301583;Pleno dia
301584;Pleno dia
301585;Pleno dia
301586;Pleno dia
301587;Amanhecer
301588;Pleno dia
301589;Pleno dia
301590;Pleno dia
301591;Pleno dia
301592;Pleno dia
301593;Pleno dia
301595;Pleno dia
301596;Pleno dia
301597;Pleno dia
301598;Pleno dia
301599;Pleno dia
301600;Pleno dia
301601;Pleno dia
301602;Pleno dia
301603;Pleno dia
301604;Pleno dia
301605;Pleno dia
301606;Pleno dia
301607;Pleno dia
301608;Plena Noite
301609;Plena Noite
301610;Pleno dia
301611;Pleno dia
301612;Pleno dia
301613;Pleno dia
301614;Pleno dia
301615;Pleno dia
301616;Plena Noite
301617;Plena Noite
301618;Pleno dia
301619;Pleno dia
301620;Pleno dia
301621;Pleno dia
301622;Pleno dia
301623;Pleno dia
301624;Pleno dia
301625;Pleno dia
301626;Pleno dia
301627;Pleno dia
301628;Pleno dia
301630;Pleno dia
301631;Pleno dia
301632;Pleno dia
301633;Pleno dia
301634;Pleno dia
301635;Pleno dia
301636;Pleno dia
301637;Pleno dia
301638;Pleno dia
301639;Pleno dia
301640;Pleno dia
301641;Pleno dia
301642;Pleno dia
301643;Pleno dia
301644;Pleno dia
301645;Pleno dia
301646;Pleno dia
301647;Pleno dia
301648;Pleno dia
301649;Pleno dia
301650;Anoitecer
301651;Pleno dia
301652;Pleno dia
301653;Pleno dia
301655;Pleno dia
301656;Pleno dia
301657;Pleno dia
301658;Pleno dia
301659;Pleno dia
301660;Pleno dia
301661;Pleno dia
301663;Pleno dia
301664;Pleno dia
301665;Pleno dia
301666;Pleno dia
301667;Pleno dia
301668;Pleno dia
301669;Pleno dia
301670;Pleno dia
301671;Pleno dia
301672;Pleno dia
301673;Anoitecer
301674;Anoitecer
301676;Anoitecer
301677;Anoitecer
301678;Pleno dia
301679;Anoitecer
301681;Pleno dia
301682;Anoitecer
301683;Plena Noite
301684;Anoitecer
301685;Plena Noite
301686;Plena Noite
301687;Plena Noite
301688;Plena Noite
301689;Pleno dia
301690;Anoitecer
301693;Plena Noite
301694;Pleno dia
301695;Plena Noite
301696;Plena Noite
301697;Plena Noite
301698;Pleno dia
301700;Plena Noite
301701;Pleno dia
301702;Pleno dia
301703;Anoitecer
301704;Plena Noite
301705;Anoitecer
301706;Anoitecer
301707;Plena Noite
301708;Plena Noite
301710;Plena Noite
301711;Plena Noite
301712;Plena Noite
301713;Plena Noite
301714;Plena Noite
301715;Anoitecer
301716;Plena Noite
301717;Plena Noite
301718;Plena Noite
301719;Plena Noite
301720;Plena Noite
301721;Pleno dia
301723;Pleno dia
301724;Plena Noite
301725;Plena Noite
301726;Plena Noite
301727;Plena Noite
301728;Plena Noite
301730;Plena Noite
301731;Plena Noite
301734;Plena Noite
301735;Plena Noite
301736;Plena Noite
301737;Plena Noite
301738;Plena Noite
301739;Plena Noite
301740;Plena Noite
301741;Plena Noite
301742;Plena Noite
301743;Plena Noite
301744;Plena Noite
301745;Plena Noite
301746;Plena Noite
301747;Plena Noite
301748;Plena Noite
301749;Plena Noite
301750;Anoitecer
301752;Plena Noite
301753;Plena Noite
301754;Plena Noite
301755;Plena Noite
301756;Plena Noite
301757;Plena Noite
301758;Plena Noite
301759;Plena Noite
301760;Plena Noite
301761;Plena Noite
301762;Plena Noite
301763;Plena Noite
301764;Plena Noite
301765;Pleno dia
301766;Plena Noite
301767;Plena Noite
301768;Plena Noite
301769;Plena Noite
301770;Plena Noite
301771;Plena Noite
301772;Plena Noite
301773;Plena Noite
301774;Plena Noite
301775;Plena Noite
301776;Plena Noite
301777;Plena Noite
301778;Plena Noite
301779;Plena Noite
301780;Plena Noite
301781;Plena Noite
301782;Plena Noite
301783;Plena Noite
301784;Pleno dia
301785;Plena Noite
301786;Plena Noite
301787;Plena Noite
301788;Plena Noite
301789;Plena Noite
301790;Plena Noite
301791;Plena Noite
301792;Amanhecer
301793;Amanhecer
301794;Plena Noite
301795;Amanhecer
301796;Plena Noite
301797;Plena Noite
301798;Pleno dia
301800;Amanhecer
301801;Pleno dia
301802;Pleno dia
301803;Pleno dia
301804;Pleno dia
301805;Pleno dia
301806;Pleno dia
301807;Pleno dia
301808;Pleno dia
301809;Pleno dia
301810;Pleno dia
301811;Pleno dia
301812;Pleno dia
301813;Pleno dia
301814;Pleno dia
301815;Pleno dia
301816;Pleno dia
301817;Pleno dia
301818;Pleno dia
301819;Pleno dia
301820;Pleno dia
301821;Pleno dia
301822;Amanhecer
301823;Pleno dia
301824;Pleno dia
301825;Pleno dia
301826;Pleno dia
301827;Pleno dia
301828;Pleno dia
301829;Pleno dia
301830;Pleno dia
301831;Pleno dia
301833;Pleno dia
301835;Pleno dia
301836;Pleno dia
301838;Pleno dia
301839;Pleno dia
301840;Pleno dia
301841;Pleno dia
301843;Pleno dia
301844;Pleno dia
301845;Pleno dia
301846;Pleno dia
301848;Pleno dia
301849;Pleno dia
301850;Pleno dia
301851;Plena Noite
301853;Pleno dia
301854;Pleno dia
301855;Amanhecer
301856;Pleno dia
301857;Pleno dia
301858;Pleno dia
301859;Pleno dia
301861;Pleno dia
301862;Pleno dia
301863;Pleno dia
301864;Pleno dia
301865;Pleno dia
301866;Pleno dia
301867;Pleno dia
301868;Pleno dia
301869;Pleno dia
301870;Pleno dia
301871;Pleno dia
301872;Pleno dia
301873;Pleno dia
301874;Pleno dia
301875;Pleno dia
301876;Pleno dia
301877;Pleno dia
301878;Pleno dia
301879;Pleno dia
301880;Pleno dia
301881;Pleno dia
301882;Anoitecer
301884;Anoitecer
301885;Pleno dia
301886;Pleno dia
301887;Pleno dia
301888;Pleno dia
301889;Pleno dia
301890;Pleno dia
301891;Anoitecer
301892;Pleno dia
301893;Pleno dia
301894;Pleno dia
301895;Plena Noite
301896;Plena Noite
301897;Plena Noite
301898;Pleno dia
301899;Anoitecer
301900;Pleno dia
301902;Pleno dia
301903;Plena Noite
301904;Pleno dia
301905;Plena Noite
301906;Anoitecer
301909;Plena Noite
